candidate_id	peptide	hla_allele_4digit	source_name	label	ga_rl_barneo_priority_score	ga_rl_barneo_unique_rank	scenario_id	disease	disease_segment	scenario_name	disease_context_gate	presentation_gate	antigen_gate	immune_context_gate	safety_gate	research_priority	required_evidence	scenario_gate_multiplier	combination_strategy	evidence_grade	main_caveat	patient_selection_from_strategy_matrix	demo_patient_gated_score	patient_gated_rank_within_scenario	patient_gated_confidence_bin	patient_metadata_status	hard_gate_status	abstain	abstention_reason_primary	abstention_reason_all	research_triage_only	clinical_use	patient_gate_weighted_priority	patient_gate_priority_rank
CNV0_02504	LLVDLAEEL	HLA-A*02:01	ITSNdb_main	1.0	0.72	2	THCA_RR_DTC_PDTC_HIGH_RISK	THCA	THCA RR-DTC/PDTC	THCA progressive RR-DTC/PDTC/high-risk recurrence	0.8	0.65	0.6	0.65	0.7	conditional	progressive radioiodine-refractory DTC, PDTC, or high-risk recurrence; intact presentation; measurable immune context	0.14196	NA	NA	NA	NA	0.1022112	2.0	low	absent_from_master	scenario_only_no_patient_row_match	True	GA/RL candidate lacks direct patient-queue match; scenario-only research triage fallback	no patient_queue match; scenario-only fallback; research triage only	True	False	0.073592064	11
CNV0_02410	MLGEQLFPL	HLA-A*02:01	ITSNdb_main	1.0	0.72	3	THCA_RR_DTC_PDTC_HIGH_RISK	THCA	THCA RR-DTC/PDTC	THCA progressive RR-DTC/PDTC/high-risk recurrence	0.8	0.65	0.6	0.65	0.7	conditional	progressive radioiodine-refractory DTC, PDTC, or high-risk recurrence; intact presentation; measurable immune context	0.14196	NA	NA	NA	NA	0.1022112	3.0	low	absent_from_master	scenario_only_no_patient_row_match	True	GA/RL candidate lacks direct patient-queue match; scenario-only research triage fallback	no patient_queue match; scenario-only fallback; research triage only	True	False	0.073592064	12
CNV0_02407	KLMNIQQKL	HLA-A*02:01	ITSNdb_main	1.0	0.7292138422717543	1	THCA_BRAF_V600E_ATC	THCA	THCA BRAF V600E ATC	THCA BRAF V600E ATC with targeted backbone first	0.8	0.6	0.55	0.7	0.65	conditional_add_on	ATC/PDTC context; BRAF V600E; HLA/presentation intact; vaccine is add-on/trial logic, not replacement for backbone	0.12012	dabrafenib + trametinib backbone, add pembrolizumab/trial if progression or high immune signal	B: FDA-approved doublet plus retrospective triplet signal	vaccine component not clinically established; ATC tempo is fast	BRAF V600E ATC; ECOG acceptable; antigen presentation intact; experienced center	0.08759316673368313	1.0	low	absent_from_master	scenario_only_no_patient_row_match	True	GA/RL candidate lacks direct patient-queue match; scenario-only research triage fallback	no patient_queue match; scenario-only fallback; research triage only	True	False	0.06387414967061948	13
CNV0_02504	LLVDLAEEL	HLA-A*02:01	ITSNdb_main	1.0	0.72	2	THCA_BRAF_V600E_ATC	THCA	THCA BRAF V600E ATC	THCA BRAF V600E ATC with targeted backbone first	0.8	0.6	0.55	0.7	0.65	conditional_add_on	ATC/PDTC context; BRAF V600E; HLA/presentation intact; vaccine is add-on/trial logic, not replacement for backbone	0.12012	dabrafenib + trametinib backbone, add pembrolizumab/trial if progression or high immune signal	B: FDA-approved doublet plus retrospective triplet signal	vaccine component not clinically established; ATC tempo is fast	BRAF V600E ATC; ECOG acceptable; antigen presentation intact; experienced center	0.0864864	2.0	low	absent_from_master	scenario_only_no_patient_row_match	True	GA/RL candidate lacks direct patient-queue match; scenario-only research triage fallback	no patient_queue match; scenario-only fallback; research triage only	True	False	0.062270208	14
CNV0_02410	MLGEQLFPL	HLA-A*02:01	ITSNdb_main	1.0	0.72	3	THCA_BRAF_V600E_ATC	THCA	THCA BRAF V600E ATC	THCA BRAF V600E ATC with targeted backbone first	0.8	0.6	0.55	0.7	0.65	conditional_add_on	ATC/PDTC context; BRAF V600E; HLA/presentation intact; vaccine is add-on/trial logic, not replacement for backbone	0.12012	dabrafenib + trametinib backbone, add pembrolizumab/trial if progression or high immune signal	B: FDA-approved doublet plus retrospective triplet signal	vaccine component not clinically established; ATC tempo is fast	BRAF V600E ATC; ECOG acceptable; antigen presentation intact; experienced center	0.0864864	3.0	low	absent_from_master	scenario_only_no_patient_row_match	True	GA/RL candidate lacks direct patient-queue match; scenario-only research triage fallback	no patient_queue match; scenario-only fallback; research triage only	True	False	0.062270208	15
CNV0_02407	KLMNIQQKL	HLA-A*02:01	ITSNdb_main	1.0	0.7292138422717543	1	THCA_HT_TLS_IMMUNE_ACTIVE_PTC	THCA	THCA HT/TLS immune-active PTC	THCA immune-active recurrence context, not routine low-risk PTC	0.55	0.65	0.55	0.9	0.45	narrow_trial_only	high-risk or recurrent context; HT/TLS/IFNG evidence; autoimmune/thyroiditis safety review	0.079633125	neoantigen/TAA vaccine + PD-1, ideally low-burden recurrence trial	C: local biology plus extrapolation	no thyroid-specific vaccine trial proof; autoimmune toxicity risk	high-risk recurrent/progressive PTC with HT/TLS/IFN signal; autoimmune risk controlled	0.0580695770533569	1.0	low	absent_from_master	scenario_only_no_patient_row_match	True	GA/RL candidate lacks direct patient-queue match; scenario-only research triage fallback	no patient_queue match; scenario-only fallback; research triage only	True	False	0.04234513940217408	16
CNV0_02504	LLVDLAEEL	HLA-A*02:01	ITSNdb_main	1.0	0.72	2	THCA_HT_TLS_IMMUNE_ACTIVE_PTC	THCA	THCA HT/TLS immune-active PTC	THCA immune-active recurrence context, not routine low-risk PTC	0.55	0.65	0.55	0.9	0.45	narrow_trial_only	high-risk or recurrent context; HT/TLS/IFNG evidence; autoimmune/thyroiditis safety review	0.079633125	neoantigen/TAA vaccine + PD-1, ideally low-burden recurrence trial	C: local biology plus extrapolation	no thyroid-specific vaccine trial proof; autoimmune toxicity risk	high-risk recurrent/progressive PTC with HT/TLS/IFN signal; autoimmune risk controlled	0.057335849999999994	2.0	low	absent_from_master	scenario_only_no_patient_row_match	True	GA/RL candidate lacks direct patient-queue match; scenario-only research triage fallback	no patient_queue match; scenario-only fallback; research triage only	True	False	0.041281811999999994	17
CNV0_02410	MLGEQLFPL	HLA-A*02:01	ITSNdb_main	1.0	0.72	3	THCA_HT_TLS_IMMUNE_ACTIVE_PTC	THCA	THCA HT/TLS immune-active PTC	THCA immune-active recurrence context, not routine low-risk PTC	0.55	0.65	0.55	0.9	0.45	narrow_trial_only	high-risk or recurrent context; HT/TLS/IFNG evidence; autoimmune/thyroiditis safety review	0.079633125	neoantigen/TAA vaccine + PD-1, ideally low-burden recurrence trial	C: local biology plus extrapolation	no thyroid-specific vaccine trial proof; autoimmune toxicity risk	high-risk recurrent/progressive PTC with HT/TLS/IFN signal; autoimmune risk controlled	0.057335849999999994	3.0	low	absent_from_master	scenario_only_no_patient_row_match	True	GA/RL candidate lacks direct patient-queue match; scenario-only research triage fallback	no patient_queue match; scenario-only fallback; research triage only	True	False	0.041281811999999994	18
CNV0_02407	KLMNIQQKL	HLA-A*02:01	ITSNdb_main	1.0	0.7292138422717543	1	PRESENTATION_FAILURE_NO_GO	Both	Both HLA/presentation failure	No-go presentation failure branch	0.0	0.0	0.0	0.0	0.0	no_go	HLA LOH, B2M loss, or major presentation failure means vaccine candidate ranking should be deferred	0.0	vaccine deferred; use targeted therapy, RAI/redifferentiation, or trial non-vaccine immunotherapy	NO-GO	better to abstain than create false translational claim	B2M loss, HLA LOH, HLA-low, no expressed target, high model uncertainty	0.0	1.0	low	absent_from_master	scenario_only_no_patient_row_match	True	GA/RL candidate lacks direct patient-queue match; scenario-only research triage fallback	no patient_queue match; scenario-only fallback; research triage only	True	False	0.0	19
CNV0_02504	LLVDLAEEL	HLA-A*02:01	ITSNdb_main	1.0	0.72	2	PRESENTATION_FAILURE_NO_GO	Both	Both HLA/presentation failure	No-go presentation failure branch	0.0	0.0	0.0	0.0	0.0	no_go	HLA LOH, B2M loss, or major presentation failure means vaccine candidate ranking should be deferred	0.0	vaccine deferred; use targeted therapy, RAI/redifferentiation, or trial non-vaccine immunotherapy	NO-GO	better to abstain than create false translational claim	B2M loss, HLA LOH, HLA-low, no expressed target, high model uncertainty	0.0	2.0	low	absent_from_master	scenario_only_no_patient_row_match	True	GA/RL candidate lacks direct patient-queue match; scenario-only research triage fallback	no patient_queue match; scenario-only fallback; research triage only	True	False	0.0	20
CNV0_02410	MLGEQLFPL	HLA-A*02:01	ITSNdb_main	1.0	0.72	3	PRESENTATION_FAILURE_NO_GO	Both	Both HLA/presentation failure	No-go presentation failure branch	0.0	0.0	0.0	0.0	0.0	no_go	HLA LOH, B2M loss, or major presentation failure means vaccine candidate ranking should be deferred	0.0	vaccine deferred; use targeted therapy, RAI/redifferentiation, or trial non-vaccine immunotherapy	NO-GO	better to abstain than create false translational claim	B2M loss, HLA LOH, HLA-low, no expressed target, high model uncertainty	0.0	3.0	low	absent_from_master	scenario_only_no_patient_row_match	True	GA/RL candidate lacks direct patient-queue match; scenario-only research triage fallback	no patient_queue match; scenario-only fallback; research triage only	True	False	0.0	21
