candidate_id	abstain	confidence_bin	abstention_reason_primary	abstention_reason_all	abstention_reason
CNV0_00010	True	high	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim
CNV0_00011	True	high	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; High disagreement across predictors	High leakage risk invalidates clean benchmark claim
CNV0_00011	True	high	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; High disagreement across predictors	High disagreement across predictors
CNV0_00012	True	high	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; High disagreement across predictors	High leakage risk invalidates clean benchmark claim
CNV0_00012	True	high	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; High disagreement across predictors	High disagreement across predictors
CNV0_00013	True	high	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; High disagreement across predictors	High leakage risk invalidates clean benchmark claim
CNV0_00013	True	high	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; High disagreement across predictors	High disagreement across predictors
CNV0_00014	True	high	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim
CNV0_00015	True	high	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim
CNV0_00016	True	high	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; High disagreement across predictors	High leakage risk invalidates clean benchmark claim
CNV0_00016	True	high	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; High disagreement across predictors	High disagreement across predictors
CNV0_00017	True	high	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; High disagreement across predictors	High leakage risk invalidates clean benchmark claim
CNV0_00017	True	high	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; High disagreement across predictors	High disagreement across predictors
CNV0_00018	True	high	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; High disagreement across predictors	High leakage risk invalidates clean benchmark claim
CNV0_00018	True	high	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; High disagreement across predictors	High disagreement across predictors
CNV0_00019	True	high	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; High disagreement across predictors	High leakage risk invalidates clean benchmark claim
CNV0_00019	True	high	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; High disagreement across predictors	High disagreement across predictors
CNV0_00020	True	high	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; High disagreement across predictors	High leakage risk invalidates clean benchmark claim
CNV0_00020	True	high	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; High disagreement across predictors	High disagreement across predictors
CNV0_00021	True	high	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; High disagreement across predictors	High leakage risk invalidates clean benchmark claim
CNV0_00021	True	high	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; High disagreement across predictors	High disagreement across predictors
CNV0_00022	True	high	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; High disagreement across predictors	High leakage risk invalidates clean benchmark claim
CNV0_00022	True	high	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; High disagreement across predictors	High disagreement across predictors
CNV0_00023	True	high	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; High disagreement across predictors	High leakage risk invalidates clean benchmark claim
CNV0_00023	True	high	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; High disagreement across predictors	High disagreement across predictors
CNV0_00024	True	high	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; High disagreement across predictors	High leakage risk invalidates clean benchmark claim
CNV0_00024	True	high	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; High disagreement across predictors	High disagreement across predictors
CNV0_00025	True	high	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; High disagreement across predictors	High leakage risk invalidates clean benchmark claim
CNV0_00025	True	high	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; High disagreement across predictors	High disagreement across predictors
CNV0_00026	True	high	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; High disagreement across predictors	High leakage risk invalidates clean benchmark claim
CNV0_00026	True	high	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; High disagreement across predictors	High disagreement across predictors
CNV0_00027	True	high	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim
CNV0_00028	True	high	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim
CNV0_00029	True	high	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; High disagreement across predictors	High leakage risk invalidates clean benchmark claim
CNV0_00029	True	high	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; High disagreement across predictors	High disagreement across predictors
CNV0_00030	True	high	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; High disagreement across predictors	High leakage risk invalidates clean benchmark claim
CNV0_00030	True	high	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; High disagreement across predictors	High disagreement across predictors
CNV0_00031	True	high	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; High disagreement across predictors	High leakage risk invalidates clean benchmark claim
CNV0_00031	True	high	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; High disagreement across predictors	High disagreement across predictors
CNV0_00032	True	high	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; High disagreement across predictors	High leakage risk invalidates clean benchmark claim
CNV0_00032	True	high	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; High disagreement across predictors	High disagreement across predictors
CNV0_00033	True	high	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; High disagreement across predictors	High leakage risk invalidates clean benchmark claim
CNV0_00033	True	high	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; High disagreement across predictors	High disagreement across predictors
CNV0_00034	True	high	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; High disagreement across predictors	High leakage risk invalidates clean benchmark claim
CNV0_00034	True	high	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; High disagreement across predictors	High disagreement across predictors
CNV0_00035	True	high	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; High disagreement across predictors	High leakage risk invalidates clean benchmark claim
CNV0_00035	True	high	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; High disagreement across predictors	High disagreement across predictors
CNV0_00036	True	high	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; High disagreement across predictors	High leakage risk invalidates clean benchmark claim
CNV0_00036	True	high	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; High disagreement across predictors	High disagreement across predictors
CNV0_00037	True	high	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; High disagreement across predictors	High leakage risk invalidates clean benchmark claim
CNV0_00037	True	high	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; High disagreement across predictors	High disagreement across predictors
CNV0_00038	True	high	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; High disagreement across predictors	High leakage risk invalidates clean benchmark claim
CNV0_00038	True	high	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; High disagreement across predictors	High disagreement across predictors
CNV0_00039	True	high	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; High disagreement across predictors	High leakage risk invalidates clean benchmark claim
CNV0_00039	True	high	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; High disagreement across predictors	High disagreement across predictors
CNV0_00040	True	high	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; High disagreement across predictors	High leakage risk invalidates clean benchmark claim
CNV0_00040	True	high	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; High disagreement across predictors	High disagreement across predictors
CNV0_00041	True	high	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; High disagreement across predictors	High leakage risk invalidates clean benchmark claim
CNV0_00041	True	high	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; High disagreement across predictors	High disagreement across predictors
CNV0_00042	True	high	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; High disagreement across predictors	High leakage risk invalidates clean benchmark claim
CNV0_00042	True	high	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; High disagreement across predictors	High disagreement across predictors
CNV0_00043	True	high	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; High disagreement across predictors	High leakage risk invalidates clean benchmark claim
CNV0_00043	True	high	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; High disagreement across predictors	High disagreement across predictors
CNV0_00044	True	high	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; High disagreement across predictors	High leakage risk invalidates clean benchmark claim
CNV0_00044	True	high	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; High disagreement across predictors	High disagreement across predictors
CNV0_00045	True	high	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; High disagreement across predictors	High leakage risk invalidates clean benchmark claim
CNV0_00045	True	high	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; High disagreement across predictors	High disagreement across predictors
CNV0_00046	True	high	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim
CNV0_00047	True	high	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; High disagreement across predictors	High leakage risk invalidates clean benchmark claim
CNV0_00047	True	high	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; High disagreement across predictors	High disagreement across predictors
CNV0_00048	True	medium	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; HLA allele underrepresented in benchmark; High disagreement across predictors	High leakage risk invalidates clean benchmark claim
CNV0_00048	True	medium	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; HLA allele underrepresented in benchmark; High disagreement across predictors	HLA allele underrepresented in benchmark
CNV0_00048	True	medium	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; HLA allele underrepresented in benchmark; High disagreement across predictors	High disagreement across predictors
CNV0_00049	True	high	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim
CNV0_00050	True	high	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; High disagreement across predictors	High leakage risk invalidates clean benchmark claim
CNV0_00050	True	high	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; High disagreement across predictors	High disagreement across predictors
CNV0_00051	True	high	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; High disagreement across predictors	High leakage risk invalidates clean benchmark claim
CNV0_00051	True	high	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; High disagreement across predictors	High disagreement across predictors
CNV0_00052	True	high	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; High disagreement across predictors	High leakage risk invalidates clean benchmark claim
CNV0_00052	True	high	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; High disagreement across predictors	High disagreement across predictors
CNV0_00053	True	high	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; High disagreement across predictors	High leakage risk invalidates clean benchmark claim
CNV0_00053	True	high	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; High disagreement across predictors	High disagreement across predictors
CNV0_00054	True	high	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; High disagreement across predictors	High leakage risk invalidates clean benchmark claim
CNV0_00054	True	high	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; High disagreement across predictors	High disagreement across predictors
CNV0_00055	True	high	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; High disagreement across predictors	High leakage risk invalidates clean benchmark claim
CNV0_00055	True	high	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; High disagreement across predictors	High disagreement across predictors
CNV0_00056	True	high	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; High disagreement across predictors	High leakage risk invalidates clean benchmark claim
CNV0_00056	True	high	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; High disagreement across predictors	High disagreement across predictors
CNV0_00057	True	high	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; High disagreement across predictors	High leakage risk invalidates clean benchmark claim
CNV0_00057	True	high	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; High disagreement across predictors	High disagreement across predictors
CNV0_00058	True	high	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim
CNV0_00059	True	high	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; High disagreement across predictors	High leakage risk invalidates clean benchmark claim
CNV0_00059	True	high	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; High disagreement across predictors	High disagreement across predictors
CNV0_00060	True	high	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; High disagreement across predictors	High leakage risk invalidates clean benchmark claim
CNV0_00060	True	high	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; High disagreement across predictors	High disagreement across predictors
CNV0_00061	True	high	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; High disagreement across predictors	High leakage risk invalidates clean benchmark claim
CNV0_00061	True	high	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; High disagreement across predictors	High disagreement across predictors
CNV0_00062	True	high	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; High disagreement across predictors	High leakage risk invalidates clean benchmark claim
CNV0_00062	True	high	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; High disagreement across predictors	High disagreement across predictors
CNV0_00063	True	high	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; High disagreement across predictors	High leakage risk invalidates clean benchmark claim
CNV0_00063	True	high	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; High disagreement across predictors	High disagreement across predictors
CNV0_00064	True	high	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; High disagreement across predictors	High leakage risk invalidates clean benchmark claim
CNV0_00064	True	high	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; High disagreement across predictors	High disagreement across predictors
CNV0_00065	True	high	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; High disagreement across predictors	High leakage risk invalidates clean benchmark claim
CNV0_00065	True	high	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; High disagreement across predictors	High disagreement across predictors
CNV0_00066	True	high	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; High disagreement across predictors	High leakage risk invalidates clean benchmark claim
CNV0_00066	True	high	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; High disagreement across predictors	High disagreement across predictors
CNV0_00067	True	high	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; High disagreement across predictors	High leakage risk invalidates clean benchmark claim
CNV0_00067	True	high	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; High disagreement across predictors	High disagreement across predictors
CNV0_00068	True	high	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; High disagreement across predictors	High leakage risk invalidates clean benchmark claim
CNV0_00068	True	high	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; High disagreement across predictors	High disagreement across predictors
CNV0_00069	True	high	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; High disagreement across predictors	High leakage risk invalidates clean benchmark claim
CNV0_00069	True	high	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; High disagreement across predictors	High disagreement across predictors
CNV0_00070	True	high	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; High disagreement across predictors	High leakage risk invalidates clean benchmark claim
CNV0_00070	True	high	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; High disagreement across predictors	High disagreement across predictors
CNV0_00071	True	high	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; High disagreement across predictors	High leakage risk invalidates clean benchmark claim
CNV0_00071	True	high	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; High disagreement across predictors	High disagreement across predictors
CNV0_00072	True	high	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; High disagreement across predictors	High leakage risk invalidates clean benchmark claim
CNV0_00072	True	high	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; High disagreement across predictors	High disagreement across predictors
CNV0_00073	True	high	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim
CNV0_00074	True	high	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; High disagreement across predictors	High leakage risk invalidates clean benchmark claim
CNV0_00074	True	high	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; High disagreement across predictors	High disagreement across predictors
CNV0_00075	True	high	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; HLA allele underrepresented in benchmark; High disagreement across predictors	High leakage risk invalidates clean benchmark claim
CNV0_00075	True	high	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; HLA allele underrepresented in benchmark; High disagreement across predictors	HLA allele underrepresented in benchmark
CNV0_00075	True	high	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; HLA allele underrepresented in benchmark; High disagreement across predictors	High disagreement across predictors
CNV0_00076	True	high	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; High disagreement across predictors	High leakage risk invalidates clean benchmark claim
CNV0_00076	True	high	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; High disagreement across predictors	High disagreement across predictors
CNV0_00077	True	high	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; High disagreement across predictors	High leakage risk invalidates clean benchmark claim
CNV0_00077	True	high	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; High disagreement across predictors	High disagreement across predictors
CNV0_00078	True	high	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim
CNV0_00079	True	high	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; High disagreement across predictors	High leakage risk invalidates clean benchmark claim
CNV0_00079	True	high	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; High disagreement across predictors	High disagreement across predictors
CNV0_00080	True	high	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; High disagreement across predictors	High leakage risk invalidates clean benchmark claim
CNV0_00080	True	high	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; High disagreement across predictors	High disagreement across predictors
CNV0_00081	True	high	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; High disagreement across predictors	High leakage risk invalidates clean benchmark claim
CNV0_00081	True	high	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; High disagreement across predictors	High disagreement across predictors
CNV0_00082	True	high	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; HLA allele underrepresented in benchmark; High disagreement across predictors	High leakage risk invalidates clean benchmark claim
CNV0_00082	True	high	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; HLA allele underrepresented in benchmark; High disagreement across predictors	HLA allele underrepresented in benchmark
CNV0_00082	True	high	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; HLA allele underrepresented in benchmark; High disagreement across predictors	High disagreement across predictors
CNV0_00083	True	high	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; High disagreement across predictors	High leakage risk invalidates clean benchmark claim
CNV0_00083	True	high	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; High disagreement across predictors	High disagreement across predictors
CNV0_00084	True	high	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim
CNV0_00085	True	high	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; High disagreement across predictors	High leakage risk invalidates clean benchmark claim
CNV0_00085	True	high	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; High disagreement across predictors	High disagreement across predictors
CNV0_00086	True	high	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; High disagreement across predictors	High leakage risk invalidates clean benchmark claim
CNV0_00086	True	high	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; High disagreement across predictors	High disagreement across predictors
CNV0_00087	True	high	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; High disagreement across predictors	High leakage risk invalidates clean benchmark claim
CNV0_00087	True	high	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; High disagreement across predictors	High disagreement across predictors
CNV0_00088	True	high	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; High disagreement across predictors	High leakage risk invalidates clean benchmark claim
CNV0_00088	True	high	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; High disagreement across predictors	High disagreement across predictors
CNV0_00089	True	high	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; High disagreement across predictors	High leakage risk invalidates clean benchmark claim
CNV0_00089	True	high	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; High disagreement across predictors	High disagreement across predictors
CNV0_00090	True	high	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; High disagreement across predictors	High leakage risk invalidates clean benchmark claim
CNV0_00090	True	high	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; High disagreement across predictors	High disagreement across predictors
CNV0_00091	True	high	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; High disagreement across predictors	High leakage risk invalidates clean benchmark claim
CNV0_00091	True	high	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; High disagreement across predictors	High disagreement across predictors
CNV0_00092	True	high	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim
CNV0_00093	True	high	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; HLA allele underrepresented in benchmark	High leakage risk invalidates clean benchmark claim
CNV0_00093	True	high	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; HLA allele underrepresented in benchmark	HLA allele underrepresented in benchmark
CNV0_00094	True	high	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim
CNV0_00095	True	high	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; High disagreement across predictors	High leakage risk invalidates clean benchmark claim
CNV0_00095	True	high	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; High disagreement across predictors	High disagreement across predictors
CNV0_00096	True	high	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; High disagreement across predictors	High leakage risk invalidates clean benchmark claim
CNV0_00096	True	high	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; High disagreement across predictors	High disagreement across predictors
CNV0_00097	True	high	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; HLA allele underrepresented in benchmark	High leakage risk invalidates clean benchmark claim
CNV0_00097	True	high	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim; HLA allele underrepresented in benchmark	HLA allele underrepresented in benchmark
CNV0_00098	True	high	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim	High leakage risk invalidates clean benchmark claim
