source	target	relation
algorithm_code	CROSS-Neo_Darwin_RL	available_to_search
math_operations	CROSS-Neo_Darwin_RL	available_to_search
validation_tasks	CROSS-Neo_Darwin_RL	available_to_search
program_tree_gene	CROSS-Neo_Darwin_RL	available_to_search
loss_function_gene	CROSS-Neo_Darwin_RL	available_to_search
optimizer_gene	CROSS-Neo_Darwin_RL	available_to_search
regularizer_gene	CROSS-Neo_Darwin_RL	available_to_search
compute_budget_cap	CROSS-Neo_Darwin_RL	available_to_search
invalid_program_rejection	CROSS-Neo_Darwin_RL	available_to_search
complexity_penalty	CROSS-Neo_Darwin_RL	available_to_search
NAS_RL	CROSS-Neo_Darwin_RL	contributes_primitives
NAS_RL	RNN_controller_generates_architecture	has_core_primitive
NAS_RL	validation_reward	has_core_primitive
NAS_RL	policy_gradient_search	has_core_primitive
NAS_RL	architecture_tokenization	has_preprocessing_primitive
NAS_RL	child_model_training_budget	has_preprocessing_primitive
NAS_RL	reward_normalization	has_preprocessing_primitive
NAS_RL	architecture_tokens	has_modality
NAS_RL	validation_metric	has_modality
NAS_RL	training_trace	has_modality
NAS_RL	RL_controller_action	has_search_gene
NAS_RL	mutation_policy_learning	has_search_gene
NAS_RL	reward_shaping	has_search_gene
NAS_RL	validation_overfit_guard	has_risk_guard
NAS_RL	early_stop_fidelity_check	has_risk_guard
RNN_controller_generates_architecture	CROSS-Neo_Darwin_RL	available_to_search
validation_reward	CROSS-Neo_Darwin_RL	available_to_search
policy_gradient_search	CROSS-Neo_Darwin_RL	available_to_search
architecture_tokenization	CROSS-Neo_Darwin_RL	available_to_search
child_model_training_budget	CROSS-Neo_Darwin_RL	available_to_search
reward_normalization	CROSS-Neo_Darwin_RL	available_to_search
architecture_tokens	CROSS-Neo_Darwin_RL	available_to_search
validation_metric	CROSS-Neo_Darwin_RL	available_to_search
training_trace	CROSS-Neo_Darwin_RL	available_to_search
RL_controller_action	CROSS-Neo_Darwin_RL	available_to_search
mutation_policy_learning	CROSS-Neo_Darwin_RL	available_to_search
reward_shaping	CROSS-Neo_Darwin_RL	available_to_search
validation_overfit_guard	CROSS-Neo_Darwin_RL	available_to_search
early_stop_fidelity_check	CROSS-Neo_Darwin_RL	available_to_search
Regularized_Evolution	CROSS-Neo_Darwin_RL	contributes_primitives
Regularized_Evolution	aging_evolution	has_core_primitive
Regularized_Evolution	tournament_selection	has_core_primitive
Regularized_Evolution	architecture_mutation	has_core_primitive
Regularized_Evolution	limited_compute_efficiency	has_core_primitive
Regularized_Evolution	population_initialization	has_preprocessing_primitive
Regularized_Evolution	age_tracking	has_preprocessing_primitive
Regularized_Evolution	fitness_cache	has_preprocessing_primitive
Regularized_Evolution	genotype	has_modality
Regularized_Evolution	fitness_metric	has_modality
Regularized_Evolution	age_metadata	has_modality
Regularized_Evolution	aging_selection	has_search_gene
Regularized_Evolution	diversity_preserving_mutation	has_search_gene
Regularized_Evolution	fitness_cache_reuse	has_search_gene
Regularized_Evolution	random_search_baseline	has_risk_guard
Regularized_Evolution	search_cost_reporting	has_risk_guard
aging_evolution	CROSS-Neo_Darwin_RL	available_to_search
tournament_selection	CROSS-Neo_Darwin_RL	available_to_search
architecture_mutation	CROSS-Neo_Darwin_RL	available_to_search
limited_compute_efficiency	CROSS-Neo_Darwin_RL	available_to_search
population_initialization	CROSS-Neo_Darwin_RL	available_to_search
age_tracking	CROSS-Neo_Darwin_RL	available_to_search
fitness_cache	CROSS-Neo_Darwin_RL	available_to_search
genotype	CROSS-Neo_Darwin_RL	available_to_search
fitness_metric	CROSS-Neo_Darwin_RL	available_to_search
age_metadata	CROSS-Neo_Darwin_RL	available_to_search
aging_selection	CROSS-Neo_Darwin_RL	available_to_search
diversity_preserving_mutation	CROSS-Neo_Darwin_RL	available_to_search
fitness_cache_reuse	CROSS-Neo_Darwin_RL	available_to_search
random_search_baseline	CROSS-Neo_Darwin_RL	constrains
search_cost_reporting	CROSS-Neo_Darwin_RL	available_to_search
Deep_Distilling	CROSS-Neo_Darwin_RL	contributes_primitives
Deep_Distilling	distill_neural_solution_to_code	has_core_primitive
Deep_Distilling	symbolic_essence_network	has_core_primitive
Deep_Distilling	human_comprehensible_algorithm	has_core_primitive
Deep_Distilling	task_trace_generation	has_preprocessing_primitive
Deep_Distilling	symbolic_program_extraction	has_preprocessing_primitive
Deep_Distilling	OOD_generalization_test	has_preprocessing_primitive
Deep_Distilling	training_data	has_modality
Deep_Distilling	neural_parameters	has_modality
Deep_Distilling	distilled_code	has_modality
Deep_Distilling	OOD_task_suite	has_modality
Deep_Distilling	distill_to_interpretable_rule	has_search_gene
Deep_Distilling	posthoc_code_simplification	has_search_gene
Deep_Distilling	OOD_reward	has_search_gene
Deep_Distilling	equivalence_test	has_risk_guard
Deep_Distilling	overcompression_failure_check	has_risk_guard
distill_neural_solution_to_code	CROSS-Neo_Darwin_RL	available_to_search
symbolic_essence_network	CROSS-Neo_Darwin_RL	available_to_search
human_comprehensible_algorithm	CROSS-Neo_Darwin_RL	available_to_search
task_trace_generation	CROSS-Neo_Darwin_RL	available_to_search
symbolic_program_extraction	CROSS-Neo_Darwin_RL	available_to_search
OOD_generalization_test	CROSS-Neo_Darwin_RL	available_to_search
training_data	CROSS-Neo_Darwin_RL	available_to_search
neural_parameters	CROSS-Neo_Darwin_RL	available_to_search
distilled_code	CROSS-Neo_Darwin_RL	available_to_search
OOD_task_suite	CROSS-Neo_Darwin_RL	available_to_search
distill_to_interpretable_rule	CROSS-Neo_Darwin_RL	available_to_search
posthoc_code_simplification	CROSS-Neo_Darwin_RL	available_to_search
OOD_reward	CROSS-Neo_Darwin_RL	available_to_search
equivalence_test	CROSS-Neo_Darwin_RL	available_to_search
overcompression_failure_check	CROSS-Neo_Darwin_RL	available_to_search
choose_label_confidence_model	binary	has_choice
choose_label_confidence_model	beta_binomial	has_choice
choose_label_confidence_model	assay_weighted	has_choice
choose_label_confidence_model	patient_weighted	has_choice
choose_split_policy	source_holdout	has_choice
choose_split_policy	patient_holdout	has_choice
choose_split_policy	HLA_holdout	has_choice
choose_split_policy	peptide_cluster_holdout	has_choice
choose_split_policy	low_leakage_holdout	has_choice
activate_modality_branches	sequence	has_choice
activate_modality_branches	HLA	has_choice
activate_modality_branches	MS_EL	has_choice
activate_modality_branches	RNA_expression	has_choice
activate_modality_branches	TCR	has_choice
activate_modality_branches	structure	has_choice
activate_modality_branches	biochemistry	has_choice
activate_modality_branches	gene_context	has_choice
activate_modality_branches	assay_metadata	has_choice
choose_encoder_family	tabular_GBDT	has_choice
choose_encoder_family	small_CNN	has_choice
choose_encoder_family	LSTM	has_choice
choose_encoder_family	transformer	has_choice
choose_encoder_family	protein_LM_embedding	has_choice
choose_encoder_family	structure_GNN	has_choice
choose_encoder_family	late_fusion_MLP	has_choice
choose_fusion_rule	weighted_sum	has_choice
choose_fusion_rule	mixture_of_experts	has_choice
choose_fusion_rule	late_attention	has_choice
choose_fusion_rule	rank_aggregation	has_choice
choose_fusion_rule	claim_safe_cap	has_choice
choose_fusion_rule	Pareto_front	has_choice
choose_search_operator	aging_evolution	has_choice
choose_search_operator	mutation	has_choice
choose_search_operator	cross_over	has_choice
choose_search_operator	RL_policy_mutation	has_choice
choose_search_operator	Bayesian_local_search	has_choice
choose_search_operator	random_baseline	has_choice
compose_reward	AUPRC	has_choice
compose_reward	source_balanced_AUPRC	has_choice
compose_reward	low_leakage_AUPRC	has_choice
compose_reward	top96_precision	has_choice
compose_reward	wetlab_hit_yield	has_choice
compose_reward	complexity_penalty	has_choice
compose_reward	novelty_bonus	has_choice
allocate_96_well_arms	clean_discovery	has_choice
allocate_96_well_arms	TCR_MD_mechanism	has_choice
allocate_96_well_arms	label_rescue	has_choice
allocate_96_well_arms	specificity_moat	has_choice
allocate_96_well_arms	positive_QC	has_choice
allocate_96_well_arms	model_boundary	has_choice
public_secret_boundary	CROSS-Neo_Darwin_RL	constrains
source_leakage_guard	CROSS-Neo_Darwin_RL	constrains
sparse_proxy_guard	CROSS-Neo_Darwin_RL	constrains
single_concept_cap	CROSS-Neo_Darwin_RL	constrains
locked_wetlab_validation	CROSS-Neo_Darwin_RL	constrains
modality_missingness_audit	CROSS-Neo_Darwin_RL	constrains
complexity_budget	CROSS-Neo_Darwin_RL	constrains
