benchmark_family	dataset	algorithm	score_col	claim_status	locally_evaluated	diagnostic_after_failure	notes	n	n_pos	n_neg	positive_rate	binary_metric_possible	low_power	AUPRC	AUROC	top5_precision	top5_hits	top10_precision	top10_hits	top20_precision	top20_hits	top50_precision	top50_hits	top96_precision	top96_hits	training_overlap_fraction	overlap_warning	top24_precision	top24_hits
wave11_public_external	neodb	PRIME	score_prime	local_prediction_file	True	False		551	551	0	1.0	False	True			1.0	5	1.0	10	1.0	20.0	1.0	50.0	1.0	96	0.0236	False		
wave11_public_external	nepdb	PRIME	score_prime	local_prediction_file	True	False		609	263	346	0.4318555008210181	True	False	0.5622634149813797	0.6197828523703818	0.8	4	0.8	8	0.7	14.0	0.54	27.0	0.5520833333333334	53	0.0	False		
wave11_public_external	tesla_mmc4	PRIME	score_prime	local_prediction_file	True	False		605	37	568	0.06115702479338843	True	False	0.1937347677824867	0.8054339550818425	0.2	1	0.2	2	0.2	4.0	0.16	8.0	0.1875	18	0.0	False		
wave11_public_external	tesla_mmc7	PRIME	score_prime	local_prediction_file	True	False		310	4	306	0.012903225806451613	True	True	0.2222222222222222	0.9011437908496731	0.2	1	0.2	2	0.1	2.0	0.06	3.0	0.041666666666666664	4	0.0	False		
wave11_public_external	cedar_partial	RF_biophys	score_rf_biophys	local_prediction_file	True	False		909	851	58	0.9361936193619362	True	False	0.9967463390166009	0.9555289922606264	1.0	5	1.0	10	1.0	20.0	1.0	50.0	1.0	96	1.0	True		
wave11_public_external	dbpepneo2_mhci	RF_biophys	score_rf_biophys	local_prediction_file	True	False		467	467	0	1.0	False	True			1.0	5	1.0	10	1.0	20.0	1.0	50.0	1.0	96	0.3041	True		
wave11_public_external	itsndb	RF_biophys	score_rf_biophys	local_prediction_file	True	False		319	136	183	0.4263322884012539	True	False	0.650114588809391	0.7531340405014465	0.8	4	0.7	7	0.75	15.0	0.7	35.0	0.65625	63	0.5768	True		
wave11_public_external	mcpas	RF_biophys	score_rf_biophys	local_prediction_file	True	False		82	82	0	1.0	False	True			1.0	5	1.0	10	1.0	20.0	1.0	50.0	1.0	82	0.0	False		
wave11_public_external	neodb	RF_biophys	score_rf_biophys	local_prediction_file	True	False		552	552	0	1.0	False	True			1.0	5	1.0	10	1.0	20.0	1.0	50.0	1.0	96	0.1268	False		
wave11_public_external	nepdb	RF_biophys	score_rf_biophys	local_prediction_file	True	False		572	151	421	0.263986013986014	True	False	0.929962490634546	0.9731166726966699	1.0	5	1.0	10	1.0	20.0	1.0	50.0	0.9375	90	1.0	True		
wave11_public_external	tesla_mmc4	RF_biophys	score_rf_biophys	local_prediction_file	True	False		605	37	568	0.06115702479338843	True	False	0.36411644847607555	0.8839455652835935	0.4	2	0.5	5	0.45	9.0	0.38	19.0	0.2604166666666667	25	1.0	True		
wave11_public_external	tesla_mmc7	RF_biophys	score_rf_biophys	local_prediction_file	True	False		310	4	306	0.012903225806451613	True	True	0.3137254901960784	0.9477124183006536	0.4	2	0.2	2	0.15	3.0	0.06	3.0	0.041666666666666664	4	1.0	True		
wave11_public_external	itsndb	Structure_LR	score_structure_lr	local_prediction_file	True	False		311	130	181	0.4180064308681672	True	False	0.6181887675549442	0.6893752656183595	1.0	5	0.9	9	0.85	17.0	0.62	31.0	0.59375	57	0.5768	True		
wave11_public_external	cedar_partial	TransPHLA	score_transphla	local_prediction_file	True	False		736	678	58	0.9211956521739131	True	False	0.9647843794439517	0.7281049740616417	0.6	3	0.8	8	0.9	18.0	0.92	46.0	0.9479166666666666	91	0.0011	False		
wave11_public_external	dbpepneo2_mhci	TransPHLA	score_transphla	local_prediction_file	True	False		457	457	0	1.0	False	True			1.0	5	1.0	10	1.0	20.0	1.0	50.0	1.0	96	0.0043	False		
wave11_public_external	itsndb	TransPHLA	score_transphla	local_prediction_file	True	False		318	135	183	0.42452830188679247	True	False	0.49778991127268285	0.5797004654928152	0.6	3	0.6	6	0.65	13.0	0.66	33.0	0.6041666666666666	58	0.0063	False		
wave11_public_external	mcpas	TransPHLA	score_transphla	local_prediction_file	True	False		65	65	0	1.0	False	True			1.0	5	1.0	10	1.0	20.0	1.0	50.0	1.0	65	0.7439	True		
wave11_public_external	neodb	TransPHLA	score_transphla	local_prediction_file	True	False		534	534	0	1.0	False	True			1.0	5	1.0	10	1.0	20.0	1.0	50.0	1.0	96	0.0236	False		
wave11_public_external	nepdb	TransPHLA	score_transphla	local_prediction_file	True	False		562	150	412	0.2669039145907473	True	False	0.4090465772055377	0.6940614886731392	0.0	0	0.0	0	0.0	0.0	0.58	29.0	0.5625	54	0.0	False		
wave11_public_external	tesla_mmc4	TransPHLA	score_transphla	local_prediction_file	True	False		605	37	568	0.06115702479338843	True	False	0.11320004705178818	0.7220688998858014	0.0	0	0.0	0	0.05	1.0	0.12	6.0	0.10416666666666667	10	0.0	False		
wave11_public_external	tesla_mmc7	TransPHLA	score_transphla	local_prediction_file	True	False		310	4	306	0.012903225806451613	True	True	0.0362109542148053	0.8149509803921569	0.0	0	0.0	0	0.0	0.0	0.02	1.0	0.03125	3	0.0	False		
wave11_public_external	itsndb	VQC	score_vqc	local_prediction_file	True	False		319	136	183	0.4263322884012539	True	False	0.5072962947987232	0.5985213757634201	0.2	1	0.5	5	0.7	14.0	0.56	28.0	0.5	48		False		
wave11_public_external	cedar_partial	BioDarwin_public_anchor_noEL_v4	biodarwin_public_anchor_noEL_v4_score	diagnostic_public_anchor_noEL	True	True	Derived from mode-bank public-anchor concept; no industrial labels used here, but mode selected after TG4050 failure.	898	840	58	0.9354120267260579	True	False	0.9547906018314036	0.5416666666666665	1.0	5	1.0	10	1.0	20.0	1.0	50.0	0.9895833333333334	95		False		
wave11_public_external	dbpepneo2_mhci	BioDarwin_public_anchor_noEL_v4	biodarwin_public_anchor_noEL_v4_score	diagnostic_public_anchor_noEL	True	True	Derived from mode-bank public-anchor concept; no industrial labels used here, but mode selected after TG4050 failure.	467	467	0	1.0	False	True			1.0	5	1.0	10	1.0	20.0	1.0	50.0	1.0	96		False		
wave11_public_external	itsndb	BioDarwin_public_anchor_noEL_v4	biodarwin_public_anchor_noEL_v4_score	diagnostic_public_anchor_noEL	True	True	Derived from mode-bank public-anchor concept; no industrial labels used here, but mode selected after TG4050 failure.	319	136	183	0.4263322884012539	True	False	0.6310974472062797	0.7449774991963999	0.4	2	0.5	5	0.6	12.0	0.72	36.0	0.6770833333333334	65		False		
wave11_public_external	mcpas	BioDarwin_public_anchor_noEL_v4	biodarwin_public_anchor_noEL_v4_score	diagnostic_public_anchor_noEL	True	True	Derived from mode-bank public-anchor concept; no industrial labels used here, but mode selected after TG4050 failure.	82	82	0	1.0	False	True			1.0	5	1.0	10	1.0	20.0	1.0	50.0	1.0	82		False		
wave11_public_external	neodb	BioDarwin_public_anchor_noEL_v4	biodarwin_public_anchor_noEL_v4_score	diagnostic_public_anchor_noEL	True	True	Derived from mode-bank public-anchor concept; no industrial labels used here, but mode selected after TG4050 failure.	552	552	0	1.0	False	True			1.0	5	1.0	10	1.0	20.0	1.0	50.0	1.0	96		False		
wave11_public_external	nepdb	BioDarwin_public_anchor_noEL_v4	biodarwin_public_anchor_noEL_v4_score	diagnostic_public_anchor_noEL	True	True	Derived from mode-bank public-anchor concept; no industrial labels used here, but mode selected after TG4050 failure.	498	151	347	0.3032128514056225	True	False	0.770292914054583	0.8659083535316907	1.0	5	0.9	9	0.95	19.0	0.9	45.0	0.8020833333333334	77		False		
wave11_public_external	tesla_mmc4	BioDarwin_public_anchor_noEL_v4	biodarwin_public_anchor_noEL_v4_score	diagnostic_public_anchor_noEL	True	True	Derived from mode-bank public-anchor concept; no industrial labels used here, but mode selected after TG4050 failure.	605	37	568	0.06115702479338843	True	False	0.29701972467306254	0.8657689379520366	0.4	2	0.4	4	0.4	8.0	0.32	16.0	0.21875	21		False		
wave11_public_external	tesla_mmc7	BioDarwin_public_anchor_noEL_v4	biodarwin_public_anchor_noEL_v4_score	diagnostic_public_anchor_noEL	True	True	Derived from mode-bank public-anchor concept; no industrial labels used here, but mode selected after TG4050 failure.	310	4	306	0.012903225806451613	True	True	0.5700757575757576	0.991830065359477	0.6	3	0.3	3	0.2	4.0	0.08	4.0	0.041666666666666664	4		False		
biodarwin_mode_bank	academic_validation_like	BigMHC_IM	reported	clean_comparator	True	False	Mode-bank v4; industrial win diagnostic until frozen before new data.	430	11	419	0.0255813953488372	True	False	0.3337050077519977	0.8277283575612931	0.6	3	0.4	4					0.09375	9		False	0.25	6.0
biodarwin_mode_bank	academic_validation_like	CROSS_claimsafe	reported	clean_comparator	True	False	Mode-bank v4; industrial win diagnostic until frozen before new data.	430	11	419	0.0255813953488372	True	False	0.846480282703193	0.991972228249078	1.0	5	0.8	8					0.1145833333333333	11		False	0.4166666666666667	10.0
biodarwin_mode_bank	academic_validation_like	BioDarwin_PanVax_v2	reported	clean_prefreeze_model	True	False	Mode-bank v4; industrial win diagnostic until frozen before new data.	430	11	419	0.0255813953488372	True	False	0.8863066757803602	0.97244521588197	1.0	5	0.9	9					0.1041666666666666	10		False	0.4166666666666667	10.0
biodarwin_mode_bank	academic_validation_like	BioDarwin_mode_bank_v4	reported	gated_full_discovery	True	False	Mode-bank v4; industrial win diagnostic until frozen before new data.	430	11	419	0.0255813953488372	True	False	0.8863066757803602	0.97244521588197	1.0	5	0.9	9					0.1041666666666666	10		False	0.4166666666666667	10.0
biodarwin_mode_bank	industrial_locked_v0	BigMHC_IM	reported	clean_comparator	True	False	Mode-bank v4; industrial win diagnostic until frozen before new data.	25	9	16	0.36	True	True	0.5781211163564105	0.6111111111111112	0.8	4	0.4	4					0.36	9		False	0.375	9.0
biodarwin_mode_bank	industrial_locked_v0	GA_public_feature_adapter	reported	clean_comparator	True	False	Mode-bank v4; industrial win diagnostic until frozen before new data.	25	9	16	0.36	True	True	0.5153963210229195	0.5902777777777778	0.6	3	0.4	4					0.36	9		False	0.375	9.0
biodarwin_mode_bank	industrial_locked_v0	BioDarwin_PanVax_v2	reported	clean_prefreeze_model	True	False	Mode-bank v4; industrial win diagnostic until frozen before new data.	25	9	16	0.36	True	True	0.4943223443223443	0.5416666666666666	0.6	3	0.4	4					0.36	9		False	0.375	9.0
biodarwin_mode_bank	industrial_locked_v0	BioDarwin_public_anchor_v3	reported	diagnostic_selected_after_failure	True	True	Mode-bank v4; industrial win diagnostic until frozen before new data.	25	9	16	0.36	True	True	0.6279786662139604	0.638888888888889	0.8	4	0.5	5					0.36	9		False	0.375	9.0
biodarwin_mode_bank	industrial_locked_v0	BioDarwin_mode_bank_v4	reported	diagnostic_mode_bank	True	True	Mode-bank v4; industrial win diagnostic until frozen before new data.	25	9	16	0.36	True	True	0.6279786662139604	0.638888888888889	0.8	4	0.5	5					0.36	9		False	0.375	9.0
