gene	log2FC_tcga	cohens_d_tcga	fdr_tcga	replication_rate	novelty_score
BATF3	0.8375334377156886	1.354472006702763	7.126376561338324e-41	1	54.37816540457325
PEA15	0.45115725243883453	1.2842614769585101	7.727079264586137e-22	2	54.22661713190446
ANKLE2	0.5994069029375719	1.8280039716368222	3.0526522845550164e-30	1	53.95412704961333
METTL7A	-0.750509745065866	-1.2615367741450598	4.919875020744706e-22	2	53.76176705033646
GPAM	-1.5533125582467937	-1.763981906568522	4.697278185136717e-31	1	53.49831441993882
YBX3	0.8726510741197657	1.7561879541547698	4.691511728648457e-31	1	53.262875114750805
ALDH1A1	-1.2535346350813485	-1.0694645294815832	1.363912906190092e-25	2	53.18492741523668
YIPF1	-0.7585199505157894	-1.4845032498069248	1.293915620635945e-18	2	53.109867482744875
PRICKLE1	1.5841529275772666	1.7727206792135215	1.4757504143537945e-30	1	52.882007689001036
SCARB1	-0.9546109512090419	-1.5489854698279373	8.551647058184355e-35	1	52.77075989547955
VASP	0.5701431896854983	1.376272933723978	7.373899460469656e-20	2	52.66254097410205
ZNF431	1.0999867685853832	1.5699753589526224	3.8816225091557525e-34	1	52.45442584102135
FAP	1.4081271235749089	1.1959479849978583	2.0199294312994466e-44	1	52.25654513023262
CD151	0.8366310806446897	1.3719393238450521	1.116919581314468e-19	2	52.001928026762776
IFI16	0.9453423956186455	1.2304232893382805	7.450130754806027e-22	2	51.99236319388874
EHF	2.13050445530366	1.513166533265819	4.748454258154302e-35	1	51.93709242827822
IRS1	-1.1656786192764654	-1.174159720840478	9.405800971190242e-23	2	51.72550291290469
IL1RL1	2.813881297417275	1.2567230492634451	8.6928706897271e-42	1	51.602100004284715
CXCL16	0.9880887036212771	1.753538808816798	4.95295273026706e-30	1	51.387692952396975
ZNF430	1.2170780920734336	1.6517108861966583	9.562135592757657e-32	1	51.23515515912422
RAD23B	0.7573008758677409	1.306616001207043	2.6862318197645147e-20	2	51.14318854858848
KLK6	1.2821340062409863	1.0721990310331189	3.107327650887564e-48	1	50.93761657203735
ST8SIA4	0.9516171852432369	1.1920812622766654	4.580952041884191e-22	2	50.8757496221776
ARHGAP23	1.1727195326644084	1.6561294569398892	1.9164096228942434e-31	1	50.8721758991838
MNDA	1.1106837580118292	1.1899303582686247	4.579185773305123e-22	2	50.784351735213725
EPHA2	0.9543973440560514	1.3099729352432288	4.2169380145131373e-20	2	50.76145853121537
CST5	0.8463022753849239	1.0727600010232399	6.880082187766771e-48	1	50.59394310977174
BFSP1	-0.9441747328554593	-1.3953893518008724	8.177338141918672e-19	2	50.477897355085226
SLC6A12	1.3580342361729754	1.6399354803998274	1.6772665639206234e-31	1	50.4696669569114
PARP4	0.9610017155664448	1.3431142982481552	1.6708584758397442e-19	2	50.43947642713274
EMP3	1.1744011851601162	1.347427001293522	2.0147392416562844e-19	2	50.38240067597527
ANPEP	1.1517374510092804	1.0857316688165348	6.60578423217129e-24	2	50.33468436365699
COLEC12	1.5791191819895507	1.3584980772838022	1.1069342322105792e-37	1	50.20448945415164
DVL1	0.5733529255523981	1.2419956043737608	6.323195682918034e-21	2	50.17429585573065
MARCO	2.184595225149683	1.4778385256240993	1.3694590431661005e-34	1	50.04471242714441
S100A2	1.8910608343272415	1.3926111647944381	1.21870880803624e-36	1	50.01437670325588
NOD2	0.7242408615161855	1.0799840458561225	7.073703903989559e-24	2	50.004024057855105
CDC42EP5	1.3978590042716048	1.731017664704973	1.4745042725981407e-29	1	49.907583010217145
CD52	1.5245059598817425	1.2146326423123623	3.311603878829625e-21	2	49.751259787588204
STRA6	2.779179616272926	1.6752242185675545	2.1357353465507233e-30	1	49.70466071221777
KANK2	0.7932771545187798	1.6432648554100369	6.0031701716620565e-31	1	49.6621249441037
FGFBP1	1.8029129021539871	1.1682623877864873	3.300693278826925e-43	1	49.629415761961596
FAXC	1.534728617041747	1.7414486129432498	3.5192579923329066e-29	1	49.55039325550236
RIPK2	0.575545027638547	1.544833599528021	1.0823298044375197e-32	1	49.38159529268584
SPR	-0.6427916656769526	-1.270384791004237	3.904407738581047e-20	2	49.31238627116698
KCNAB1	-2.5335255151140164	-1.5612029205797342	2.6330095973289367e-32	1	49.30208187795852
HPSE	1.2675041374037863	1.5804496034720779	1.03953802446515e-31	1	48.96732233624173
UPP1	1.3687180136416197	1.547040206787476	2.276283417963342e-32	1	48.95264311449845
FAM43A	1.4646855857016767	1.5579173504574892	4.786341448413688e-32	1	48.79396568768347
NFKBIE	0.6876554911376309	1.1723577718947829	1.8202058110551392e-21	2	48.62911784810828
PSTPIP2	0.9540531634651841	1.4298643812246836	1.1530739237825853e-34	1	48.52694162486213
IQGAP1	0.7455994055200303	1.2848852771517667	1.4605911765783648e-19	2	48.40283959321285
THBS2	1.6933217822688675	1.0099831651528082	1.3170155280763368e-24	2	48.23762234506081
CAMK2N1	2.391899837120145	1.7025096201890793	5.526237503146741e-29	1	48.10878554141952
NFE2L3	2.250955376163548	1.632697425510932	4.052335142947418e-30	1	47.98872379525355
CFB	0.9629869973984815	1.3055667255949692	2.0430446968465874e-37	1	47.900880386808545
SH3BP2	0.8531441697317783	1.5605763825328007	2.2242525306620114e-31	1	47.8360605620238
SLC25A42	-0.9216330603208585	-1.4429948148999785	9.914011632672406e-34	1	47.624240953201145
NXN	1.436287936927223	1.6817546396260408	5.658552304208204e-29	1	47.505018860427704
RSAD2	0.9221433190173944	1.0576775474723086	3.7328172083168825e-23	2	47.44310638605808
ANXA3	1.95412385909711	1.9416455606989562	3.680273708122034e-25	1	47.442400396368726
BDH1	-0.7251961038541266	-1.2660300658238761	2.1109049217713128e-19	2	47.28756831171938
LRG1	1.9914768804293517	1.6203847637729034	7.618329744966596e-30	1	47.18259078401664
BACH2	1.0229516528174354	1.3686649841686072	3.53753138980101e-35	1	47.15228755547445
PFKFB2	-1.194416743950339	-1.3557770536290625	4.707875526647888e-18	2	46.98357261478097
CARD11	1.71839656864517	1.4171175495137063	7.363993637692249e-34	1	46.95319506037109
ARHGAP10	0.748641162864462	1.5633504383560843	1.3274789686085897e-30	1	46.70817782132257
TSC22D1	1.4182017358543568	1.2393338391332416	1.6926717696389158e-19	2	46.52812999676244
TFAP2C	1.3978648912822818	1.7096439984962368	8.220573579610095e-28	1	46.30587503765523
ACOT7	0.8893073562650811	1.6839873740905174	3.3506793012224255e-28	1	46.267329363829774
ABCC8	-2.3878153091603194	-1.6912710992128797	4.770566479814714e-28	1	46.20794502884114
CIITA	1.3069870001506696	1.1294283665871832	4.080692073604056e-21	2	46.05643118517575
ITGB2	1.46004261477007	1.1914130709328377	5.849935150256119e-20	2	45.828535256524816
ACOT11	-0.9461785916988372	-1.3884708968647357	3.256729083380576e-17	2	45.78404574696389
CSF2RB	1.1676829030682603	1.1088181175064473	2.2788212372796113e-21	2	45.77708970510879
SLC20A1	0.9076352953879434	1.2853434595934219	2.9516084654044186e-36	1	45.668177608948604
SNCG	1.1811306946458089	1.0120810547421362	2.88815896884984e-23	2	45.6233567532138
FAM155B	-2.136133325085838	-1.3153638522087436	2.742950608823554e-35	1	45.46131872714254
MAPKAPK3	0.504587649261981	1.1240110045184	6.7172921639150714e-21	2	45.348911336902304
TNFRSF1A	0.6126946150712103	1.3796753334836633	3.6907270175408655e-17	2	45.344100672580545
CDC42BPG	0.8889810738467725	1.610427255335813	8.118664010620739e-29	1	45.23773166718668
ITGA2	1.8689737668586641	1.4565390831599583	8.780152779108392e-32	1	45.23500301687415
PTK2B	0.8775342005520166	1.2490783931203124	8.150667099729985e-19	2	45.18867557365068
IFIT5	1.0476289011704711	1.6961339565863232	2.5962414622135074e-27	1	45.09283206559095
CLEC10A	1.0706306322498498	1.0449613842889285	2.8330952792908313e-22	2	45.03310997036422
COMP	2.852947479422589	1.4194282733931731	1.902675225086486e-32	1	45.02516664701085
SLC26A7	-2.2685488658848287	-1.238143821372727	5.025690414014694e-37	1	44.94314022734279
CD207	1.6873056642081221	1.1844272974517385	1.1768865952623673e-38	1	44.92445729278883
ARHGAP24	-1.5976950537935801	-1.5012537804178914	1.4352027695207327e-30	1	44.802046782116484
STAT2	0.513657918596123	1.2315153468924986	7.147405528521809e-19	2	44.693789397191765
SCARA3	2.400862804778904	1.7758168974637223	8.086550957158946e-26	1	44.55921787803055
G0S2	1.8040820726870095	1.2005554397447908	3.0188129457000594e-19	2	44.46896678116187
MAP3K5	1.3352231608134861	1.671096426719031	3.0294230138125036e-27	1	44.315204678593865
PPT1	0.46809659096711087	1.3751352982021232	9.064379292088344e-17	2	44.12166139424465
FAS	0.8872283870181876	1.2102915882392575	6.826891781361655e-19	2	43.9717741489594
MRC1	1.6928539487581742	1.3919991534285383	3.0322609571637547e-32	1	43.87335424646592
PDZK1IP1	2.4365848333829545	1.2108705234838937	8.61680476439157e-19	2	43.74791347834139
ZMAT4	-2.4047558825507265	-1.5890183543996863	3.4204979153209737e-28	1	43.64383617481668
MISP	1.9887083544115476	1.474194780167476	2.8058495773097668e-30	1	43.56530922803875
PRSS22	1.3755103296890527	1.6986535125259525	2.3996617136966515e-26	1	43.519248154754706
EPPK1	1.6442307152722462	1.5206435879848512	3.0690619895721975e-29	1	43.358102016618936
ITGAM	1.1389783007610217	1.1319239733638649	9.393617874612376e-20	2	43.0746131953091
IRF5	0.9483397484225016	1.5592786111149777	2.435777220171909e-28	1	43.05692542655633
SNTA1	-1.1536609814172323	-1.6287342536925047	4.188807652071687e-27	1	42.96260487662247
MPC1	-0.7127876418912047	-1.40381272623373	5.827447504483084e-16	2	42.77283068470513
TUBA1A	0.8506055105194337	1.2246700043041698	4.032220225059461e-18	2	42.604936411983964
GALE	1.3943215680992047	1.3707292481234306	2.991666848084111e-16	2	42.55863957519685
DHRS3	1.2910177526275053	1.2684008938658862	1.7206651420072315e-17	2	42.52771544234187
TFCP2L1	-1.8023903258439544	-1.1483154691930868	3.0437894526482956e-19	2	42.52576288503129
SLC39A14	-0.9469783943839563	-1.226625512317092	4.7178893771879055e-18	2	42.50564607669881
VASN	1.3211846251907353	1.674275728867347	5.0355236608889037e-26	1	42.35575264759551
SLC43A1	-1.1432235810248228	-1.3507211274680067	2.141144811042481e-16	2	42.329854893140634
EREG	1.1445368246703769	1.0089635434785784	1.1703191915251974e-42	1	42.30755225041153
SERTAD2	0.8168099568843994	1.6646262027350118	3.9391852152200503e-26	1	42.289152174338575
NOL3	-0.5683311402323019	-1.2103732472730089	3.500790831525188e-18	2	42.25614857050487
EBF4	-2.131123428179642	-1.6268025702219029	1.1498921507652689e-26	1	42.19818968419248
ELK3	0.6789863774489673	1.2264922682367823	6.974562081385618e-18	2	42.08458763582546
HSPB11	-0.6755463004864781	-1.3027691933429923	7.191942164892838e-17	2	42.06160694378865
IL17RD	1.5339678870481555	1.6248417806374675	1.443872424235631e-26	1	41.98667720118903
LYZ	2.0247597722358184	1.1402362796546135	4.918171805552365e-19	2	41.75133928218946
SULT2B1	1.358785776038135	1.456767534116615	2.6223005321444935e-29	1	41.63633547005229
PRSS2	2.153358441536311	1.1607899970624411	1.6438597653280122e-36	1	41.53786623325463
HMGA1	1.3265834908653513	1.654349817423556	8.063824945146475e-26	1	41.51335916421361
UGT8	-1.2513126070456697	-1.231774580325216	2.0127645982049756e-17	2	41.131926777399784
TACC2	-0.7522595246819268	-1.1733555992559168	3.0204034173060528e-18	2	41.11422777208836
ITGB6	1.405990856336277	1.3807645497450722	1.7545243751383342e-30	1	41.08580983988032
QDPR	-0.6316336689631123	-1.3947259548305233	4.049107528373747e-30	1	40.994678851245816
KLF8	0.9744651023110302	1.6247357146307955	8.712333468724631e-26	1	40.715658498112774
MAPKAPK2	0.3145606964421015	1.2547302613994795	6.255574700597288e-17	2	40.66262774703919
NAB2	1.1698849861697695	1.3390434548377443	6.55908067475134e-16	2	40.661814082551025
BAIAP3	1.9131915817557696	1.4907665325858355	5.413721383895867e-28	1	40.64799177121037
CNN3	0.7538319880098303	1.6539352932242615	3.024377807202654e-25	1	40.5534414166185
PARVA	0.471334574523671	1.2950381131293693	2.574747112506751e-16	2	40.37738574977282
WIPF1	0.6796529673046932	1.0357260932833285	3.465373052342154e-20	2	40.31097742630342
CTSK	1.1964184150142096	1.0667205093609353	1.3596884897064734e-19	2	40.25069422124244
PRKG1	-1.2765539242545394	-1.2984505283128729	1.1786702969440109e-31	1	40.159266957094836
LEPROT	0.4574536603656698	1.1975693472546218	1.9471199976318474e-17	2	40.02422211187505
ARHGAP22	-1.0429733323159573	-1.5316107682739508	8.620188488273316e-27	1	39.92064319655176
RASA1	0.8780319909477781	1.1289428480814419	2.2639195797289315e-18	2	39.84070696500204
TP63	1.2869697397264797	0.9997814638525937	1.258467034079002e-20	2	39.7916185050888
SRPX2	1.1418491697647564	1.0948830989344427	5.328943548826629e-37	1	39.715087579681665
LTBP3	1.064640393122585	1.6525743766604721	1.1798513401375876e-24	1	39.54308510057774
CDC42EP3	1.2591202412485067	1.361813738178718	9.395128054235057e-30	1	39.5294998773504
PLEKHA4	1.760272024823947	1.6625261683630577	2.0183654340617496e-24	1	39.393557891913666
EMILIN1	1.1516352295236896	0.9995988484482611	2.0320099023267724e-20	2	39.36834934775697
CD1A	1.6317386290403761	1.1198862877698865	7.684083376492477e-36	1	39.32414394559231
SLIT2	1.752728066515536	1.477627654022142	2.4606079735799914e-27	1	39.31813155456504
HIF1A	0.6630045071023423	1.1113644686257143	2.1317552793025553e-18	2	39.2784268561732
SVIL	0.7354454156275283	1.1847287323999582	2.724775658607715e-17	2	39.24927920415425
PMEPA1	0.7249608938779666	1.1246576938332105	3.560596041649904e-18	2	39.24712847167691
HCP5	1.152973495476182	1.1147100321399335	2.600325447119301e-18	2	39.20429006190593
ADCY1	-1.1697352558711724	-1.1702587667207984	1.7914149390567436e-17	2	39.19618794270478
SLC2A3	1.4078567678596405	1.4716544179757332	3.0122428251811833e-27	1	39.02990873259491
MAP4	0.5688887126194828	1.4830971248096654	5.638550777522692e-27	1	38.92956801660184
BMP1	0.7464982382201368	1.300500311044721	1.1166770479144444e-15	2	38.89034964051437
ENTPD2	1.4274614361875317	1.1234063322931063	2.679041673495813e-35	1	38.83842678438493
SLC22A4	0.5374430890520021	1.3262708656806437	6.17610746509137e-30	1	38.73942390952857
SOD3	-1.9502391295019388	-1.5080238030018491	3.2668561912275975e-26	1	38.43329857454603
GRAMD1B	-1.052167106794561	-1.1496935603036487	2.3461297128499614e-17	2	38.23799838608383
NBL1	1.623864253484241	1.386051927147838	2.7747572853338786e-28	1	38.195121094256045
RAP1GAP	-1.2806792712748454	-1.1337587893863945	1.4999264866803415e-17	2	38.148557077435875
OGDHL	-2.0569389320155436	-1.4891635402452608	3.3694537353765586e-26	1	37.93262967720413
ICAM5	2.0977684693116885	1.5983440413414414	1.8899668973963293e-24	1	37.91838807274038
ACTN1	0.949447136742517	1.5590729941198065	5.294678481604074e-25	1	37.848306091801426
EDEM1	0.7273126939393446	1.2388499744237236	6.010320893919951e-16	2	37.713324489683636
MYBPH	1.104383118200154	1.0856702904055933	2.270942951141924e-35	1	37.61173764916204
DCXR	-0.8170041913116695	-1.1651969144420098	8.269528633626567e-17	2	37.478603600751896
GLS	0.8107895560855551	1.335439000402699	8.975491995423497e-29	1	37.45497983635646
ARHGEF38	1.739260192923722	1.2916459795780741	1.044679845884701e-29	1	37.43321381273243
PKM	0.7137557411344382	1.5590272812549355	1.0577348911817137e-24	1	37.378650606290705
RAMP1	1.7316435914171886	1.259438298579022	2.2585718928474153e-30	1	37.33751696820357
KCTD17	1.204293885427285	1.5420964393040857	6.45711266421202e-25	1	37.30325370566024
CCR1	0.9486906406209321	1.0750699844175033	4.745393161256491e-18	2	37.248439551892744
MED15	0.5991926724284982	1.6493743368592944	3.1195212075089825e-23	1	37.120673775335035
PIAS3	0.714436428440278	1.1809251304387842	1.9379490987634405e-16	2	37.11094453219057
ZNF467	-0.7090440809471064	-1.1032675018203966	1.5539800007850184e-17	2	37.08866402974227
VDAC3	-0.5788367018656535	-1.5546483893832035	1.4126856673535174e-24	1	37.078293289695196
CD74	1.2891358909009671	1.0939061835828972	1.1637626657450394e-17	2	37.04871124779812
CDCP1	1.0995465949766912	1.559672369824778	1.8471656391659915e-24	1	37.0164750787666
BIRC3	1.8335017553052646	1.3255539070221785	1.3645106529886492e-28	1	36.936590198857246
ARPC2	0.42234689764447086	1.2406064352359427	1.3195833394124813e-15	2	36.91936366013175
BCO2	-1.0583273591437294	-1.5748479451875783	3.994467540127994e-24	1	36.84914437748306
NCF4	0.9470027638278842	1.0673668038608197	6.1881760012793006e-18	2	36.73542953202897
BTN3A1	0.7207482795117794	1.025303885179647	1.368894970570165e-18	2	36.63129822262752
FAM111A	0.8660555366985934	1.466240271773277	1.0547803708089758e-25	1	36.6220456798445
IL1R1	0.7659344784793465	1.183269009808325	3.390405912297086e-16	2	36.60974751365053
KCTD15	-0.8097930787030805	-1.075486316495826	1.0191190839367438e-17	2	36.54884315242736
LRP1	1.031170084512146	1.5170616222244384	8.154226302309418e-25	1	36.54391674702254
ARMCX3	1.321281122764148	1.1905992333576954	2.0266306155026126e-31	1	36.54333063161153
GPNMB	1.8800982285705663	1.1474218085332233	1.4527001027088124e-16	2	36.34532938981083
TRIM58	-1.5324428439467672	-1.3431585827853056	1.1145144855794945e-27	1	36.202038149657106
