call_rule	called_positive	TP	TN	FP	FN	precision	recall	specificity	FPR	F1	enrichment_over_prevalence	stage1_n	stage2_n	stage3_n	source_tcr_n	paired_tcr_n	tcr_supported_n	baker_supported_n	md_supported_n	class_i_min_len	class_i_max_len	other_min_len	other_max_len	main_dl	ensemble_upper	pmhc	bayes_mean	perturb_prob	bayes_upper	robust_bayes	robust_perturb	robust_main	dropout_sens	perturb_width	min_tcr_evidence	min_paired_tcr	min_cancer_context	max_pathogen_context	tcr_branch	tcr_rescue	tcr_rescue_bayes_upper	min_baker_structural	min_md_structural	min_live_completion
non_culled	22	19	485	3	142	0.8636363636363636	0.11801242236024845	0.9938524590163934	0.006147540983606557	0.20765027322404372	3.481366459627329	332	46	46	33	1	8	1	1	8	11	8	30	0.5069210986726796	0.6433251979743762	0.6155585558823755	0.6144845757148312	0.28334188678057554	0.7377365611485529	0.4807404636188791	0.9458088208069815	0.8133779219222996	0.05838458555700271	0.48328607331045925	2	5	1	1	0.9729764735900723	0.4516411516610389	0.3699642144078289	0.7894641422404209	0.7088704351095367	0.6882587163321351
non_culled	24	20	484	4	141	0.8333333333333334	0.12422360248447205	0.9918032786885246	0.00819672131147541	0.21621621621621623	3.3592132505175982	297	74	48	42	4	13	1	1	8	11	12	15	0.44961400005794816	0.9162561747060163	0.3239870239359463	0.6502985419768468	0.18271901850042704	0.7072621092870046	0.6532876744511	0.7467216086166704	0.9398899155809526	0.2327668694298614	0.1967969773750038	1	1	1	0	0.6630332238915637	0.43936117533637253	0.5449996410840153	0.1475092286381366	0.10288773581249011	0.9508644044803989
non_culled	25	21	484	4	140	0.84	0.13043478260869565	0.9918032786885246	0.00819672131147541	0.22580645161290322	3.386086956521739	330	52	52	35	3	8	1	1	8	10	10	15	0.5761637892581268	0.7420889661551417	0.31821113562134673	0.5938272872439249	0.44826644548075156	0.7313335718603444	0.42621179575684803	0.8750246063401381	0.8503827031834785	0.11654255788693742	0.5776533211099129	2	2	1	5	0.43618758823602394	0.584110117026758	0.7425358415993376	0.1038382215410619	0.3568989973438318	0.09542728758219726
non_culled	27	23	484	4	138	0.8518518518518519	0.14285714285714285	0.9918032786885246	0.00819672131147541	0.24468085106382978	3.433862433862434	259	44	44	25	2	7	0	0	9	12	12	35	0.8040395392192383	0.7972557203130866	0.46019114396342997	0.5859340720114492	0.23514834063947432	0.7422635588595349	0.5162359542597714	0.5725020617587445	0.8260091468089583	0.21619752806773343	0.391746779427641	1	2	2	1	0.7486659866188217	0.5652940082038845	0.658952742901555	0.8605112624408748	0.6268436258363203	0.6949622029123272
non_culled	29	24	483	5	137	0.8275862068965517	0.14906832298136646	0.9897540983606558	0.010245901639344262	0.25263157894736843	3.336046262582994	335	61	61	40	2	8	1	1	9	10	9	25	0.8368412545464055	0.6340300876541894	0.48189676878043824	0.5845604230288441	0.06167355918184147	0.7128138015638257	0.5156378187015818	0.327061775530091	0.7715726639610139	0.06418370882365881	0.6492584444580338	2	3	2	100	0.5164078024059351	0.5354369681915341	0.6932718696118032	0.1573031182786562	0.2346764261722952	0.8923349233204563
non_culled	32	27	483	5	134	0.84375	0.16770186335403728	0.9897540983606558	0.010245901639344262	0.2797927461139897	3.4012034161490683	435	73	73	49	1	8	1	1	8	11	12	25	0.4938665015466233	0.4638031033489747	0.3665785169994775	0.598053275162306	0.6537742784275647	0.7085498728137196	0.5964522349437291	0.542636774480584	0.8746343980604852	0.2468332489302792	0.6840515809278342	2	5	2	100	0.7422771655478992	0.8124057253762911	0.7554440377873052	0.334717790282967	0.2676116192647127	0.366878463018987
non_culled	34	28	482	6	133	0.8235294117647058	0.17391304347826086	0.9877049180327869	0.012295081967213115	0.28717948717948716	3.3196930946291556	361	75	75	54	2	12	1	1	8	11	8	20	0.44729094408182996	0.5873316661435762	0.5735809905807856	0.5234373294590796	0.07946149250173395	0.863664606417915	0.6891965802156423	0.6370308254210806	0.8936301957970577	0.10940332545430022	0.2621023588238688	2	5	1	500	0.383461081299007	0.5133740490401768	0.5015053818427234	0.12412418912163059	0.5685317318921439	0.6204183834396403
non_culled	36	29	481	7	132	0.8055555555555556	0.18012422360248448	0.985655737704918	0.014344262295081968	0.2944162436548224	3.247239475500345	379	86	86	59	6	9	1	1	8	12	8	35	0.3143993504856879	0.6099749608417464	0.7064887786008935	0.675706243062391	0.2277506792963388	0.7018640861491464	0.6559800057605512	0.4643567590676444	0.6777016548594751	0.09850077424513311	0.3874347210880972	1	1	2	500	0.5998376830801353	0.6327387801858056	0.6369508898611276	0.3825345136004669	0.8986884840839156	0.624383852909717
non_culled	37	30	481	7	131	0.8108108108108109	0.18633540372670807	0.985655737704918	0.014344262295081968	0.30303030303030304	3.268423703206312	204	91	91	65	5	9	1	1	8	10	10	30	0.4645588201266398	0.9507935235919651	0.8568960847518645	0.6543902999526467	0.10661138828618387	0.7040581019669143	0.7156645297076014	0.6769482599259941	0.6438926812740544	0.16747535090955054	0.34605482822625894	2	1	1	20	0.6319431211117614	0.7466065765534364	0.34366204045258986	0.3099240567997444	0.5358649172318847	0.4218487214006044
non_culled	38	31	481	7	130	0.8157894736842105	0.19254658385093168	0.985655737704918	0.014344262295081968	0.31155778894472363	3.2884929715593327	278	84	84	56	5	10	1	1	8	12	12	35	0.4117942068514395	0.7707132106126924	0.6238600081318091	0.7412684658794727	0.2693975956645905	0.6998241177473585	0.5723946539360341	0.8745006678175589	0.7833602876497414	0.20855494127197496	0.4453968336838363	2	1	2	0	0.8607127873480838	0.46873047206040847	0.6745277153386978	0.4627540671383478	0.08493143149963407	0.6009051771309791
non_culled	39	32	481	7	129	0.8205128205128205	0.19875776397515527	0.985655737704918	0.014344262295081968	0.31999999999999995	3.3075330466634814	354	89	89	60	5	8	1	1	8	11	8	25	0.3004266792199261	0.7422702031347206	0.8917106664473653	0.6410081941615837	0.8605131620224595	0.859584138835159	0.45662286986990663	0.4040372306583697	0.6516908798394688	0.17212484874788858	0.402418505188753	0	1	2	5	0.7664558661447851	0.7682494369908524	0.4025623283660206	0.41189303157416784	0.44463833233630695	0.14676430451367442
non_culled	40	33	481	7	128	0.825	0.20496894409937888	0.985655737704918	0.014344262295081968	0.32835820895522383	3.325621118012422	335	98	98	67	6	9	1	1	9	11	8	35	0.376210716704776	0.662070392116826	0.6816939969869766	0.6932114627819219	0.9416177471617746	0.7682413537486894	0.4057335762467069	0.8126907963885119	0.6327812841657493	0.1316611459871376	0.6935391682267078	2	1	2	0	0.9132654523859944	0.665326627206144	0.6970618422239138	0.6762370579062621	0.2090437157270531	0.6918242960525013
non_culled	42	34	480	8	127	0.8095238095238095	0.2111801242236025	0.9836065573770492	0.01639344262295082	0.3349753694581281	3.263235729074238	291	98	98	66	6	10	1	1	8	11	9	30	0.3856490616293978	0.7696825532440141	0.8180857383208193	0.5001001323473249	0.25745166197686636	0.7686281757689759	0.5571820118349996	0.43927291690448944	0.6957359780567745	0.26420600450521114	0.43368617644664864	1	1	2	0	0.7404060124640526	0.7061717138075068	0.7268968951785676	0.18901857153667667	0.015757622859143873	0.9703124864942658
non_culled	43	35	480	8	126	0.813953488372093	0.21739130434782608	0.9836065573770492	0.01639344262295082	0.3431372549019608	3.281092012133468	419	102	102	70	3	11	1	1	8	11	12	15	0.36364367451960494	0.48929047140391746	0.8126380298982214	0.7265486892478066	0.15128677942694058	0.8614421597541384	0.7928465069711204	0.7151982397936081	0.6285125578384541	0.09831851748801605	0.6564166664132594	1	3	2	0	0.3925140044058152	0.9794085798531453	0.6918429313116202	0.08320288086659788	0.8589384867995004	0.19267995325976672
non_culled	44	36	480	8	125	0.8181818181818182	0.2236024844720497	0.9836065573770492	0.01639344262295082	0.35121951219512193	3.298136645962733	325	108	108	73	1	9	1	1	8	11	12	25	0.8428486073384969	0.6531022448711705	0.6349086405468913	0.6649599832892884	0.420181691812246	0.6860488855973952	0.6427728609541656	0.49543669942472013	0.6197273450667647	0.2536409783693041	0.4786927642787858	0	5	2	0	0.8451388032987397	0.9106713229856928	0.7045070470226318	0.7658150633144568	0.28511154688059404	0.6199638618649681
non_culled	45	37	480	8	124	0.8222222222222222	0.22981366459627328	0.9836065573770492	0.01639344262295082	0.35922330097087374	3.314423740510697	272	103	103	70	70	11	1	1	8	11	10	15	0.42783630213453305	0.8162812987492325	0.49086468934869865	0.6602174726454497	0.7590946358282024	0.7922206551214852	0.550305209347008	0.5759712592745428	0.6255273528357083	0.1474535044559514	0.6766872812393434	1	0	2	20	0.5045116988836997	0.981856339530254	0.4823657867022517	0.46816908678999186	0.6896868177655052	0.12746193870433123
non_culled	47	39	480	8	122	0.8297872340425532	0.2422360248447205	0.9836065573770492	0.01639344262295082	0.37500000000000006	3.3449187260473106	324	116	116	79	7	10	1	1	9	11	12	35	0.8080640312033779	0.7470511879036303	0.3211741978451297	0.5534005461529725	0.340490423993834	0.6545439812624649	0.6687918475105386	0.555972457460649	0.8562905582015934	0.051322165969835645	0.6438515702554731	1	1	2	0	0.8775801704659141	0.5550947329277796	0.7528378153542612	0.3589970738889483	0.3057996345959018	0.026335166121907155
non_culled	48	40	480	8	121	0.8333333333333334	0.2484472049689441	0.9836065573770492	0.01639344262295082	0.38277511961722493	3.3592132505175982	287	119	119	81	1	9	1	1	8	12	8	30	0.3811997497454052	0.9408282837749808	0.40525082812225866	0.7147374461221567	0.1318749235170961	0.6570752669148172	0.5796134847954967	0.6663459506495721	0.8754419491172551	0.13108104346653518	0.5741886865223765	0	5	2	5	0.6540540448606347	0.8261959604606078	0.32898969839866987	0.5440820453699491	0.34984304199259864	0.86065075177613
non_culled	49	41	480	8	120	0.8367346938775511	0.2546583850931677	0.9836065573770492	0.01639344262295082	0.3904761904761905	3.372924325009507	360	117	117	79	7	9	1	1	8	11	12	35	0.2851621675740347	0.7761463609972112	0.829197949937434	0.7495720250658042	0.25884041741791075	0.6581525266992256	0.3948031996672064	0.677080442291377	0.9420312491752857	0.13823072914313433	0.6160385569553789	1	1	2	100	0.7563760335436809	0.6138215234392383	0.5105934436244877	0.33446417946920287	0.0427018522875558	0.8751277468910721
non_culled	55	45	478	10	116	0.8181818181818182	0.2795031055900621	0.9795081967213115	0.020491803278688523	0.41666666666666663	3.298136645962733	352	136	136	94	3	12	1	1	8	12	12	20	0.42682881388919847	0.6063196475359129	0.694091100698343	0.5128156997065018	0.5526113518168674	0.6403333766288828	0.44833448228908235	0.47612387426748437	0.6230811074386896	0.2516054113674427	0.3970522156421361	0	5	2	500	0.6391404917230268	0.7392883843699509	0.39317207087031536	0.0926761806025202	0.18070715728975761	0.21984612302283937
non_culled	57	46	477	11	115	0.8070175438596491	0.2857142857142857	0.9774590163934426	0.022540983606557378	0.42201834862385323	3.2531328320802	372	139	139	96	8	12	1	1	8	11	8	15	0.3027216930592798	0.7027474082136034	0.32115496762756557	0.6235882111296196	0.4038693123110301	0.6386748874480893	0.6169039367736407	0.527060552777665	0.6134801154940127	0.1270726662904139	0.6320677831208079	2	1	2	20	0.630692869846337	0.6379064588680396	0.5040893442783201	0.7226523754895325	0.8621429635151612	0.010342409785733732
non_culled	62	48	474	14	113	0.7741935483870968	0.2981366459627329	0.9713114754098361	0.028688524590163935	0.430493273542601	3.1208174714486074	397	139	139	96	8	16	1	1	8	11	9	15	0.5845050294748848	0.5254477778438065	0.4638934006095004	0.4419203026452665	0.6327067048476939	0.804867367227603	0.4532391727256607	0.8286198973658736	0.6789609107566912	0.09939219289480898	0.6358302810615559	2	1	2	0	0.8078061757025494	0.4575229557260736	0.5181097324250639	0.44552908424333487	0.8992121982688314	0.7609281935417207
non_culled	72	49	465	23	112	0.6805555555555556	0.30434782608695654	0.9528688524590164	0.0471311475409836	0.4206008583690988	2.7433574879227054	359	161	154	104	6	20	1	1	8	11	9	20	0.2814959079212065	0.8521305233248236	0.7123552308432319	0.37612940883952617	0.7425901691689138	0.7110975074104376	0.5013310338081463	0.5366080639280917	0.5228892695414817	0.11587594935401878	0.23647925108390508	1	2	2	1	0.4081775418249879	0.7581812678454389	0.5309559555106116	0.9139730875650686	0.2012658824253287	0.274485279367058
non_culled	74	51	465	23	110	0.6891891891891891	0.3167701863354037	0.9528688524590164	0.0471311475409836	0.4340425531914894	2.778160147725365	347	149	147	100	100	19	1	1	8	12	8	20	0.6651754765784316	0.6114966942303448	0.5884494355016954	0.6161769476977295	0.3019512497527016	0.8396064565255594	0.5057685445764464	0.8055343778499109	0.5446875613239306	0.1789742729339704	0.2567936117334744	1	0	2	0	0.9848003303571722	0.41001811047384656	0.4938271564417229	0.5160052229315057	0.5613516606305363	0.2640635475833926
non_culled	81	52	459	29	109	0.6419753086419753	0.32298136645962733	0.9405737704918032	0.05942622950819672	0.4297520661157025	2.5878383559542977	376	194	194	134	3	20	1	1	8	12	8	25	0.6502598540540208	0.5577293360475415	0.5238755293620867	0.4677845853597586	0.4535384303803687	0.6797620984393986	0.44343498550520455	0.42897683933214403	0.47290952813078513	0.03660184284257995	0.2665852463564994	1	5	2	0	0.4429946032849126	0.9630438398443406	0.486025783005252	0.29372801629209605	0.7037501887673205	0.40560816637887603
non_culled	85	53	456	32	108	0.6235294117647059	0.32919254658385094	0.9344262295081968	0.06557377049180328	0.4308943089430894	2.5134819145049323	370	213	213	149	15	21	2	2	8	12	9	20	0.8228192053110582	0.5699047862915233	0.6760237666772033	0.39568613248278794	0.8978497946660091	0.8483153467432584	0.49703503737338117	0.6891446915227807	0.450535525385681	0.04699469531741858	0.3075536326423493	1	1	2	1	0.45611417658186953	0.7643405414504454	0.41391713115703344	0.40824664206459027	0.29102396303167927	0.2988251311157305
non_culled	88	54	454	34	107	0.6136363636363636	0.33540372670807456	0.930327868852459	0.06967213114754098	0.43373493975903615	2.4736024844720497	445	166	151	106	2	25	1	1	8	11	9	30	0.6982060574688895	0.45265830769311843	0.86017590108454	0.38058350201833313	0.7052092439071433	0.6106599354349781	0.4954611064328836	0.34248964609166704	0.9365447906183215	0.2964649971053971	0.36470116315212586	0	5	2	0	0.33336704294942565	0.40002977033350173	0.4189510540137018	0.49256781487578516	0.42481059692866036	0.1460054526104295
robust_dl	92	55	451	37	106	0.5978260869565217	0.3416149068322981	0.9241803278688525	0.07581967213114754	0.43478260869565216	2.4098703753713204	390	382	92	2	1	1	1	1	8	12	9	25	0.25931614036501177	0.6623835778447376	0.6527204944528647	0.7399978098146759	0.7328815197389956	0.40894485677092524	0.6816286050748426	0.9462795971959264	0.7201024091125905	0.20689414624854807	0.5797318932517336	20	2	2	0	0.6257515748562901	0.8493503218449355	0.5512669495153959	0.5107542202028404	0.8717389993859073	0.5828449116692487
non_culled	94	57	451	37	104	0.6063829787234043	0.35403726708074534	0.9241803278688525	0.07581967213114754	0.4470588235294118	2.4443636844191885	361	184	157	107	8	15	1	1	8	12	12	20	0.6233525941735936	0.5871586805652763	0.8110046544624834	0.38272709649384257	0.19225762117548495	0.6010100939564342	0.5161978456933451	0.32837335169217724	0.9193779731183336	0.14515978801354135	0.6117940188877388	0	1	2	1	0.9154668630541123	0.6424476467988263	0.3730345961189862	0.5179450070590798	0.743369328763607	0.7354056064680305
non_culled	96	58	450	38	103	0.6041666666666666	0.36024844720496896	0.9221311475409836	0.0778688524590164	0.45136186770428016	2.4354296066252585	351	186	154	106	8	14	1	1	8	12	9	30	0.28971698037643384	0.8905991162059823	0.6912599811871922	0.2710383040347909	0.3658680334731144	0.595496190055685	0.7383141872301271	0.36337329803496654	0.7456988547703329	0.23549705812983956	0.4558685950726562	1	1	2	1	0.6682089272969818	0.7049930159269707	0.5262764176511202	0.6202639148257438	0.7184254587768776	0.1344237634685819
robust_dl	102	59	445	43	102	0.5784313725490197	0.36645962732919257	0.9118852459016393	0.08811475409836066	0.44866920152091255	2.3316891974180978	121	118	102	68	1	10	1	1	8	11	8	35	0.6387797867469013	0.9468091020897115	0.862158565984932	0.28140325040012354	0.6364424894853142	0.5030710810619345	0.5785483944943677	0.8617376712858884	0.5947202382603833	0.07138188867882671	0.5311211508645197	2	5	2	100	0.5805653942224333	0.8491043341418396	0.41871812003953035	0.48238859775601645	0.26811842272035635	0.5716225557697094
robust_dl	104	61	445	43	100	0.5865384615384616	0.37888198757763975	0.9118852459016393	0.08811475409836066	0.46037735849056605	2.364369326325848	115	104	104	0	0	0	0	0	8	11	8	20	0.6391369321671823	0.9574292992189206	0.8631532722754203	0.42528205819774395	0.7144353381473313	0.8184102720734937	0.6454516883320325	0.312194553589366	0.9207655543724461	0.08573063995140055	0.5917180082935176	20	3	50	1	0.6428104588376771	0.45600736654882296	0.3032807896807572	0.5890102398328062	0.6138263783958856	0.14536099588230023
non_culled	112	63	439	49	98	0.5625	0.391304347826087	0.8995901639344263	0.10040983606557377	0.46153846153846156	2.2674689440993787	375	193	151	102	8	18	1	1	8	12	9	30	0.2601662411774175	0.9454849043394132	0.8991564907390528	0.3357609067252629	0.1106900142082276	0.8319524100962801	0.4467405383023097	0.8860525381217874	0.5828638513216917	0.11495822023824934	0.6256655403875692	2	1	2	20	0.7997504288082189	0.5319239127242186	0.3541585377592957	0.41370568668484486	0.518202923309373	0.20872879181075765
non_culled	116	64	436	52	97	0.5517241379310345	0.39751552795031053	0.8934426229508197	0.10655737704918032	0.4620938628158845	2.224030841721996	254	250	233	158	4	24	2	2	8	11	12	20	0.4486804126910432	0.7899753874274704	0.8155320013578033	0.45175110121998585	0.3004077965562324	0.45234538204859887	0.35576383910732395	0.7713643776852219	0.8544469327667208	0.2238439569777495	0.4211025061073391	2	10	2	0	0.916303171534623	0.43767008070617847	0.3871077274312823	0.7701873796174159	0.6746950628157906	0.5730655067464651
non_culled	119	65	434	54	96	0.5462184873949579	0.40372670807453415	0.889344262295082	0.11065573770491803	0.46428571428571425	2.2018372566417868	119	119	115	2	1	2	1	1	8	12	8	30	0.6474645557444401	0.9420385501205903	0.8539167811691368	0.26646344775979675	0.431739494154885	0.44246310823040663	0.3556050780970199	0.6812022259743582	0.9151010070933565	0.06519995753594754	0.35493470622901035	1	3	20	20	0.4692111161993621	0.9641360225430355	0.5624693328769907	0.18340699599313198	0.8958441742781461	0.012362044101622274
non_culled	124	66	430	58	95	0.532258064516129	0.40993788819875776	0.8811475409836066	0.11885245901639344	0.4631578947368421	2.1455620116209175	202	124	100	1	1	1	1	1	8	12	12	15	0.8159676046881944	0.9433330406560694	0.5032027585552916	0.6409414217736247	0.13166271638010205	0.6428387593756366	0.6383367573955332	0.8867162205398078	0.891456120148064	0.23774709183550924	0.6248131159040672	50	3	5	0	0.3500410497698614	0.48213752589419956	0.6816027699615512	0.7708380673836861	0.5514982733163052	0.30338997084392955
robust_dl	126	67	429	59	94	0.5317460317460317	0.4161490683229814	0.8790983606557377	0.12090163934426229	0.46689895470383275	2.1434979789017055	257	134	126	119	10	36	1	1	8	12	9	20	0.6488505055419527	0.7726548785797123	0.5293457888582216	0.7045542546079404	0.6167705212060245	0.6425057794947175	0.6834657083377971	0.6907261284662752	0.7514283911667126	0.25978406617985617	0.4473904739253869	1	2	1	1	0.2498178299874889	0.8936005810707597	0.38648879433287275	0.7915295928388255	0.4946845159576324	0.8697813101848534
robust_dl	127	68	429	59	93	0.5354330708661418	0.422360248447205	0.8790983606557377	0.12090163934426229	0.47222222222222227	2.158360639702646	219	207	127	2	1	2	1	1	8	12	8	35	0.7173491272140429	0.9576391659822885	0.46156814988799577	0.6009811126819333	0.5684340842260123	0.5222245222492468	0.6483332900369885	0.5903116797633179	0.6274907144126037	0.05604324782139139	0.24776933595661638	0	1	20	0	0.20575352999869836	0.4632012470871034	0.36521127552728483	0.15985001517070793	0.04274186808070575	0.7896747461916337
