dataset_id,local_path,source_url,assay_type,sample_count,phenotype_labels,allowed_analysis,forbidden_analysis,manual_review_required,notes
P2_HEWARD_UK_GD,data_registry/paper2_hla_autoimmune/heward_uk_gd/ (planned),NEEDS_MANUAL_REVIEW,HLA typing,NEEDS_MANUAL_REVIEW,GD,Non-Korean GD HLA classical reference,Direct Korean transfer,YES,[VERIFIED-MANUAL-NEEDED] Ancestry caveat mandatory
P2_VAIDYA_UK_GD,data_registry/paper2_hla_autoimmune/vaidya_uk_gd/ (planned),NEEDS_MANUAL_REVIEW,HLA typing,NEEDS_MANUAL_REVIEW,GD,Non-Korean GD HLA reference,Direct Korean transfer,YES,[VERIFIED-MANUAL-NEEDED] Ancestry caveat mandatory
P2_SIMMONDS_UK_AITD,data_registry/paper2_hla_autoimmune/simmonds_uk_aitd/ (planned),NEEDS_MANUAL_REVIEW,HLA typing,NEEDS_MANUAL_REVIEW,GD + HT,Non-Korean AITD HLA reference,Direct Korean transfer,YES,[VERIFIED-MANUAL-NEEDED] Ancestry caveat mandatory
P2_GWAS_HASHIMOTO,data_registry/paper2_hla_autoimmune/gwas_hashimoto/ (planned),https://www.ebi.ac.uk/gwas/efotraits/EFO_0003884,Summary,NEEDS_MANUAL_REVIEW,Hashimoto endpoint,HT GWAS context (HLA-region vs non-HLA),Cancer claim,YES,Filter HLA-region SNPs separately
P2_GWAS_GRAVES,data_registry/paper2_hla_autoimmune/gwas_graves/ (planned),https://www.ebi.ac.uk/gwas/efotraits/EFO_0004215,Summary,NEEDS_MANUAL_REVIEW,Graves endpoint,GD GWAS context,Cancer claim,YES,Filter HLA-region SNPs separately
P2_GWAS_TPO_AB,data_registry/paper2_hla_autoimmune/gwas_tpoab/ (planned),https://www.ebi.ac.uk/gwas/,Summary,NEEDS_MANUAL_REVIEW,TPOAb,Autoimmunity quantitative trait,Cancer claim,YES,Quant trait — non-binary
P2_GWAS_TSH,data_registry/paper2_hla_autoimmune/gwas_tsh/ (planned),https://www.ebi.ac.uk/gwas/,Summary,NEEDS_MANUAL_REVIEW,TSH,Thyroid endocrine context,Cancer claim,YES,Useful for hypothyroidism/hyperthyroidism context
P2_GWAS_HYPOTHY,data_registry/paper2_hla_autoimmune/gwas_hypothy/ (planned),https://www.ebi.ac.uk/gwas/,Summary,NEEDS_MANUAL_REVIEW,Hypothyroidism,Hypothyroidism endpoint,Cancer claim,YES,Often dominated by HT
P2_GWAS_HYPERTHY,data_registry/paper2_hla_autoimmune/gwas_hyperthy/ (planned),https://www.ebi.ac.uk/gwas/,Summary,NEEDS_MANUAL_REVIEW,Hyperthyroidism,Hyperthyroidism endpoint,Cancer claim,YES,Often dominated by GD
P2_FINNGEN_HASHIMOTO,data_registry/paper2_hla_autoimmune/finngen_hashimoto/ (planned),https://r10.finngen.fi/,GWAS summary,NEEDS_MANUAL_REVIEW,Hashimoto,Finnish HT replication context,Direct Korean transfer,YES,Ancestry caveat mandatory
P2_FINNGEN_GRAVES,data_registry/paper2_hla_autoimmune/finngen_graves/ (planned),https://r10.finngen.fi/,GWAS summary,NEEDS_MANUAL_REVIEW,Graves,Finnish GD replication context,Direct Korean transfer,YES,Ancestry caveat mandatory
P2_PANUKBB,data_registry/paper2_hla_autoimmune/panukbb_thyroid/ (planned),https://pan.ukbb.broadinstitute.org/,GWAS summary,>400000,Thyroid endpoints,Multi-ancestry replication context,Direct Korean transfer,NO,Ancestry stratified — pick East Asian subset where available
P2_SAEVARSDOTTIR_GD,data_registry/paper2_hla_autoimmune/saevarsdottir/ (planned),https://www.nature.com/articles/s41586-020-2562-8,GWAS sum stats,NEEDS_MANUAL_REVIEW,GD + HT,Icelandic AITD GWAS replication,Direct Korean transfer,YES,[VERIFIED-MANUAL-NEEDED] Ancestry caveat mandatory
P2_BIOBANK_JAPAN_GWAS,data_registry/paper2_hla_autoimmune/bbj_pheweb/ (planned),https://pheweb.jp/,GWAS sum stats,>200000,Thyroid endpoints,East Asian replication context,Direct Korean transfer,NO,Public summary stats — primary data is restricted (P2_BBJ_THYROID)
P2_LARSON_AITD,data_registry/paper2_hla_autoimmune/larson_aitd/ (planned),NEEDS_MANUAL_REVIEW,Sum stats,NEEDS_MANUAL_REVIEW,AITD,Pan-ancestry AITD GWAS context,Direct Korean transfer,YES,[VERIFIED-MANUAL-NEEDED] Verify exact reference
P2_GWAS_AUTOIMMUNE_PAN,data_registry/paper2_hla_autoimmune/gwas_pan_autoimmune/ (planned),https://www.ebi.ac.uk/gwas/,Summary,NEEDS_MANUAL_REVIEW,Multiple autoimmune endpoints,Pan-autoimmune comparator (T1D / RA / SLE / IBD HLA),Cancer claim,YES,Compare AITD HLA to other autoimmune HLA classes
P2_HLA_KIM_THY_2018,data_registry/paper2_hla_autoimmune/kim_2018/ (planned),NEEDS_MANUAL_REVIEW,HLA typing,NEEDS_MANUAL_REVIEW,GD + HT,Korean AITD HLA candidate,Cancer claim,YES,[VERIFIED-MANUAL-NEEDED] Verify exact reference
P2_GWAS_T1D_HLA,data_registry/paper2_hla_autoimmune/gwas_t1d/ (planned),https://www.ebi.ac.uk/gwas/efotraits/EFO_0001359,Summary,NEEDS_MANUAL_REVIEW,T1D,Cross-autoimmune HLA reference,Cancer claim,YES,T1D HLA-DR3/DR4 comparator
P2_GWAS_RA_HLA,data_registry/paper2_hla_autoimmune/gwas_ra/ (planned),https://www.ebi.ac.uk/gwas/efotraits/EFO_0000685,Summary,NEEDS_MANUAL_REVIEW,RA,Cross-autoimmune HLA reference,Cancer claim,YES,RA HLA-DRB1*04 comparator
P2_GWAS_SLE_HLA,data_registry/paper2_hla_autoimmune/gwas_sle/ (planned),https://www.ebi.ac.uk/gwas/efotraits/EFO_0002690,Summary,NEEDS_MANUAL_REVIEW,SLE,Cross-autoimmune HLA reference,Cancer claim,YES,Lupus HLA comparator
P2_GWAS_IBD_HLA,data_registry/paper2_hla_autoimmune/gwas_ibd/ (planned),https://www.ebi.ac.uk/gwas/efotraits/EFO_0003767,Summary,NEEDS_MANUAL_REVIEW,IBD,Cross-autoimmune HLA reference,Cancer claim,YES,IBD HLA-DRB1 comparator
P2_PHEWAS_THYROID,data_registry/paper2_hla_autoimmune/phewas_thyroid/ (planned),https://phewas.mc.vanderbilt.edu/,PheWAS summary,~thousands EHR,Thyroid endpoints,PheWAS context for HLA pleiotropy,Cancer claim,NO,Cross-phenotype HLA effects
P2_KOR_TWIN_FAMILY,data_registry/paper2_hla_autoimmune/kor_twin/ (planned),NEEDS_MANUAL_REVIEW,Heritability,>3000 pairs,Thyroid heritability,Korean thyroid heritability,Cancer claim,NO,[VERIFIED-MANUAL-NEEDED] Twin / family heritability ref
P2_HLA_PROTEOMICS_AITD,data_registry/paper2_hla_autoimmune/HLA_proteomics_AITD/ (planned),NEEDS_MANUAL_REVIEW,Immunopeptidomics MS,NEEDS_MANUAL_REVIEW,AITD epitopes,HLA-presented peptides in AITD,Cancer claim,YES,[VERIFIED-MANUAL-NEEDED] Search HLA-ligand-atlas + AITD literature
P2_KOR_GD_RECENT_2024,data_registry/paper2_hla_autoimmune/kor_GD_recent/ (planned),NEEDS_MANUAL_REVIEW,HLA typing,NEEDS_MANUAL_REVIEW,GD,Recent Korean GD literature search,Cancer claim,YES,[VERIFIED-MANUAL-NEEDED] Search 2023-2025 Korean GD HLA refs
P2_KOR_HT_RECENT_2024,data_registry/paper2_hla_autoimmune/kor_HT_recent/ (planned),NEEDS_MANUAL_REVIEW,HLA typing,NEEDS_MANUAL_REVIEW,HT,Recent Korean HT literature search,Cancer claim,YES,[VERIFIED-MANUAL-NEEDED] Search 2023-2025 Korean HT HLA refs
