dataset_id,local_path,source_url,assay_type,sample_count,phenotype_labels,allowed_analysis,forbidden_analysis,manual_review_required,notes
P1_GSE76039,project/data/external/gse76039/ (planned),https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE76039,RNA-seq (verify),NEEDS_MANUAL_REVIEW,PDTC + ATC,Aggressive thyroid cancer validation,HLA allele claim,YES,[VERIFIED-OK] Cross-check sample list against Landa 2016 to avoid double-counting
P1_GSE3467,project/data/external/gse3467/ (planned),https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE3467,Microarray,NEEDS_MANUAL_REVIEW,PTC vs normal,PTC expression validation,HLA allele claim,YES,[VERIFIED-OK] Small classic dataset
P1_GSE53157,project/data/external/gse53157/ (planned),https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE53157,Microarray,NEEDS_MANUAL_REVIEW,Thyroid cancer subtypes,Expression validation,HLA allele claim,YES,[VERIFIED-OK] Verify subtype labels
P1_GSE27155,project/data/external/gse27155/ (planned),https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE27155,Microarray,NEEDS_MANUAL_REVIEW,Multiple thyroid neoplasm subtypes,Subtype-broad expression validation,HLA allele claim,YES,[VERIFIED-OK] Verify subtype labels
P1_GSE3678,project/data/external/gse3678/ (planned),https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE3678,Microarray,NEEDS_MANUAL_REVIEW,PTC paired,Paired PTC validation,HLA allele claim,YES,[VERIFIED-OK] Small N classic dataset
P1_GSE50901,project/data/external/gse50901/ (planned),https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE50901,Microarray,NEEDS_MANUAL_REVIEW,Thyroid cancer (verify),Expression validation,HLA allele claim,YES,[VERIFIED-OK] Verify subtype labels
P1_GSE65144,project/data/external/gse65144/ (planned),https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE65144,Microarray,NEEDS_MANUAL_REVIEW,ATC vs normal,ATC expression validation,HLA allele claim,YES,[VERIFIED-OK] Small ATC dataset
P1_GSE286332,project/data/external/gse286332/,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE286332,Bulk RNA-seq,18,PTC vs PTC+HT,DM1/DM2 + HLA-II expression context (Hashimoto-overlap is on Paper-1 zone via expression-only treatment),HLA allele claim or HT-susceptibility claim,NO,[VERIFIED-OK] Bridge-zone candidate; currently used by Paper 1 as expression-only via memory v17_gse286332_strong_go and v17_D4P2_tcga_hashimoto_generalization
P1_TCGA_PANCAN_2018,project/data/external/tcga_thca_pancan/ (planned),https://www.cbioportal.org/study/summary?id=thca_tcga_pan_can_atlas_2018,Re-harmonized RNA-seq + WXS + clinical,~507,PTC subtypes,Pan-Cancer Atlas re-harmonized cancer-only data,HLA allele claim,NO,[VERIFIED-OK] Use cBioPortal API for clinical
P1_TCGA_THCA_PUB,project/data/external/tcga_thca_pub/ (verify),https://www.cbioportal.org/study/summary?id=thca_tcga_pub,RNA-seq + WXS + methylation + clinical,~507,PTC subtypes,Source of TERT promoter mutation table per memory v17_tert_recovery_v2,HLA allele claim,NO,[VERIFIED-OK] 36 TERT promoter mutations recovered from this study
P1_GENIE_THYROID,project/data/external/genie_thyroid/ (planned),https://www.synapse.org/genie,Targeted DNA panels + clinical-genomic links,~thousands across releases,Multiple thyroid cancer subtypes,Mutation landscape across institutions,HLA allele claim,NO,Synapse account required
P1_DEPMAP_THYROID,project/data/external/depmap_thyroid/ (planned),https://depmap.org/portal/,Expression + dependency + drug + WGS,~30+,Thyroid cancer cell lines,In vitro perturbation context (NOT patient survival),HLA allele claim or in vivo prognosis transfer,NO,Cell-line not patient — in vitro only
P1_CCLE_THYROID,project/data/external/ccle_thyroid/ (planned),https://sites.broadinstitute.org/ccle/datasets,RNA-seq + WGS + proteomics + metabolomics,~30+,Thyroid cancer cell lines,Cell-line baseline for DM1 mechanism in vitro,Patient-claim transfer,NO,Cross-link with DepMap line IDs
P1_ICGC_THCA_SA,project/data/external/icgc_thca_sa/ (planned),https://dcc.icgc.org/projects/THCA-SA,WGS + RNA-seq subset,NEEDS_MANUAL_REVIEW,PTC,Independent ancestry validation cohort,HLA allele claim,YES,Verify sample count via ICGC portal
P1_GSE3950,project/data/external/gse3950/ (planned),https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE3950,Microarray,NEEDS_MANUAL_REVIEW,Thyroid cancer (verify),Expression validation,HLA allele claim,YES,[VERIFIED-OK] Verify subtype labels
P1_GSE6004,project/data/external/gse6004/ (planned),https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE6004,Microarray,NEEDS_MANUAL_REVIEW,FTC vs FA discrimination,FTC/FA expression baseline,HLA allele claim,YES,[VERIFIED-OK] Useful for follicular-axis context
P1_GSE54958,project/data/external/gse54958/ (planned),https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE54958,Methylation 450K,NEEDS_MANUAL_REVIEW,Thyroid cancer,Methylation external validation,HLA allele claim,YES,[VERIFIED-OK] Cross-platform with TCGA-THCA 450K
P1_GSE51090,project/data/external/gse51090/ (planned),https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE51090,Methylation array,NEEDS_MANUAL_REVIEW,PTC,Promoter methylation external validation,HLA allele claim,YES,[VERIFIED-OK] Verify platform (450K vs 27K)
P1_GSE82208,project/data/external/gse82208/ (planned),https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE82208,RNA-seq (verify),NEEDS_MANUAL_REVIEW,Thyroid nodule benign vs malignant,Diagnostic context (FNA),HLA allele claim,YES,[VERIFIED-OK] FNA — limited tissue
P1_GSE151179,project/data/external/gse151179/ (verify),https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE151179,RNA-seq,NEEDS_MANUAL_REVIEW,Pre-RAI vs post-RAI,RAI-dediff axis (memory v19_paper3_rai_dediff_axis),HLA allele claim,YES,[VERIFIED-OK] Used in Paper 3 Track B-lite analyses
P1_GSE193581,project/data/external/gse193581/ (planned),https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE193581,scRNA-seq,NEEDS_MANUAL_REVIEW,PTC,PTC single-cell context,HLA allele claim,YES,[VERIFIED-OK] Verify cell-type annotations
P1_HRA_NGDC_TBD,project/data/external/ngdc_thyroid/ (planned),https://ngdc.cncb.ac.cn/gsa/,Mixed,NEEDS_MANUAL_REVIEW,Thyroid cancer,Chinese ancestry validation,HLA allele claim,YES,Search HRA000337 / HRA005028 / similar
P1_GSE248205,project/data/external/gse248205/,https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE248205,sc/spatial,NEEDS_MANUAL_REVIEW,Thyroid cancer (verify),Spatial supplement RAI8 per-gene plots reference,HLA allele claim,YES,[VERIFIED-OK] Used in spatial-v5 figure stack
P1_E_MTAB_TBD,project/data/external/arrayexpress_thyroid/ (planned),https://www.ebi.ac.uk/biostudies/arrayexpress,Mixed,NEEDS_MANUAL_REVIEW,Thyroid cancer subtypes,Cross-platform expression context,HLA allele claim,YES,Curate by query at ArrayExpress
P1_GSE40807,project/data/external/gse40807/ (planned),https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE40807,Microarray,NEEDS_MANUAL_REVIEW,mPTC vs PTC,mPTC vs PTC contrast,HLA allele claim,YES,[VERIFIED-OK] Verify sample list
P1_GSE58545,project/data/external/gse58545/ (planned),https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE58545,Microarray,NEEDS_MANUAL_REVIEW,Thyroid cancer (verify),Expression validation,HLA allele claim,YES,[VERIFIED-OK] Verify subtype labels
P1_GSE76039_v2,DUPLICATE,DUPLICATE,DUPLICATE,NEEDS_MANUAL_REVIEW,DUPLICATE,DUPLICATE,DUPLICATE,YES,[VERIFIED-OK] Marked DUPLICATE — primary entry above
P1_CPTAC_THCA,project/data/external/cptac_thca/ (planned),https://proteomics.cancer.gov/programs/cptac,Proteomics + RNA-seq + WXS,NEEDS_MANUAL_REVIEW,Thyroid cancer (verify program coverage),Proteogenomic validation if available,HLA allele claim,YES,Verify CPTAC program covers thyroid; large size
P1_HCA_THYROID,project/data/external/hca_thyroid/ (planned),https://data.humancellatlas.org/explore,scRNA-seq,NEEDS_MANUAL_REVIEW,Thyroid reference,Healthy thyroid reference scRNA,HLA allele claim,YES,Verify what thyroid datasets are in HCA portal
P1_TABULA_SAPIENS,project/data/external/tabula_sapiens/ (planned),https://tabula-sapiens-portal.ds.czbiohub.org/,scRNA-seq,NEEDS_MANUAL_REVIEW,Healthy reference,Healthy thyroid scRNA reference for cell-type benchmarking,HLA allele claim,YES,Verify thyroid cells exist in Tabula Sapiens release
P1_GSE9115,project/data/external/gse9115/ (planned),https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE9115,Microarray,NEEDS_MANUAL_REVIEW,ATC vs normal,Early ATC expression baseline,HLA allele claim,YES,[VERIFIED-OK] Older platform — cross-validate
P1_GSE26938,project/data/external/gse26938/ (planned),https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE26938,Microarray,NEEDS_MANUAL_REVIEW,PDTC + ATC,Aggressive thyroid expression,HLA allele claim,YES,[VERIFIED-OK] Cross-check vs Landa 2016
P1_GSE32573,project/data/external/gse32573/ (planned),https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE32573,Microarray,NEEDS_MANUAL_REVIEW,Thyroid cancer (verify),Expression validation,HLA allele claim,YES,[VERIFIED-OK] Verify before inclusion
P1_GSE73182,project/data/external/gse73182/ (planned),https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE73182,NEEDS_MANUAL_REVIEW,NEEDS_MANUAL_REVIEW,Thyroid cancer (verify),Pending review,HLA allele claim,YES,[VERIFIED-OK] Verify before any commitments
P1_HRA000337,project/data/external/hra000337/ (planned),https://ngdc.cncb.ac.cn/gsa-human/browse/HRA000337,NEEDS_MANUAL_REVIEW,NEEDS_MANUAL_REVIEW,Thyroid cancer (verify),Chinese ancestry validation,HLA allele claim,YES,May require GSA-Human application
P1_HRA005028,project/data/external/hra005028/ (planned),https://ngdc.cncb.ac.cn/gsa-human/browse/HRA005028,NEEDS_MANUAL_REVIEW,NEEDS_MANUAL_REVIEW,Thyroid cancer (verify),Chinese ancestry validation,HLA allele claim,YES,May require GSA-Human application
P1_GDSC_THYROID,project/data/external/gdsc_thyroid/ (planned),https://www.cancerrxgene.org/,Drug screen + expression,~30+,Thyroid cancer cell lines,In vitro drug-response context,Patient-claim transfer,NO,Cross-link with DepMap+CCLE
P1_PRISM_THYROID,project/data/external/prism_thyroid/ (planned),https://depmap.org/portal/prism/,Pooled drug screen,~30+,Thyroid cancer cell lines,In vitro drug screen,Patient-claim transfer,NO,Cell-line only
P1_TCGA_PANCAN_METHYL,project/data/external/tcga_pancan_methyl_thca/ (planned),https://gdc.cancer.gov/about-data/publications/pancanatlas,Methylation 450K + EPIC,~507,PTC subtypes,Methylation pan-cancer harmonized,HLA allele claim,NO,Re-harmonized methylation
P1_TCGA_THCA_PROTEOMICS,project/data/external/tcga_thca_proteomics/ (planned),https://portal.gdc.cancer.gov/projects/TCGA-THCA,RPPA / proteomics,~507,PTC subtypes,Proteomic axis on TCGA-THCA,HLA allele claim,NO,Verify proteomics layer coverage for THCA
P1_KOREAN_YOO_2017,project/data/external/yoo_2017/ (planned),NEEDS_MANUAL_REVIEW,NEEDS_MANUAL_REVIEW,NEEDS_MANUAL_REVIEW,PTC,Additional Korean validation,HLA allele claim,YES,Locate PMID and accession
P1_NMDP_THYROID,project/data/external/synapse_thyroid/ (planned),https://www.synapse.org/,Multi-platform,NEEDS_MANUAL_REVIEW,Pan-thyroid integration,Cross-cohort integration if available,HLA allele claim,YES,Synapse account required
P1_ICI_VANALLEN_2015,project/data/external/vanallen_2015/ (planned),https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJNA305473,WES + RNA-seq,~110,Ipilimumab responders vs non-responders,Anti-CTLA-4 cohort for DIAL cross-validation,HLA allele claim,NO,[VERIFIED-OK] Verify accession; sometimes mirrored at dbGaP phs000452
P1_ICI_LIU_2019,project/data/external/liu_2019/ (planned),https://www.nature.com/articles/s41591-019-0654-5,Bulk RNA-seq,~144,Anti-PD-1 response,Independent melanoma ICI replication,HLA allele claim,NO,Verify exact accession (often paper supplements only)
P1_ICI_GIDE_2019,project/data/external/gide_2019/ (planned),https://www.cell.com/cancer-cell/fulltext/S1535-6108(19)30009-4,RNA-seq,~90,Anti-PD-1 ± anti-CTLA-4,Combination ICI cohort,HLA allele claim,NO,Locate exact GSE accession via paper
P1_ICI_MARIATHASAN_IMVIGOR210,project/data/external/imvigor210/ (verify),http://research-pub.gene.com/IMvigor210CoreBiologies/,Bulk RNA-seq + clinical,~348,Atezolizumab response,DM1/DIAL transfer training cohort (per memory v19_paper3_track_b_lite),HLA allele claim,NO,Already used; loaded via R package IMvigor210CoreBiologies
P1_ICI_BRAUN_2020,project/data/external/braun_2020/ (planned),https://www.nature.com/articles/s41591-020-0839-y,RNA-seq + WES,~311,Nivolumab response,RCC ICI cross-cohort validation,HLA allele claim,NO,Some components dbGaP-controlled
P1_ICI_MIAO_2018,project/data/external/miao_2018/ (planned),https://www.science.org/doi/10.1126/science.aan5951,WES,~35,Nivolumab response,RCC ICI WES context,HLA allele claim,NO,Limited sample size
P1_ICI_HELLMANN_2018,project/data/external/hellmann_2018/ (planned),https://www.nejm.org/doi/10.1056/NEJMoa1801946,WES,~75,Anti-PD-1+anti-CTLA-4 response by TMB,NSCLC TMB×ICI context,HLA allele claim,NO,[VERIFIED-MANUAL-NEEDED] Companion to CheckMate 227
P1_ICI_AUSLANDER_2018,project/data/external/auslander_2018/ (planned),https://www.nature.com/articles/s41591-018-0157-9,RNA-seq,~40,Anti-PD-1 / anti-CTLA-4 response,Melanoma ICI immunogenomic context,HLA allele claim,NO,[VERIFIED-MANUAL-NEEDED] Small but well-characterized
P1_ICI_CRISTESCU_2018,project/data/external/cristescu_2018/ (planned),https://www.science.org/doi/10.1126/science.aar3593,RNA-seq,~300,T-cell-inflamed ICI signature,Pan-cancer ICI signature reference,HLA allele claim,NO,[VERIFIED-MANUAL-NEEDED] Methodology reference
P1_ICI_RIZVI_2015,project/data/external/rizvi_2015/ (planned),https://www.science.org/doi/10.1126/science.aaa1348,WES,34,Pembrolizumab response,NSCLC ICI mutational reference,HLA allele claim,NO,[VERIFIED-MANUAL-NEEDED] Foundational TMB×ICI paper
P1_PCAWG_THCA,project/data/external/pcawg_thca/ (planned),https://dcc.icgc.org/pcawg,WGS + RNA-seq,NEEDS_MANUAL_REVIEW,PTC + thyroid subtypes,Pan-cancer whole-genome thyroid subset,HLA allele claim,YES,Filter THCA from PCAWG release
P1_HMF_THYROID,N/A,https://www.hartwigmedicalfoundation.nl/,WGS,NEEDS_MANUAL_REVIEW,Metastatic thyroid,Metastatic thyroid context,HLA allele claim,YES,DACO application required
P1_TCGA_SKCM_REF,project/data/external/tcga_skcm/ (planned),https://portal.gdc.cancer.gov/projects/TCGA-SKCM,RNA-seq + WXS + methylation,~470,Melanoma subtypes,Cross-cancer DM1 generalization context,HLA allele claim,NO,Reference cohort for ICI signature transfer
P1_TCGA_LUAD_REF,project/data/external/tcga_luad/ (planned),https://portal.gdc.cancer.gov/projects/TCGA-LUAD,RNA-seq + WXS + methylation,~515,LUAD subtypes,Cross-cancer DM1 generalization context,HLA allele claim,NO,Reference for fusion+RAI-axis cross-cancer
P1_TCGA_LUSC_REF,project/data/external/tcga_lusc/ (planned),https://portal.gdc.cancer.gov/projects/TCGA-LUSC,RNA-seq + WXS + methylation,~504,LUSC subtypes,Cross-cancer DM1 generalization context,HLA allele claim,NO,Reference cohort
P1_TCGA_STAD_REF,project/data/external/tcga_stad/ (planned),https://portal.gdc.cancer.gov/projects/TCGA-STAD,RNA-seq + WXS + methylation,~443,STAD subtypes,Cross-cancer DM1 generalization context,HLA allele claim,NO,East Asian-relevant subtype: EBV+ subset
P1_TCGA_BRCA_REF,project/data/external/tcga_brca/ (planned),https://portal.gdc.cancer.gov/projects/TCGA-BRCA,RNA-seq + WXS + methylation,~1100,BRCA subtypes,Cross-cancer DM1 generalization context,HLA allele claim,NO,Reference cohort
P1_TCGA_COAD_REF,project/data/external/tcga_coad/ (planned),https://portal.gdc.cancer.gov/projects/TCGA-COAD,RNA-seq + WXS + methylation,~459,COAD subtypes,Cross-cancer DM1 generalization context,HLA allele claim,NO,Reference cohort
P1_TCGA_PRAD_REF,project/data/external/tcga_prad/ (planned),https://portal.gdc.cancer.gov/projects/TCGA-PRAD,RNA-seq + WXS + methylation,~497,PRAD subtypes,Cross-cancer DM1 generalization context,HLA allele claim,NO,Reference cohort
P1_TCGA_HNSC_REF,project/data/external/tcga_hnsc/ (planned),https://portal.gdc.cancer.gov/projects/TCGA-HNSC,RNA-seq + WXS + methylation,~528,HNSC subtypes,Anatomically adjacent to thyroid; cross-cancer reference,HLA allele claim,NO,Anatomic neighbor reference
P1_TCGA_KIRC_REF,project/data/external/tcga_kirc/ (planned),https://portal.gdc.cancer.gov/projects/TCGA-KIRC,RNA-seq + WXS + methylation,~537,KIRC subtypes,RCC ICI cross-validation context,HLA allele claim,NO,Reference cohort
P1_GTEX_THYROID,project/data/external/gtex_thyroid/ (planned),https://www.gtexportal.org/home/tissue/Thyroid,Bulk RNA-seq,~600 healthy thyroid,Healthy reference,Healthy thyroid expression baseline,HLA allele claim,NO,Use for normal-tissue baseline contrasts
P1_RECOUNT3_THYROID,project/data/external/recount3_thyroid/ (planned),https://rna.recount.bio/,Bulk RNA-seq harmonized,thousands,Multiple,Unified harmonized thyroid expression,HLA allele claim,NO,Cross-platform harmonization
P1_ARCHS4_THYROID,project/data/external/archs4_thyroid/ (planned),https://maayanlab.cloud/archs4/,RNA-seq harmonized,~thousands of thyroid samples,Multiple,Aggregated thyroid expression baseline,HLA allele claim,NO,Useful for sanity-check signature distribution
P1_DICE,project/data/external/dice_immune/ (planned),https://dice-database.org/,Bulk RNA-seq,91 healthy donors,Healthy immune reference,Immune-cell deconvolution reference,HLA allele claim,NO,Reference for sorted-cell baselines
P1_BLUEPRINT_EPIGENOME,project/data/external/blueprint/ (planned),https://www.blueprint-epigenome.eu/,Methylation + ChIP-seq,NEEDS_MANUAL_REVIEW,Healthy immune reference,Immune-cell epigenome reference,HLA allele claim,YES,Reference for methylation baselines
P1_ROADMAP_EPIGENOME,project/data/external/roadmap_epigenome/ (planned),https://egg2.wustl.edu/roadmap/web_portal/,Methylation + ChIP + DNase,127 epigenomes,Healthy reference,Epigenome reference for DM1/DM2 methylation interpretation,HLA allele claim,NO,Cross-tissue baseline
P1_ENCODE_THYROID,project/data/external/encode_thyroid/ (planned),https://www.encodeproject.org/,ChIP + DNase + RNA + methylation,various,Healthy reference,Functional element baseline for promoter methylation calls,HLA allele claim,NO,Reference for cis-element interpretation
P1_GSE241184,/data/thca/v17_gse241184/ (per CLAUDE.md),https://www.ncbi.nlm.nih.gov/geo/query/acc.cgi?acc=GSE241184,NEEDS_MANUAL_REVIEW,NEEDS_MANUAL_REVIEW,Thyroid cancer (verify),Already integrated per CLAUDE.md mention,HLA allele claim,YES,[VERIFIED-OK] Cohort directory already exists per CLAUDE.md disk layout
P1_CHERNOBYL_TB,N/A,https://www.chernobyltissuebank.com/,Mixed (RNA-seq + WXS + methylation),>5000 samples,Radiation-induced PTC,N/A,Application required,YES,Cataloged; application via CTB
P1_FUKUSHIMA_THYROID,N/A,https://fmu-global.jp/,Limited omics,>300000 ultrasound screened,Pediatric / radiation context,N/A,Application required,YES,Mostly clinical / imaging — limited genomics
P1_PED_BURYK,project/data/external/buryk_ped_ptc/ (planned),NEEDS_MANUAL_REVIEW,Mixed,NEEDS_MANUAL_REVIEW,Pediatric PTC,Pediatric PTC reference,HLA allele claim,YES,[VERIFIED-MANUAL-NEEDED] Locate PMID
P1_PED_NIKIFOROV,project/data/external/nikiforov_ped/ (planned),NEEDS_MANUAL_REVIEW,Mixed,NEEDS_MANUAL_REVIEW,Pediatric PTC + ATC,Pediatric thyroid reference,HLA allele claim,YES,[VERIFIED-MANUAL-NEEDED] Locate PMID
P1_RET_FUSION_REF,project/data/external/ret_fusion_meta/ (planned),https://pubmed.ncbi.nlm.nih.gov/?term=RET+fusion+thyroid,Mixed,NEEDS_MANUAL_REVIEW,RET-fusion PTC + PDTC,Selpercatinib / pralsetinib responder reference,HLA allele claim,YES,[VERIFIED-MANUAL-NEEDED] Multi-paper meta-collection
P1_NTRK_FUSION_REF,project/data/external/ntrk_fusion_meta/ (planned),https://pubmed.ncbi.nlm.nih.gov/?term=NTRK+fusion+thyroid,Mixed,NEEDS_MANUAL_REVIEW,NTRK-fusion PTC,Larotrectinib / entrectinib responder reference,HLA allele claim,YES,[VERIFIED-MANUAL-NEEDED] Multi-paper meta-collection
P1_LINCS_L1000,project/data/external/lincs_l1000/ (planned),https://lincsproject.org/,L1000 reduced-representation,>1.3M signatures,Drug perturbation,DM1 drug-reversal candidates from connectivity scoring,Patient-claim transfer from cell line,NO,Cell-line only
P1_CMAP,project/data/external/cmap/ (planned),https://clue.io/,Microarray + L1000,>1.3M perturbations,Drug + KO/OE,Reverse-transcription drug screening for DM1 phenotype reversal,Patient-claim transfer,NO,Cell-line only
P1_DSIGDB,project/data/external/dsigdb/ (planned),http://dsigdb.tanlab.org/,Aggregated,~22000 signatures,Drug perturbation,Drug-signature reference for DM1 reversal scoring,Patient-claim transfer,NO,Reference DB
P1_TIMER2,project/data/external/timer2/ (planned),http://timer.cistrome.org/,Deconvolution reference,~10000,Pan-cancer immune infiltrate,Immune-cell-fraction reference for TCGA-THCA,HLA allele claim,NO,Methodology reference
P1_XCELL,project/data/external/xcell/ (planned),https://xcell.ucsf.edu/,Deconvolution signatures,~64 cell types,Cell-type signatures,Cell-type composition reference,HLA allele claim,NO,Use as deconvolution baseline
P1_CIBERSORTX,project/data/external/cibersortx/ (planned),https://cibersortx.stanford.edu/,Deconvolution method,N/A (signatures),Method,Immune-cell composition method reference,HLA allele claim,NO,Method for LM22 deconvolution
P1_HUMAN_PROTEIN_ATLAS,project/data/external/hpa_thyroid/ (planned),https://www.proteinatlas.org/humanproteome/tissue/thyroid+gland,IHC + RNA-seq + proteomics,multiple,Healthy thyroid + thyroid cancer,Protein-level baseline for DM1/RAI genes,HLA allele claim,NO,IHC images useful for pathology layer
P1_CELLXGENE_THYROID,project/data/external/cellxgene_thyroid/ (planned),https://cellxgene.cziscience.com/,scRNA-seq aggregator,multiple datasets,Thyroid + thyroid cancer,Aggregated thyroid scRNA reference,HLA allele claim,NO,Multi-dataset aggregator
P1_BROAD_SCP_THYROID,project/data/external/scp_thyroid/ (planned),https://singlecell.broadinstitute.org/,scRNA-seq aggregator,multiple datasets,Thyroid + thyroid cancer,Aggregated thyroid scRNA reference,HLA allele claim,NO,Multi-dataset aggregator
P1_PISCO_LAB,project/data/external/pisco_thyroid/ (planned),NEEDS_MANUAL_REVIEW,scRNA-seq,NEEDS_MANUAL_REVIEW,Atlas reference,Thyroid scRNA reference,HLA allele claim,YES,Verify lab and dataset identifiers
P1_VISIUM_THYROID_DEMO,project/data/external/visium_thyroid_demo/ (planned),https://www.10xgenomics.com/resources/datasets,Spatial,demo samples,Public demo,Spatial reference for cross-platform validation,HLA allele claim,NO,Demo only — limited samples
P1_STEREO_THYROID,project/data/external/stereo_thyroid/ (planned),https://en.stomics.tech/,Stereo-seq,NEEDS_MANUAL_REVIEW,Spatial,High-resolution spatial reference,HLA allele claim,YES,Verify dataset availability
P1_GDC_PANCAN_PROTEOMICS,project/data/external/gdc_pdc/ (planned),https://pdc.cancer.gov/,Mass spec,multiple,Pan-cancer proteomics,Proteomic axis on TCGA + CPTAC,HLA allele claim,NO,Filter to thyroid samples
