split_name	fold_id	sample_id
repeated_stratified_5x5_internal	rs_04	CNV0_02590
repeated_stratified_5x5_internal	rs_04	CNV0_02593
repeated_stratified_5x5_internal	rs_04	CNV0_02660
repeated_stratified_5x5_internal	rs_04	CNV0_02708
repeated_stratified_5x5_internal	rs_04	CNV0_02713
repeated_stratified_5x5_internal	rs_05	CNV0_02398
repeated_stratified_5x5_internal	rs_05	CNV0_02405
repeated_stratified_5x5_internal	rs_05	CNV0_02412
repeated_stratified_5x5_internal	rs_05	CNV0_02442
repeated_stratified_5x5_internal	rs_05	CNV0_02453
repeated_stratified_5x5_internal	rs_05	CNV0_02478
repeated_stratified_5x5_internal	rs_05	CNV0_02512
repeated_stratified_5x5_internal	rs_05	CNV0_02518
repeated_stratified_5x5_internal	rs_05	CNV0_02536
repeated_stratified_5x5_internal	rs_05	CNV0_02557
repeated_stratified_5x5_internal	rs_05	CNV0_02564
repeated_stratified_5x5_internal	rs_05	CNV0_02569
repeated_stratified_5x5_internal	rs_05	CNV0_02571
repeated_stratified_5x5_internal	rs_05	CNV0_02573
repeated_stratified_5x5_internal	rs_05	CNV0_02578
repeated_stratified_5x5_internal	rs_05	CNV0_02582
repeated_stratified_5x5_internal	rs_05	CNV0_02681
repeated_stratified_5x5_internal	rs_05	CNV0_02708
repeated_stratified_5x5_internal	rs_06	CNV0_02411
repeated_stratified_5x5_internal	rs_06	CNV0_02415
repeated_stratified_5x5_internal	rs_06	CNV0_02419
repeated_stratified_5x5_internal	rs_06	CNV0_02450
repeated_stratified_5x5_internal	rs_06	CNV0_02452
repeated_stratified_5x5_internal	rs_06	CNV0_02460
repeated_stratified_5x5_internal	rs_06	CNV0_02520
repeated_stratified_5x5_internal	rs_06	CNV0_02537
repeated_stratified_5x5_internal	rs_06	CNV0_02543
repeated_stratified_5x5_internal	rs_06	CNV0_02553
repeated_stratified_5x5_internal	rs_06	CNV0_02565
repeated_stratified_5x5_internal	rs_06	CNV0_02577
repeated_stratified_5x5_internal	rs_06	CNV0_02581
repeated_stratified_5x5_internal	rs_06	CNV0_02585
repeated_stratified_5x5_internal	rs_06	CNV0_02587
repeated_stratified_5x5_internal	rs_06	CNV0_02592
repeated_stratified_5x5_internal	rs_06	CNV0_02655
repeated_stratified_5x5_internal	rs_06	CNV0_02709
repeated_stratified_5x5_internal	rs_07	CNV0_02414
repeated_stratified_5x5_internal	rs_07	CNV0_02418
repeated_stratified_5x5_internal	rs_07	CNV0_02424
repeated_stratified_5x5_internal	rs_07	CNV0_02448
repeated_stratified_5x5_internal	rs_07	CNV0_02479
repeated_stratified_5x5_internal	rs_07	CNV0_02513
repeated_stratified_5x5_internal	rs_07	CNV0_02515
repeated_stratified_5x5_internal	rs_07	CNV0_02516
repeated_stratified_5x5_internal	rs_07	CNV0_02551
repeated_stratified_5x5_internal	rs_07	CNV0_02562
repeated_stratified_5x5_internal	rs_07	CNV0_02568
repeated_stratified_5x5_internal	rs_07	CNV0_02574
repeated_stratified_5x5_internal	rs_07	CNV0_02580
repeated_stratified_5x5_internal	rs_07	CNV0_02583
repeated_stratified_5x5_internal	rs_07	CNV0_02588
repeated_stratified_5x5_internal	rs_07	CNV0_02589
repeated_stratified_5x5_internal	rs_07	CNV0_02590
repeated_stratified_5x5_internal	rs_07	CNV0_02712
repeated_stratified_5x5_internal	rs_08	CNV0_02416
repeated_stratified_5x5_internal	rs_08	CNV0_02421
repeated_stratified_5x5_internal	rs_08	CNV0_02425
repeated_stratified_5x5_internal	rs_08	CNV0_02458
repeated_stratified_5x5_internal	rs_08	CNV0_02510
repeated_stratified_5x5_internal	rs_08	CNV0_02511
repeated_stratified_5x5_internal	rs_08	CNV0_02517
repeated_stratified_5x5_internal	rs_08	CNV0_02538
repeated_stratified_5x5_internal	rs_08	CNV0_02545
repeated_stratified_5x5_internal	rs_08	CNV0_02555
repeated_stratified_5x5_internal	rs_08	CNV0_02559
repeated_stratified_5x5_internal	rs_08	CNV0_02561
repeated_stratified_5x5_internal	rs_08	CNV0_02563
repeated_stratified_5x5_internal	rs_08	CNV0_02567
repeated_stratified_5x5_internal	rs_08	CNV0_02572
repeated_stratified_5x5_internal	rs_08	CNV0_02584
repeated_stratified_5x5_internal	rs_08	CNV0_02591
repeated_stratified_5x5_internal	rs_08	CNV0_02660
repeated_stratified_5x5_internal	rs_09	CNV0_02396
repeated_stratified_5x5_internal	rs_09	CNV0_02401
repeated_stratified_5x5_internal	rs_09	CNV0_02413
repeated_stratified_5x5_internal	rs_09	CNV0_02477
repeated_stratified_5x5_internal	rs_09	CNV0_02514
repeated_stratified_5x5_internal	rs_09	CNV0_02544
repeated_stratified_5x5_internal	rs_09	CNV0_02550
repeated_stratified_5x5_internal	rs_09	CNV0_02556
repeated_stratified_5x5_internal	rs_09	CNV0_02570
repeated_stratified_5x5_internal	rs_09	CNV0_02575
repeated_stratified_5x5_internal	rs_09	CNV0_02579
repeated_stratified_5x5_internal	rs_09	CNV0_02586
repeated_stratified_5x5_internal	rs_09	CNV0_02593
repeated_stratified_5x5_internal	rs_09	CNV0_02594
repeated_stratified_5x5_internal	rs_09	CNV0_02685
repeated_stratified_5x5_internal	rs_09	CNV0_02710
repeated_stratified_5x5_internal	rs_09	CNV0_02713
repeated_stratified_5x5_internal	rs_10	CNV0_02398
repeated_stratified_5x5_internal	rs_10	CNV0_02412
repeated_stratified_5x5_internal	rs_10	CNV0_02415
repeated_stratified_5x5_internal	rs_10	CNV0_02448
repeated_stratified_5x5_internal	rs_10	CNV0_02479
repeated_stratified_5x5_internal	rs_10	CNV0_02512
repeated_stratified_5x5_internal	rs_10	CNV0_02516
repeated_stratified_5x5_internal	rs_10	CNV0_02543
repeated_stratified_5x5_internal	rs_10	CNV0_02555
repeated_stratified_5x5_internal	rs_10	CNV0_02575
repeated_stratified_5x5_internal	rs_10	CNV0_02579
repeated_stratified_5x5_internal	rs_10	CNV0_02584
repeated_stratified_5x5_internal	rs_10	CNV0_02585
repeated_stratified_5x5_internal	rs_10	CNV0_02587
repeated_stratified_5x5_internal	rs_10	CNV0_02590
repeated_stratified_5x5_internal	rs_10	CNV0_02655
repeated_stratified_5x5_internal	rs_10	CNV0_02708
repeated_stratified_5x5_internal	rs_10	CNV0_02709
repeated_stratified_5x5_internal	rs_11	CNV0_02396
repeated_stratified_5x5_internal	rs_11	CNV0_02413
repeated_stratified_5x5_internal	rs_11	CNV0_02416
repeated_stratified_5x5_internal	rs_11	CNV0_02425
repeated_stratified_5x5_internal	rs_11	CNV0_02453
repeated_stratified_5x5_internal	rs_11	CNV0_02460
repeated_stratified_5x5_internal	rs_11	CNV0_02511
repeated_stratified_5x5_internal	rs_11	CNV0_02515
repeated_stratified_5x5_internal	rs_11	CNV0_02563
repeated_stratified_5x5_internal	rs_11	CNV0_02571
repeated_stratified_5x5_internal	rs_11	CNV0_02574
repeated_stratified_5x5_internal	rs_11	CNV0_02586
repeated_stratified_5x5_internal	rs_11	CNV0_02588
repeated_stratified_5x5_internal	rs_11	CNV0_02589
repeated_stratified_5x5_internal	rs_11	CNV0_02591
repeated_stratified_5x5_internal	rs_11	CNV0_02593
repeated_stratified_5x5_internal	rs_11	CNV0_02594
repeated_stratified_5x5_internal	rs_11	CNV0_02660
repeated_stratified_5x5_internal	rs_12	CNV0_02401
repeated_stratified_5x5_internal	rs_12	CNV0_02405
repeated_stratified_5x5_internal	rs_12	CNV0_02419
repeated_stratified_5x5_internal	rs_12	CNV0_02442
repeated_stratified_5x5_internal	rs_12	CNV0_02514
repeated_stratified_5x5_internal	rs_12	CNV0_02517
repeated_stratified_5x5_internal	rs_12	CNV0_02537
repeated_stratified_5x5_internal	rs_12	CNV0_02545
repeated_stratified_5x5_internal	rs_12	CNV0_02550
repeated_stratified_5x5_internal	rs_12	CNV0_02557
repeated_stratified_5x5_internal	rs_12	CNV0_02565
repeated_stratified_5x5_internal	rs_12	CNV0_02567
repeated_stratified_5x5_internal	rs_12	CNV0_02572
repeated_stratified_5x5_internal	rs_12	CNV0_02577
repeated_stratified_5x5_internal	rs_12	CNV0_02581
repeated_stratified_5x5_internal	rs_12	CNV0_02583
repeated_stratified_5x5_internal	rs_12	CNV0_02681
repeated_stratified_5x5_internal	rs_12	CNV0_02712
repeated_stratified_5x5_internal	rs_13	CNV0_02411
repeated_stratified_5x5_internal	rs_13	CNV0_02414
repeated_stratified_5x5_internal	rs_13	CNV0_02418
repeated_stratified_5x5_internal	rs_13	CNV0_02421
repeated_stratified_5x5_internal	rs_13	CNV0_02477
repeated_stratified_5x5_internal	rs_13	CNV0_02478
repeated_stratified_5x5_internal	rs_13	CNV0_02510
repeated_stratified_5x5_internal	rs_13	CNV0_02536
repeated_stratified_5x5_internal	rs_13	CNV0_02538
repeated_stratified_5x5_internal	rs_13	CNV0_02553
repeated_stratified_5x5_internal	rs_13	CNV0_02559
repeated_stratified_5x5_internal	rs_13	CNV0_02562
repeated_stratified_5x5_internal	rs_13	CNV0_02568
repeated_stratified_5x5_internal	rs_13	CNV0_02569
repeated_stratified_5x5_internal	rs_13	CNV0_02578
repeated_stratified_5x5_internal	rs_13	CNV0_02580
repeated_stratified_5x5_internal	rs_13	CNV0_02685
repeated_stratified_5x5_internal	rs_13	CNV0_02713
repeated_stratified_5x5_internal	rs_14	CNV0_02424
repeated_stratified_5x5_internal	rs_14	CNV0_02450
repeated_stratified_5x5_internal	rs_14	CNV0_02452
repeated_stratified_5x5_internal	rs_14	CNV0_02458
repeated_stratified_5x5_internal	rs_14	CNV0_02513
repeated_stratified_5x5_internal	rs_14	CNV0_02518
repeated_stratified_5x5_internal	rs_14	CNV0_02520
repeated_stratified_5x5_internal	rs_14	CNV0_02544
repeated_stratified_5x5_internal	rs_14	CNV0_02551
repeated_stratified_5x5_internal	rs_14	CNV0_02556
repeated_stratified_5x5_internal	rs_14	CNV0_02561
repeated_stratified_5x5_internal	rs_14	CNV0_02564
repeated_stratified_5x5_internal	rs_14	CNV0_02570
repeated_stratified_5x5_internal	rs_14	CNV0_02573
repeated_stratified_5x5_internal	rs_14	CNV0_02582
repeated_stratified_5x5_internal	rs_14	CNV0_02592
repeated_stratified_5x5_internal	rs_14	CNV0_02710
repeated_stratified_5x5_internal	rs_15	CNV0_02401
repeated_stratified_5x5_internal	rs_15	CNV0_02405
repeated_stratified_5x5_internal	rs_15	CNV0_02414
repeated_stratified_5x5_internal	rs_15	CNV0_02415
repeated_stratified_5x5_internal	rs_15	CNV0_02416
repeated_stratified_5x5_internal	rs_15	CNV0_02424
repeated_stratified_5x5_internal	rs_15	CNV0_02448
repeated_stratified_5x5_internal	rs_15	CNV0_02460
repeated_stratified_5x5_internal	rs_15	CNV0_02477
repeated_stratified_5x5_internal	rs_15	CNV0_02520
repeated_stratified_5x5_internal	rs_15	CNV0_02543
repeated_stratified_5x5_internal	rs_15	CNV0_02565
repeated_stratified_5x5_internal	rs_15	CNV0_02569
repeated_stratified_5x5_internal	rs_15	CNV0_02572
repeated_stratified_5x5_internal	rs_15	CNV0_02580
repeated_stratified_5x5_internal	rs_15	CNV0_02584
repeated_stratified_5x5_internal	rs_15	CNV0_02588
repeated_stratified_5x5_internal	rs_15	CNV0_02660
repeated_stratified_5x5_internal	rs_16	CNV0_02412
repeated_stratified_5x5_internal	rs_16	CNV0_02418
repeated_stratified_5x5_internal	rs_16	CNV0_02421
repeated_stratified_5x5_internal	rs_16	CNV0_02479
repeated_stratified_5x5_internal	rs_16	CNV0_02513
repeated_stratified_5x5_internal	rs_16	CNV0_02515
repeated_stratified_5x5_internal	rs_16	CNV0_02536
repeated_stratified_5x5_internal	rs_16	CNV0_02553
repeated_stratified_5x5_internal	rs_16	CNV0_02557
repeated_stratified_5x5_internal	rs_16	CNV0_02563
repeated_stratified_5x5_internal	rs_16	CNV0_02570
repeated_stratified_5x5_internal	rs_16	CNV0_02578
repeated_stratified_5x5_internal	rs_16	CNV0_02586
repeated_stratified_5x5_internal	rs_16	CNV0_02587
repeated_stratified_5x5_internal	rs_16	CNV0_02590
repeated_stratified_5x5_internal	rs_16	CNV0_02709
repeated_stratified_5x5_internal	rs_16	CNV0_02710
repeated_stratified_5x5_internal	rs_16	CNV0_02712
repeated_stratified_5x5_internal	rs_17	CNV0_02419
repeated_stratified_5x5_internal	rs_17	CNV0_02442
repeated_stratified_5x5_internal	rs_17	CNV0_02458
repeated_stratified_5x5_internal	rs_17	CNV0_02510
repeated_stratified_5x5_internal	rs_17	CNV0_02517
repeated_stratified_5x5_internal	rs_17	CNV0_02518
repeated_stratified_5x5_internal	rs_17	CNV0_02537
repeated_stratified_5x5_internal	rs_17	CNV0_02538
repeated_stratified_5x5_internal	rs_17	CNV0_02545
repeated_stratified_5x5_internal	rs_17	CNV0_02551
repeated_stratified_5x5_internal	rs_17	CNV0_02561
repeated_stratified_5x5_internal	rs_17	CNV0_02562
repeated_stratified_5x5_internal	rs_17	CNV0_02574
repeated_stratified_5x5_internal	rs_17	CNV0_02577
repeated_stratified_5x5_internal	rs_17	CNV0_02581
repeated_stratified_5x5_internal	rs_17	CNV0_02582
repeated_stratified_5x5_internal	rs_17	CNV0_02655
repeated_stratified_5x5_internal	rs_17	CNV0_02713
repeated_stratified_5x5_internal	rs_18	CNV0_02413
repeated_stratified_5x5_internal	rs_18	CNV0_02425
repeated_stratified_5x5_internal	rs_18	CNV0_02452
repeated_stratified_5x5_internal	rs_18	CNV0_02478
repeated_stratified_5x5_internal	rs_18	CNV0_02512
repeated_stratified_5x5_internal	rs_18	CNV0_02516
repeated_stratified_5x5_internal	rs_18	CNV0_02550
repeated_stratified_5x5_internal	rs_18	CNV0_02555
repeated_stratified_5x5_internal	rs_18	CNV0_02556
repeated_stratified_5x5_internal	rs_18	CNV0_02564
repeated_stratified_5x5_internal	rs_18	CNV0_02567
repeated_stratified_5x5_internal	rs_18	CNV0_02568
repeated_stratified_5x5_internal	rs_18	CNV0_02571
repeated_stratified_5x5_internal	rs_18	CNV0_02573
repeated_stratified_5x5_internal	rs_18	CNV0_02591
repeated_stratified_5x5_internal	rs_18	CNV0_02594
repeated_stratified_5x5_internal	rs_18	CNV0_02685
repeated_stratified_5x5_internal	rs_18	CNV0_02708
repeated_stratified_5x5_internal	rs_19	CNV0_02396
repeated_stratified_5x5_internal	rs_19	CNV0_02398
repeated_stratified_5x5_internal	rs_19	CNV0_02411
repeated_stratified_5x5_internal	rs_19	CNV0_02450
repeated_stratified_5x5_internal	rs_19	CNV0_02453
repeated_stratified_5x5_internal	rs_19	CNV0_02511
repeated_stratified_5x5_internal	rs_19	CNV0_02514
repeated_stratified_5x5_internal	rs_19	CNV0_02544
repeated_stratified_5x5_internal	rs_19	CNV0_02559
repeated_stratified_5x5_internal	rs_19	CNV0_02575
repeated_stratified_5x5_internal	rs_19	CNV0_02579
repeated_stratified_5x5_internal	rs_19	CNV0_02583
repeated_stratified_5x5_internal	rs_19	CNV0_02585
repeated_stratified_5x5_internal	rs_19	CNV0_02589
repeated_stratified_5x5_internal	rs_19	CNV0_02592
repeated_stratified_5x5_internal	rs_19	CNV0_02593
repeated_stratified_5x5_internal	rs_19	CNV0_02681
repeated_stratified_5x5_internal	rs_20	CNV0_02405
repeated_stratified_5x5_internal	rs_20	CNV0_02421
repeated_stratified_5x5_internal	rs_20	CNV0_02424
repeated_stratified_5x5_internal	rs_20	CNV0_02477
repeated_stratified_5x5_internal	rs_20	CNV0_02478
repeated_stratified_5x5_internal	rs_20	CNV0_02515
repeated_stratified_5x5_internal	rs_20	CNV0_02516
repeated_stratified_5x5_internal	rs_20	CNV0_02518
repeated_stratified_5x5_internal	rs_20	CNV0_02551
repeated_stratified_5x5_internal	rs_20	CNV0_02553
repeated_stratified_5x5_internal	rs_20	CNV0_02556
repeated_stratified_5x5_internal	rs_20	CNV0_02559
repeated_stratified_5x5_internal	rs_20	CNV0_02572
repeated_stratified_5x5_internal	rs_20	CNV0_02577
repeated_stratified_5x5_internal	rs_20	CNV0_02578
repeated_stratified_5x5_internal	rs_20	CNV0_02579
repeated_stratified_5x5_internal	rs_20	CNV0_02594
repeated_stratified_5x5_internal	rs_20	CNV0_02713
repeated_stratified_5x5_internal	rs_21	CNV0_02396
repeated_stratified_5x5_internal	rs_21	CNV0_02415
repeated_stratified_5x5_internal	rs_21	CNV0_02416
repeated_stratified_5x5_internal	rs_21	CNV0_02425
repeated_stratified_5x5_internal	rs_21	CNV0_02442
repeated_stratified_5x5_internal	rs_21	CNV0_02458
repeated_stratified_5x5_internal	rs_21	CNV0_02537
repeated_stratified_5x5_internal	rs_21	CNV0_02555
repeated_stratified_5x5_internal	rs_21	CNV0_02563
repeated_stratified_5x5_internal	rs_21	CNV0_02570
repeated_stratified_5x5_internal	rs_21	CNV0_02571
repeated_stratified_5x5_internal	rs_21	CNV0_02574
repeated_stratified_5x5_internal	rs_21	CNV0_02575
repeated_stratified_5x5_internal	rs_21	CNV0_02581
repeated_stratified_5x5_internal	rs_21	CNV0_02587
repeated_stratified_5x5_internal	rs_21	CNV0_02591
repeated_stratified_5x5_internal	rs_21	CNV0_02592
repeated_stratified_5x5_internal	rs_21	CNV0_02709
repeated_stratified_5x5_internal	rs_22	CNV0_02401
repeated_stratified_5x5_internal	rs_22	CNV0_02419
repeated_stratified_5x5_internal	rs_22	CNV0_02448
repeated_stratified_5x5_internal	rs_22	CNV0_02450
repeated_stratified_5x5_internal	rs_22	CNV0_02452
repeated_stratified_5x5_internal	rs_22	CNV0_02453
repeated_stratified_5x5_internal	rs_22	CNV0_02514
repeated_stratified_5x5_internal	rs_22	CNV0_02520
repeated_stratified_5x5_internal	rs_22	CNV0_02538
repeated_stratified_5x5_internal	rs_22	CNV0_02545
repeated_stratified_5x5_internal	rs_22	CNV0_02564
repeated_stratified_5x5_internal	rs_22	CNV0_02565
repeated_stratified_5x5_internal	rs_22	CNV0_02567
repeated_stratified_5x5_internal	rs_22	CNV0_02569
repeated_stratified_5x5_internal	rs_22	CNV0_02573
repeated_stratified_5x5_internal	rs_22	CNV0_02584
repeated_stratified_5x5_internal	rs_22	CNV0_02589
repeated_stratified_5x5_internal	rs_22	CNV0_02660
repeated_stratified_5x5_internal	rs_23	CNV0_02412
repeated_stratified_5x5_internal	rs_23	CNV0_02413
repeated_stratified_5x5_internal	rs_23	CNV0_02418
repeated_stratified_5x5_internal	rs_23	CNV0_02479
repeated_stratified_5x5_internal	rs_23	CNV0_02510
repeated_stratified_5x5_internal	rs_23	CNV0_02512
repeated_stratified_5x5_internal	rs_23	CNV0_02517
repeated_stratified_5x5_internal	rs_23	CNV0_02536
repeated_stratified_5x5_internal	rs_23	CNV0_02543
repeated_stratified_5x5_internal	rs_23	CNV0_02550
repeated_stratified_5x5_internal	rs_23	CNV0_02562
repeated_stratified_5x5_internal	rs_23	CNV0_02580
repeated_stratified_5x5_internal	rs_23	CNV0_02585
repeated_stratified_5x5_internal	rs_23	CNV0_02590
repeated_stratified_5x5_internal	rs_23	CNV0_02593
repeated_stratified_5x5_internal	rs_23	CNV0_02655
repeated_stratified_5x5_internal	rs_23	CNV0_02708
repeated_stratified_5x5_internal	rs_23	CNV0_02712
repeated_stratified_5x5_internal	rs_24	CNV0_02398
repeated_stratified_5x5_internal	rs_24	CNV0_02411
repeated_stratified_5x5_internal	rs_24	CNV0_02414
repeated_stratified_5x5_internal	rs_24	CNV0_02460
repeated_stratified_5x5_internal	rs_24	CNV0_02511
repeated_stratified_5x5_internal	rs_24	CNV0_02513
repeated_stratified_5x5_internal	rs_24	CNV0_02544
repeated_stratified_5x5_internal	rs_24	CNV0_02557
repeated_stratified_5x5_internal	rs_24	CNV0_02561
repeated_stratified_5x5_internal	rs_24	CNV0_02568
repeated_stratified_5x5_internal	rs_24	CNV0_02582
repeated_stratified_5x5_internal	rs_24	CNV0_02583
repeated_stratified_5x5_internal	rs_24	CNV0_02586
repeated_stratified_5x5_internal	rs_24	CNV0_02588
repeated_stratified_5x5_internal	rs_24	CNV0_02681
repeated_stratified_5x5_internal	rs_24	CNV0_02685
repeated_stratified_5x5_internal	rs_24	CNV0_02710
hla_stratified_group_5fold	hla_00	CNV0_02396
hla_stratified_group_5fold	hla_00	CNV0_02453
hla_stratified_group_5fold	hla_00	CNV0_02545
hla_stratified_group_5fold	hla_00	CNV0_02579
hla_stratified_group_5fold	hla_00	CNV0_02580
hla_stratified_group_5fold	hla_00	CNV0_02581
hla_stratified_group_5fold	hla_00	CNV0_02582
hla_stratified_group_5fold	hla_00	CNV0_02583
hla_stratified_group_5fold	hla_00	CNV0_02584
hla_stratified_group_5fold	hla_00	CNV0_02585
hla_stratified_group_5fold	hla_00	CNV0_02586
hla_stratified_group_5fold	hla_00	CNV0_02587
hla_stratified_group_5fold	hla_00	CNV0_02588
hla_stratified_group_5fold	hla_00	CNV0_02589
hla_stratified_group_5fold	hla_00	CNV0_02590
hla_stratified_group_5fold	hla_00	CNV0_02591
hla_stratified_group_5fold	hla_00	CNV0_02592
hla_stratified_group_5fold	hla_00	CNV0_02593
hla_stratified_group_5fold	hla_00	CNV0_02594
hla_stratified_group_5fold	hla_01	CNV0_02405
hla_stratified_group_5fold	hla_01	CNV0_02411
hla_stratified_group_5fold	hla_01	CNV0_02412
hla_stratified_group_5fold	hla_01	CNV0_02413
hla_stratified_group_5fold	hla_01	CNV0_02414
hla_stratified_group_5fold	hla_01	CNV0_02415
hla_stratified_group_5fold	hla_01	CNV0_02416
hla_stratified_group_5fold	hla_01	CNV0_02418
hla_stratified_group_5fold	hla_01	CNV0_02419
hla_stratified_group_5fold	hla_01	CNV0_02421
hla_stratified_group_5fold	hla_01	CNV0_02424
hla_stratified_group_5fold	hla_01	CNV0_02425
hla_stratified_group_5fold	hla_01	CNV0_02448
hla_stratified_group_5fold	hla_01	CNV0_02452
hla_stratified_group_5fold	hla_01	CNV0_02458
hla_stratified_group_5fold	hla_01	CNV0_02460
hla_stratified_group_5fold	hla_01	CNV0_02510
hla_stratified_group_5fold	hla_01	CNV0_02513
hla_stratified_group_5fold	hla_01	CNV0_02514
hla_stratified_group_5fold	hla_01	CNV0_02515
hla_stratified_group_5fold	hla_01	CNV0_02517
hla_stratified_group_5fold	hla_01	CNV0_02518
hla_stratified_group_5fold	hla_01	CNV0_02536
hla_stratified_group_5fold	hla_01	CNV0_02537
hla_stratified_group_5fold	hla_01	CNV0_02538
hla_stratified_group_5fold	hla_01	CNV0_02556
hla_stratified_group_5fold	hla_01	CNV0_02557
hla_stratified_group_5fold	hla_01	CNV0_02559
hla_stratified_group_5fold	hla_01	CNV0_02561
hla_stratified_group_5fold	hla_01	CNV0_02565
hla_stratified_group_5fold	hla_01	CNV0_02708
hla_stratified_group_5fold	hla_01	CNV0_02709
hla_stratified_group_5fold	hla_01	CNV0_02710
hla_stratified_group_5fold	hla_02	CNV0_02398
hla_stratified_group_5fold	hla_02	CNV0_02450
hla_stratified_group_5fold	hla_02	CNV0_02550
hla_stratified_group_5fold	hla_02	CNV0_02551
hla_stratified_group_5fold	hla_02	CNV0_02562
hla_stratified_group_5fold	hla_02	CNV0_02567
