sample_id	condition	source_niche	neighbor_niche	observed_edges	source_edges	observed_neighbor_fraction	expected_slide_label_fraction	log2_enrichment_proxy	binomial_z_proxy_not_independent	claim_boundary
GSM7980860_N-1	normal	RAI-low dedifferentiated niche	HLA-visible inflamed niche	1	12	0.08333333333333333	0.08415105560511447	-0.014087511799007468	-0.010203630912379172	Proxy adjacency enrichment; spots are not independent biological replicates and p-values are not claimed.
GSM7980860_N-1	normal	RAI-low dedifferentiated niche	HLA-low invisible tumor niche	0	12	0.0	0.0020814748736247396	-11.024083373330619	-0.15820808253003618	Proxy adjacency enrichment; spots are not independent biological replicates and p-values are not claimed.
GSM7980860_N-1	normal	RAI-low dedifferentiated niche	CD8-excluded / myeloid-CAF niche	2	12	0.16666666666666666	0.15640796907523044	0.09165100576403148	0.09783340705470392	Proxy adjacency enrichment; spots are not independent biological replicates and p-values are not claimed.
GSM7980860_N-1	normal	RAI-low dedifferentiated niche	APC-rich niche	4	12	0.3333333333333333	0.18584597085935176	0.8428547485020169	1.3134561215356286	Proxy adjacency enrichment; spots are not independent biological replicates and p-values are not claimed.
GSM7980860_N-1	normal	RAI-low dedifferentiated niche	Drug-delivery failure proxy niche	3	12	0.25	0.25007433838834375	-0.00042892501311638296	-0.0005946481781834803	Proxy adjacency enrichment; spots are not independent biological replicates and p-values are not claimed.
GSM7980860_N-1	normal	RAI-low dedifferentiated niche	Mixed/Other	2	12	0.16666666666666666	0.3095450490633363	-0.8931797950371154	-1.0706007482327526	Proxy adjacency enrichment; spots are not independent biological replicates and p-values are not claimed.
GSM7980860_N-1	normal	HLA-visible inflamed niche	RAI-restorable niche	16	1698	0.009422850412249705	0.011299435028248588	-0.2619897684441177	-0.73160428227665	Proxy adjacency enrichment; spots are not independent biological replicates and p-values are not claimed.
GSM7980860_N-1	normal	HLA-visible inflamed niche	RAI-low dedifferentiated niche	1	1698	0.0005889281507656066	0.0005947071067499256	-0.014063915714027242	-0.009767779402584885	Proxy adjacency enrichment; spots are not independent biological replicates and p-values are not claimed.
GSM7980860_N-1	normal	HLA-visible inflamed niche	HLA-visible inflamed niche	142	1698	0.08362779740871613	0.08415105560511447	-0.008998696084422777	-0.07766818817903831	Proxy adjacency enrichment; spots are not independent biological replicates and p-values are not claimed.
GSM7980860_N-1	normal	HLA-visible inflamed niche	HLA-low invisible tumor niche	6	1698	0.0035335689045936395	0.0020814748736247396	0.7632351780971399	1.312896390633968	Proxy adjacency enrichment; spots are not independent biological replicates and p-values are not claimed.
GSM7980860_N-1	normal	HLA-visible inflamed niche	CD8-excluded / myeloid-CAF niche	281	1698	0.16548881036513546	0.15640796907523044	0.08141914476245721	1.030147127027506	Proxy adjacency enrichment; spots are not independent biological replicates and p-values are not claimed.
GSM7980860_N-1	normal	HLA-visible inflamed niche	APC-rich niche	296	1698	0.17432273262661954	0.18584597085935176	-0.09234618080267736	-1.220712861444254	Proxy adjacency enrichment; spots are not independent biological replicates and p-values are not claimed.
GSM7980860_N-1	normal	HLA-visible inflamed niche	Drug-delivery failure proxy niche	419	1698	0.24676089517078917	0.25007433838834375	-0.019243159117010456	-0.3152860123657737	Proxy adjacency enrichment; spots are not independent biological replicates and p-values are not claimed.
GSM7980860_N-1	normal	HLA-visible inflamed niche	Mixed/Other	537	1698	0.31625441696113077	0.3095450490633363	0.030936145782764553	0.598027071668404	Proxy adjacency enrichment; spots are not independent biological replicates and p-values are not claimed.
GSM7980860_N-1	normal	HLA-low invisible tumor niche	RAI-restorable niche	0	42	0.0	0.011299435028248588	-13.464090692102854	-0.6928203230275509	Proxy adjacency enrichment; spots are not independent biological replicates and p-values are not claimed.
GSM7980860_N-1	normal	HLA-low invisible tumor niche	RAI-low dedifferentiated niche	0	42	0.0	0.0005947071067499256	-9.218459360223866	-0.1580903594074544	Proxy adjacency enrichment; spots are not independent biological replicates and p-values are not claimed.
GSM7980860_N-1	normal	HLA-low invisible tumor niche	HLA-visible inflamed niche	6	42	0.14285714285714285	0.08415105560511447	0.7635128534578676	1.3704590786429254	Proxy adjacency enrichment; spots are not independent biological replicates and p-values are not claimed.
GSM7980860_N-1	normal	HLA-low invisible tumor niche	HLA-low invisible tumor niche	0	42	0.0	0.0020814748736247396	-11.024083373330619	-0.29598022032292565	Proxy adjacency enrichment; spots are not independent biological replicates and p-values are not claimed.
GSM7980860_N-1	normal	HLA-low invisible tumor niche	CD8-excluded / myeloid-CAF niche	10	42	0.23809523809523808	0.15640796907523044	0.60622158175596	1.4574153838823336	Proxy adjacency enrichment; spots are not independent biological replicates and p-values are not claimed.
GSM7980860_N-1	normal	HLA-low invisible tumor niche	APC-rich niche	11	42	0.2619047619047619	0.18584597085935176	0.49493262546453787	1.267197186381225	Proxy adjacency enrichment; spots are not independent biological replicates and p-values are not claimed.
GSM7980860_N-1	normal	HLA-low invisible tumor niche	Drug-delivery failure proxy niche	8	42	0.19047619047619047	0.25007433838834375	-0.392744544431416	-0.8918950162996102	Proxy adjacency enrichment; spots are not independent biological replicates and p-values are not claimed.
GSM7980860_N-1	normal	HLA-low invisible tumor niche	Mixed/Other	7	42	0.16666666666666666	0.3095450490633363	-0.8931797950371154	-2.0029105989553937	Proxy adjacency enrichment; spots are not independent biological replicates and p-values are not claimed.
GSM7980860_N-1	normal	CD8-excluded / myeloid-CAF niche	RAI-restorable niche	76	3156	0.024081115335868188	0.011299435028248588	1.09158380921742	6.7935330465636845	Proxy adjacency enrichment; spots are not independent biological replicates and p-values are not claimed.
GSM7980860_N-1	normal	CD8-excluded / myeloid-CAF niche	RAI-low dedifferentiated niche	2	3156	0.0006337135614702154	0.0005947071067499256	0.09150249753283848	0.08988404112844335	Proxy adjacency enrichment; spots are not independent biological replicates and p-values are not claimed.
GSM7980860_N-1	normal	CD8-excluded / myeloid-CAF niche	HLA-visible inflamed niche	272	3156	0.08618504435994931	0.08415105560511447	0.03445576733099434	0.4115999715882669	Proxy adjacency enrichment; spots are not independent biological replicates and p-values are not claimed.
GSM7980860_N-1	normal	CD8-excluded / myeloid-CAF niche	HLA-low invisible tumor niche	10	3156	0.0031685678073510772	0.0020814748736247396	0.6059870435888398	1.3399914931039059	Proxy adjacency enrichment; spots are not independent biological replicates and p-values are not claimed.
GSM7980860_N-1	normal	CD8-excluded / myeloid-CAF niche	CD8-excluded / myeloid-CAF niche	661	3156	0.2094423320659062	0.15640796907523044	0.4212367100873063	8.202196725452412	Proxy adjacency enrichment; spots are not independent biological replicates and p-values are not claimed.
GSM7980860_N-1	normal	CD8-excluded / myeloid-CAF niche	APC-rich niche	586	3156	0.18567807351077312	0.18584597085935176	-0.0013039445946403437	-0.02424836562579066	Proxy adjacency enrichment; spots are not independent biological replicates and p-values are not claimed.
GSM7980860_N-1	normal	CD8-excluded / myeloid-CAF niche	Drug-delivery failure proxy niche	703	3156	0.22275031685678073	0.25007433838834375	-0.16692883000099887	-3.544618048198081	Proxy adjacency enrichment; spots are not independent biological replicates and p-values are not claimed.
GSM7980860_N-1	normal	CD8-excluded / myeloid-CAF niche	Mixed/Other	846	3156	0.26806083650190116	0.3095450490633363	-0.20758820539504955	-5.041058565953639	Proxy adjacency enrichment; spots are not independent biological replicates and p-values are not claimed.
GSM7980860_N-1	normal	APC-rich niche	RAI-restorable niche	39	3750	0.0104	0.011299435028248588	-0.11965607017886505	-0.5211043218835494	Proxy adjacency enrichment; spots are not independent biological replicates and p-values are not claimed.
GSM7980860_N-1	normal	APC-rich niche	RAI-low dedifferentiated niche	4	3750	0.0010666666666666667	0.0005947071067499256	0.841786221829661	1.185490381324552	Proxy adjacency enrichment; spots are not independent biological replicates and p-values are not claimed.
GSM7980860_N-1	normal	APC-rich niche	HLA-visible inflamed niche	309	3750	0.0824	0.08415105560511447	-0.030336667351977018	-0.38625477609163394	Proxy adjacency enrichment; spots are not independent biological replicates and p-values are not claimed.
GSM7980860_N-1	normal	APC-rich niche	HLA-low invisible tumor niche	11	3750	0.0029333333333333334	0.0020814748736247396	0.49473367839985005	1.1445899960911994	Proxy adjacency enrichment; spots are not independent biological replicates and p-values are not claimed.
GSM7980860_N-1	normal	APC-rich niche	CD8-excluded / myeloid-CAF niche	584	3750	0.15573333333333333	0.15640796907523044	-0.006236207198592599	-0.1137337365297856	Proxy adjacency enrichment; spots are not independent biological replicates and p-values are not claimed.
GSM7980860_N-1	normal	APC-rich niche	APC-rich niche	923	3750	0.24613333333333334	0.18584597085935176	0.4053307399448611	9.491001779775209	Proxy adjacency enrichment; spots are not independent biological replicates and p-values are not claimed.
GSM7980860_N-1	normal	APC-rich niche	Drug-delivery failure proxy niche	914	3750	0.24373333333333333	0.25007433838834375	-0.037053301852802555	-0.8966646769278006	Proxy adjacency enrichment; spots are not independent biological replicates and p-values are not claimed.
GSM7980860_N-1	normal	APC-rich niche	Mixed/Other	966	3750	0.2576	0.3095450490633363	-0.2650158513817121	-6.880661446823511	Proxy adjacency enrichment; spots are not independent biological replicates and p-values are not claimed.
GSM7980860_N-1	normal	Drug-delivery failure proxy niche	RAI-restorable niche	33	5046	0.006539833531510107	0.011299435028248588	-0.7888319100736102	-3.1987732806662192	Proxy adjacency enrichment; spots are not independent biological replicates and p-values are not claimed.
GSM7980860_N-1	normal	Drug-delivery failure proxy niche	RAI-low dedifferentiated niche	3	5046	0.0005945303210463733	0.0005947071067499256	-0.00042820659213031634	-0.0005151080981144222	Proxy adjacency enrichment; spots are not independent biological replicates and p-values are not claimed.
GSM7980860_N-1	normal	Drug-delivery failure proxy niche	HLA-visible inflamed niche	416	5046	0.08244153785176378	0.08415105560511447	-0.02960959664240472	-0.4374269431165772	Proxy adjacency enrichment; spots are not independent biological replicates and p-values are not claimed.
GSM7980860_N-1	normal	Drug-delivery failure proxy niche	HLA-low invisible tumor niche	8	5046	0.0015854141894569957	0.0020814748736247396	-0.3925296019499948	-0.7731705478704429	Proxy adjacency enrichment; spots are not independent biological replicates and p-values are not claimed.
GSM7980860_N-1	normal	Drug-delivery failure proxy niche	CD8-excluded / myeloid-CAF niche	712	5046	0.14110186286167262	0.15640796907523044	-0.1485759852119974	-2.99324780797044	Proxy adjacency enrichment; spots are not independent biological replicates and p-values are not claimed.
GSM7980860_N-1	normal	Drug-delivery failure proxy niche	APC-rich niche	911	5046	0.18053904082441538	0.18584597085935176	-0.041796335009931906	-0.969141345618082	Proxy adjacency enrichment; spots are not independent biological replicates and p-values are not claimed.
GSM7980860_N-1	normal	Drug-delivery failure proxy niche	Drug-delivery failure proxy niche	1494	5046	0.29607609988109396	0.25007433838834375	0.24361011873995522	7.5457847658266655	Proxy adjacency enrichment; spots are not independent biological replicates and p-values are not claimed.
GSM7980860_N-1	normal	Drug-delivery failure proxy niche	Mixed/Other	1469	5046	0.2911216805390408	0.3095450490633363	-0.08852680524603412	-2.830825228224666	Proxy adjacency enrichment; spots are not independent biological replicates and p-values are not claimed.
GSM7980860_N-1	normal	Mixed/Other	RAI-restorable niche	29	6246	0.0046429715017611275	0.011299435028248588	-1.28294728846598	-4.977185082577603	Proxy adjacency enrichment; spots are not independent biological replicates and p-values are not claimed.
GSM7980860_N-1	normal	Mixed/Other	RAI-low dedifferentiated niche	2	6246	0.0003202049311559398	0.0005947071067499256	-0.8911091290895199	-0.8898655501938333	Proxy adjacency enrichment; spots are not independent biological replicates and p-values are not claimed.
GSM7980860_N-1	normal	Mixed/Other	HLA-visible inflamed niche	522	6246	0.08357348703170028	0.08415105560511447	-0.009935918276048686	-0.16442310137513852	Proxy adjacency enrichment; spots are not independent biological replicates and p-values are not claimed.
GSM7980860_N-1	normal	Mixed/Other	HLA-low invisible tumor niche	8	6246	0.001280819724623759	0.0020814748736247396	-0.7001057133573223	-1.388396026605693	Proxy adjacency enrichment; spots are not independent biological replicates and p-values are not claimed.
GSM7980860_N-1	normal	Mixed/Other	CD8-excluded / myeloid-CAF niche	855	6246	0.13688760806916425	0.15640796907523044	-0.19232085467796806	-4.247106607630992	Proxy adjacency enrichment; spots are not independent biological replicates and p-values are not claimed.
GSM7980860_N-1	normal	Mixed/Other	APC-rich niche	961	6246	0.15385846942042908	0.18584597085935176	-0.27250193536560796	-6.499073448505095	Proxy adjacency enrichment; spots are not independent biological replicates and p-values are not claimed.
GSM7980860_N-1	normal	Mixed/Other	Drug-delivery failure proxy niche	1466	6246	0.23471021453730387	0.25007433838834375	-0.09147601497407318	-2.803916766820027	Proxy adjacency enrichment; spots are not independent biological replicates and p-values are not claimed.
GSM7980860_N-1	normal	Mixed/Other	Mixed/Other	2403	6246	0.38472622478386165	0.3095450490633363	0.3136818785706191	12.852289452714285	Proxy adjacency enrichment; spots are not independent biological replicates and p-values are not claimed.
GSM7980861_N-2	normal	RAI-restorable niche	RAI-restorable niche	58	960	0.06041666666666667	0.042127435492364404	0.5201761281068201	2.8209454470736555	Proxy adjacency enrichment; spots are not independent biological replicates and p-values are not claimed.
GSM7980861_N-2	normal	RAI-restorable niche	RAI-low dedifferentiated niche	1	960	0.0010416666666666667	0.002369668246445498	-1.1850157729137252	-0.8462635027418131	Proxy adjacency enrichment; spots are not independent biological replicates and p-values are not claimed.
GSM7980861_N-2	normal	RAI-restorable niche	HLA-visible inflamed niche	69	960	0.071875	0.0631911532385466	0.18576469738145085	1.1058446859460318	Proxy adjacency enrichment; spots are not independent biological replicates and p-values are not claimed.
GSM7980861_N-2	normal	RAI-restorable niche	HLA-low invisible tumor niche	23	960	0.023958333333333335	0.02238020010531859	0.0983003684712481	0.33056913667168775	Proxy adjacency enrichment; spots are not independent biological replicates and p-values are not claimed.
GSM7980861_N-2	normal	RAI-restorable niche	CD8-excluded / myeloid-CAF niche	94	960	0.09791666666666667	0.08214849921011058	0.253317399257114	1.7792247531522212	Proxy adjacency enrichment; spots are not independent biological replicates and p-values are not claimed.
GSM7980861_N-2	normal	RAI-restorable niche	APC-rich niche	60	960	0.0625	0.06740389678778304	-0.10897413048919868	-0.6060209485689914	Proxy adjacency enrichment; spots are not independent biological replicates and p-values are not claimed.
GSM7980861_N-2	normal	RAI-restorable niche	Drug-delivery failure proxy niche	262	960	0.27291666666666664	0.25013164823591366	0.1257724113298896	1.6300771739375728	Proxy adjacency enrichment; spots are not independent biological replicates and p-values are not claimed.
GSM7980861_N-2	normal	RAI-restorable niche	Mixed/Other	393	960	0.409375	0.4702474986835176	-0.19999681213047862	-3.778826831657065	Proxy adjacency enrichment; spots are not independent biological replicates and p-values are not claimed.
GSM7980861_N-2	normal	RAI-low dedifferentiated niche	RAI-restorable niche	1	54	0.018518518518518517	0.042127435492364404	-1.1857477490395818	-0.863647592063178	Proxy adjacency enrichment; spots are not independent biological replicates and p-values are not claimed.
GSM7980861_N-2	normal	RAI-low dedifferentiated niche	RAI-low dedifferentiated niche	0	54	0.0	0.002369668246445498	-11.211078069499921	-0.3581424761937025	Proxy adjacency enrichment; spots are not independent biological replicates and p-values are not claimed.
GSM7980861_N-2	normal	RAI-low dedifferentiated niche	HLA-visible inflamed niche	1	54	0.018518518518518517	0.0631911532385466	-1.7706988346620316	-1.3492263517190624	Proxy adjacency enrichment; spots are not independent biological replicates and p-values are not claimed.
GSM7980861_N-2	normal	RAI-low dedifferentiated niche	HLA-low invisible tumor niche	1	54	0.018518518518518517	0.02238020010531859	-0.27324080629170555	-0.19184759718737512	Proxy adjacency enrichment; spots are not independent biological replicates and p-values are not claimed.
GSM7980861_N-2	normal	RAI-low dedifferentiated niche	CD8-excluded / myeloid-CAF niche	1	54	0.018518518518518517	0.08214849921011058	-2.149205189378203	-1.7028352952415369	Proxy adjacency enrichment; spots are not independent biological replicates and p-values are not claimed.
GSM7980861_N-2	normal	RAI-low dedifferentiated niche	APC-rich niche	1	54	0.018518518518518517	0.06740389678778304	-1.8638068121598241	-1.4328032544165796	Proxy adjacency enrichment; spots are not independent biological replicates and p-values are not claimed.
GSM7980861_N-2	normal	RAI-low dedifferentiated niche	Drug-delivery failure proxy niche	16	54	0.2962962962962963	0.25013164823591366	0.2443520861238835	0.7833026110545781	Proxy adjacency enrichment; spots are not independent biological replicates and p-values are not claimed.
GSM7980861_N-2	normal	RAI-low dedifferentiated niche	Mixed/Other	33	54	0.6111111111111112	0.4702474986835176	0.3780137350499368	2.0739388470262896	Proxy adjacency enrichment; spots are not independent biological replicates and p-values are not claimed.
GSM7980861_N-2	normal	HLA-visible inflamed niche	RAI-restorable niche	71	1440	0.049305555555555554	0.042127435492364404	0.22698513286712668	1.3559871874045002	Proxy adjacency enrichment; spots are not independent biological replicates and p-values are not claimed.
GSM7980861_N-2	normal	HLA-visible inflamed niche	RAI-low dedifferentiated niche	1	1440	0.0006944444444444445	0.002369668246445498	-1.7692866099983544	-1.3074511880493653	Proxy adjacency enrichment; spots are not independent biological replicates and p-values are not claimed.
GSM7980861_N-2	normal	HLA-visible inflamed niche	HLA-visible inflamed niche	124	1440	0.08611111111111111	0.0631911532385466	0.4464707319104175	3.5747150501422253	Proxy adjacency enrichment; spots are not independent biological replicates and p-values are not claimed.
GSM7980861_N-2	normal	HLA-visible inflamed niche	HLA-low invisible tumor niche	21	1440	0.014583333333333334	0.02238020010531859	-0.6178679568396896	-2.0002504754357435	Proxy adjacency enrichment; spots are not independent biological replicates and p-values are not claimed.
GSM7980861_N-2	normal	HLA-visible inflamed niche	CD8-excluded / myeloid-CAF niche	119	1440	0.08263888888888889	0.08214849921011058	0.008586534051417145	0.0677698522917859	Proxy adjacency enrichment; spots are not independent biological replicates and p-values are not claimed.
GSM7980861_N-2	normal	HLA-visible inflamed niche	APC-rich niche	137	1440	0.09513888888888888	0.06740389678778304	0.4971969372198285	4.197783072166129	Proxy adjacency enrichment; spots are not independent biological replicates and p-values are not claimed.
GSM7980861_N-2	normal	HLA-visible inflamed niche	Drug-delivery failure proxy niche	391	1440	0.27152777777777776	0.25013164823591366	0.1184117334179776	1.8747338885671307	Proxy adjacency enrichment; spots are not independent biological replicates and p-values are not claimed.
GSM7980861_N-2	normal	HLA-visible inflamed niche	Mixed/Other	576	1440	0.4	0.4702474986835176	-0.23341973107108863	-5.34087428844409	Proxy adjacency enrichment; spots are not independent biological replicates and p-values are not claimed.
GSM7980861_N-2	normal	HLA-low invisible tumor niche	RAI-restorable niche	23	510	0.045098039215686274	0.042127435492364404	0.09830235873292374	0.33395921444441473	Proxy adjacency enrichment; spots are not independent biological replicates and p-values are not claimed.
GSM7980861_N-2	normal	HLA-low invisible tumor niche	RAI-low dedifferentiated niche	1	510	0.00196078431372549	0.002369668246445498	-0.27312735012247447	-0.1899138054611285	Proxy adjacency enrichment; spots are not independent biological replicates and p-values are not claimed.
GSM7980861_N-2	normal	HLA-low invisible tumor niche	HLA-visible inflamed niche	21	510	0.041176470588235294	0.0631911532385466	-0.6178902135533717	-2.0433552832073447	Proxy adjacency enrichment; spots are not independent biological replicates and p-values are not claimed.
GSM7980861_N-2	normal	HLA-low invisible tumor niche	HLA-low invisible tumor niche	26	510	0.050980392156862744	0.02238020010531859	1.1876833724657283	4.366536154490869	Proxy adjacency enrichment; spots are not independent biological replicates and p-values are not claimed.
GSM7980861_N-2	normal	HLA-low invisible tumor niche	CD8-excluded / myeloid-CAF niche	37	510	0.07254901960784314	0.08214849921011058	-0.17927577621401689	-0.7894902122331064	Proxy adjacency enrichment; spots are not independent biological replicates and p-values are not claimed.
GSM7980861_N-2	normal	HLA-low invisible tumor niche	APC-rich niche	19	510	0.03725490196078431	0.06740389678778304	-0.8553844123880326	-2.7156176621537425	Proxy adjacency enrichment; spots are not independent biological replicates and p-values are not claimed.
GSM7980861_N-2	normal	HLA-low invisible tumor niche	Drug-delivery failure proxy niche	124	510	0.24313725490196078	0.25013164823591366	-0.040916473619291543	-0.364718929764359	Proxy adjacency enrichment; spots are not independent biological replicates and p-values are not claimed.
GSM7980861_N-2	normal	HLA-low invisible tumor niche	Mixed/Other	259	510	0.5078431372549019	0.4702474986835176	0.11096244873615174	1.7010724024514805	Proxy adjacency enrichment; spots are not independent biological replicates and p-values are not claimed.
GSM7980861_N-2	normal	CD8-excluded / myeloid-CAF niche	RAI-restorable niche	94	1872	0.050213675213675216	0.042127435492364404	0.2533147126214617	1.7416591110084807	Proxy adjacency enrichment; spots are not independent biological replicates and p-values are not claimed.
GSM7980861_N-2	normal	CD8-excluded / myeloid-CAF niche	RAI-low dedifferentiated niche	1	1872	0.0005341880341880342	0.002369668246445498	-2.1471760193709466	-1.6333303502261671	Proxy adjacency enrichment; spots are not independent biological replicates and p-values are not claimed.
GSM7980861_N-2	normal	CD8-excluded / myeloid-CAF niche	HLA-visible inflamed niche	119	1872	0.06356837606837606	0.0631911532385466	0.008586502787680058	0.0670806494425991	Proxy adjacency enrichment; spots are not independent biological replicates and p-values are not claimed.
GSM7980861_N-2	normal	CD8-excluded / myeloid-CAF niche	HLA-low invisible tumor niche	36	1872	0.019230769230769232	0.02238020010531859	-0.21879590750649322	-0.9212299011434779	Proxy adjacency enrichment; spots are not independent biological replicates and p-values are not claimed.
GSM7980861_N-2	normal	CD8-excluded / myeloid-CAF niche	CD8-excluded / myeloid-CAF niche	167	1872	0.08920940170940171	0.08214849921011058	0.1189601541631247	1.1125693943538313	Proxy adjacency enrichment; spots are not independent biological replicates and p-values are not claimed.
GSM7980861_N-2	normal	CD8-excluded / myeloid-CAF niche	APC-rich niche	115	1872	0.06143162393162393	0.06740389678778304	-0.13384839768913034	-1.0306311456786637	Proxy adjacency enrichment; spots are not independent biological replicates and p-values are not claimed.
GSM7980861_N-2	normal	CD8-excluded / myeloid-CAF niche	Drug-delivery failure proxy niche	510	1872	0.2724358974358974	0.25013164823591366	0.12322873200498445	2.2282488763288018	Proxy adjacency enrichment; spots are not independent biological replicates and p-values are not claimed.
GSM7980861_N-2	normal	CD8-excluded / myeloid-CAF niche	Mixed/Other	830	1872	0.44337606837606836	0.4702474986835176	-0.08488918238392441	-2.3293993541757683	Proxy adjacency enrichment; spots are not independent biological replicates and p-values are not claimed.
GSM7980861_N-2	normal	APC-rich niche	RAI-restorable niche	60	1536	0.0390625	0.042127435492364404	-0.10897312289727264	-0.597971613463817	Proxy adjacency enrichment; spots are not independent biological replicates and p-values are not claimed.
GSM7980861_N-2	normal	APC-rich niche	RAI-low dedifferentiated niche	1	1536	0.0006510416666666666	0.002369668246445498	-1.8622577214457054	-1.3853149947214745	Proxy adjacency enrichment; spots are not independent biological replicates and p-values are not claimed.
GSM7980861_N-2	normal	APC-rich niche	HLA-visible inflamed niche	133	1536	0.08658854166666667	0.0631911532385466	0.4544473602570486	3.7688544051150488	Proxy adjacency enrichment; spots are not independent biological replicates and p-values are not claimed.
GSM7980861_N-2	normal	APC-rich niche	HLA-low invisible tumor niche	19	1536	0.012369791666666666	0.02238020010531859	-0.8553495690443577	-2.652347533273751	Proxy adjacency enrichment; spots are not independent biological replicates and p-values are not claimed.
GSM7980861_N-2	normal	APC-rich niche	CD8-excluded / myeloid-CAF niche	117	1536	0.076171875	0.08214849921011058	-0.10897443190920943	-0.8530324052283247	Proxy adjacency enrichment; spots are not independent biological replicates and p-values are not claimed.
GSM7980861_N-2	normal	APC-rich niche	APC-rich niche	262	1536	0.17057291666666666	0.06740389678778304	1.3394717453036502	16.127075230086074	Proxy adjacency enrichment; spots are not independent biological replicates and p-values are not claimed.
GSM7980861_N-2	normal	APC-rich niche	Drug-delivery failure proxy niche	459	1536	0.298828125	0.25013164823591366	0.2566273897266078	4.406728698384164	Proxy adjacency enrichment; spots are not independent biological replicates and p-values are not claimed.
GSM7980861_N-2	normal	APC-rich niche	Mixed/Other	485	1536	0.3157552083333333	0.4702474986835176	-0.5746122375406537	-12.131169320508793	Proxy adjacency enrichment; spots are not independent biological replicates and p-values are not claimed.
GSM7980861_N-2	normal	Drug-delivery failure proxy niche	RAI-restorable niche	261	5700	0.045789473684210526	0.042127435492364404	0.12025314911450906	1.376334254567439	Proxy adjacency enrichment; spots are not independent biological replicates and p-values are not claimed.
GSM7980861_N-2	normal	Drug-delivery failure proxy niche	RAI-low dedifferentiated niche	16	5700	0.002807017543859649	0.002369668246445498	0.24425816446569593	0.6791055254568353	Proxy adjacency enrichment; spots are not independent biological replicates and p-values are not claimed.
GSM7980861_N-2	normal	Drug-delivery failure proxy niche	HLA-visible inflamed niche	395	5700	0.06929824561403508	0.0631911532385466	0.1330942216846914	1.8950395780085625	Proxy adjacency enrichment; spots are not independent biological replicates and p-values are not claimed.
GSM7980861_N-2	normal	Drug-delivery failure proxy niche	HLA-low invisible tumor niche	119	5700	0.02087719298245614	0.02238020010531859	-0.10029054596344035	-0.7671521199567618	Proxy adjacency enrichment; spots are not independent biological replicates and p-values are not claimed.
GSM7980861_N-2	normal	Drug-delivery failure proxy niche	CD8-excluded / myeloid-CAF niche	512	5700	0.08982456140350877	0.08214849921011058	0.12887426658094672	2.1105220053433973	Proxy adjacency enrichment; spots are not independent biological replicates and p-values are not claimed.
GSM7980861_N-2	normal	Drug-delivery failure proxy niche	APC-rich niche	460	5700	0.08070175438596491	0.06740389678778304	0.2597645103422937	4.004329486084322	Proxy adjacency enrichment; spots are not independent biological replicates and p-values are not claimed.
GSM7980861_N-2	normal	Drug-delivery failure proxy niche	Drug-delivery failure proxy niche	1643	5700	0.2882456140350877	0.25013164823591366	0.20461028529103978	6.644231151193829	Proxy adjacency enrichment; spots are not independent biological replicates and p-values are not claimed.
