ModelID	lineage_silenced_score	cancer_type	strict_thyroid_model	common_essential_proxy	nonessential_proxy	GLS__expression_score	GLS__dependency_strength	GLS__raw_gene_effect_or_module	GLUD1__expression_score	GLUD1__dependency_strength	GLUD1__raw_gene_effect_or_module	GLUD2__expression_score	GLUD2__dependency_strength	GLUD2__raw_gene_effect_or_module	SLC1A5__expression_score	SLC1A5__dependency_strength	SLC1A5__raw_gene_effect_or_module	SLC7A5__expression_score	SLC7A5__dependency_strength	SLC7A5__raw_gene_effect_or_module	ASNS__expression_score	ASNS__dependency_strength	ASNS__raw_gene_effect_or_module	GOT1__expression_score	GOT1__dependency_strength	GOT1__raw_gene_effect_or_module	GOT2__expression_score	GOT2__dependency_strength	GOT2__raw_gene_effect_or_module	GPT2__expression_score	GPT2__dependency_strength	GPT2__raw_gene_effect_or_module	MYC_glutamine_addiction_module__expression_score	MYC_glutamine_addiction_module__dependency_strength	MYC_glutamine_addiction_module__raw_gene_effect_or_module	LDHA_glycolysis_comparator__expression_score	LDHA_glycolysis_comparator__dependency_strength	LDHA_glycolysis_comparator__raw_gene_effect_or_module	OXPHOS_comparator__expression_score	OXPHOS_comparator__dependency_strength	OXPHOS_comparator__raw_gene_effect_or_module	NAMPT_NAD_salvage_comparator__expression_score	NAMPT_NAD_salvage_comparator__dependency_strength	NAMPT_NAD_salvage_comparator__raw_gene_effect_or_module
ACH-000023	0.8374200640339077	Pancreas	False	-1.1404619637121436	-0.016561985300546173	5.908945	0.0341356868478537	-0.0341356868478537	6.6611366	-0.0336916048067777	0.0336916048067777	2.3627813	-0.0807859104005619	0.0807859104005619	6.8362145	0.328095868956062	-0.328095868956062	6.8177257	0.2177937367556401	-0.2177937367556401	6.33103	0.3662077052323852	-0.3662077052323852	6.5661836	-0.1540546279607403	0.1540546279607403	7.4840093	0.3725257300895161	-0.3725257300895161	5.441812	0.080947349970431	-0.080947349970431	0.20158931685522366	0.1979524736906159	-0.1979524736906159	0.23876240865860618	0.8215779917505729	-0.8215779917505729	0.6832676547660598	0.34335519093313005	-0.34335519093313005	0.16873082127034944	-0.40127330786922677	0.40127330786922677
ACH-000024	0.1587206180442374	Lymphoid	False	-1.1288555864279135	-0.01218750519097614	7.037382	0.666890237809643	-0.666890237809643	6.454612	-0.0548638957841664	0.0548638957841664	2.21345	-0.2537079693234133	0.2537079693234133	9.998281	0.1743210918059284	-0.1743210918059284	7.4791336	0.1978032590391904	-0.1978032590391904	7.9763923	0.2217931437370647	-0.2217931437370647	7.362435	-0.1263213739276603	0.1263213739276603	5.717948	0.2512037796254338	-0.2512037796254338	5.415042	-0.0139091231902505	0.0139091231902505	1.0812557090462385	0.3552679928339278	-0.3552679928339278	-0.7098183433201584	0.9250211433424648	-0.9250211433424648	0.7971001363488341	-0.32014954594704886	0.32014954594704886	0.011157380104847299	0.30906133053521645	-0.30906133053521645
ACH-000025	0.6453346660181422	CNS/Brain	False	-1.1459740141487653	-0.011960651932702264	6.54409	0.3355805963509599	-0.3355805963509599	6.694476	0.0551014211220832	-0.0551014211220832	2.4177094	-0.2957530637633091	0.2957530637633091	7.4785433	0.0898496649283163	-0.0898496649283163	5.696851	0.2567012077522508	-0.2567012077522508	6.253458	0.8659290228419158	-0.8659290228419158	5.543966	-0.0324806404942969	0.0324806404942969	6.4613943	0.2728646350370635	-0.2728646350370635	4.060627	0.013048176388366	-0.013048176388366	0.1712579936431238	0.3665701602985724	-0.3665701602985724	0.8550025600236475	0.24661072024320368	-0.24661072024320368	0.20852935725247151	0.0519136001501523	-0.0519136001501523	0.4876509394147173	-0.4937009213545992	0.4937009213545992
ACH-000026	0.3283788635363104	Bladder/Urinary Tract	False	-1.0591070604984922	-0.0013251937082044436	8.72361	0.0593071905854613	-0.0593071905854613	6.837502	-0.063764279771411	0.063764279771411	2.8748088	-0.4254908450247711	0.4254908450247711	6.5322156	0.1192707418203253	-0.1192707418203253	4.6307783	0.2807303600954768	-0.2807303600954768	8.202021	0.3524903648434289	-0.3524903648434289	5.991905	-0.0790798697361925	0.0790798697361925	6.270398	0.0968019290430056	-0.0968019290430056	4.751239	0.3132356842827782	-0.3132356842827782	0.30991768304069206	-0.13487477373300155	0.13487477373300155	0.5455904895571378	-0.2231311910997676	0.2231311910997676	0.46996719955061544	-0.19258530773266483	0.19258530773266483	0.21303710634720252	0.2624795277786072	-0.2624795277786072
ACH-000027	-2.02517520289784	CNS/Brain	False			7.567439			5.715913			1.9202819			6.2350473			9.22252			5.2161174			5.7372813			6.862017			4.517093			-0.029936077651153015			-0.21015864466195078			0.7677396077210968			-0.11100593165556735		
ACH-000028	0.1582301191441663	Breast	False	-1.108889656216293	-0.012201620357436497	5.157666	0.1813601084741193	-0.1813601084741193	6.526014	-0.3013811336092628	0.3013811336092628	2.8906782	-0.0757378119799093	0.0757378119799093	7.618547	0.4117543923120282	-0.4117543923120282	6.5053177	-0.010568762215481	0.010568762215481	5.30064	0.9199531809516122	-0.9199531809516122	4.5985856	-0.1337911558968796	0.1337911558968796	6.3752584	0.0689154307248185	-0.0689154307248185	4.178667	0.0938728730774253	-0.0938728730774253	-0.4939380655995372	0.6119070875861227	-0.6119070875861227	-0.0459086597621651	0.02034543897322379	-0.02034543897322379	0.3385249822366085	1.0029844271654913	-1.0029844271654913	0.16331271900457425	0.1050298701225705	-0.1050298701225705
ACH-000029	-0.4597334881779114	Lung	False	-1.1399499165458848	-0.008098479088197396	6.2138257	0.2660827870110116	-0.2660827870110116	6.9761686	0.1193692919104252	-0.1193692919104252	2.4633505	-0.1320037281538951	0.1320037281538951	6.401557	0.0547201841007171	-0.0547201841007171	8.075308	0.4321334081932863	-0.4321334081932863	7.2072	0.1861602402245231	-0.1861602402245231	6.2243586	0.0046759972656062	-0.0046759972656062	6.50802	-0.0554531845965811	0.0554531845965811	6.52646	0.0655261104906676	-0.0655261104906676	0.18388354052039924	-0.1267588858124175	0.1267588858124175	-0.2366750918949635	-0.18623916491436693	0.18623916491436693	-0.08237224825110122	0.7900568973541358	-0.7900568973541358	0.40175629806168844	-0.0441498381172482	0.0441498381172482
ACH-000030	0.5654169317855073	Lung	False	-1.1780753237236878	-0.015453490047018714	5.525032	-0.0074702338508657	0.0074702338508657	6.156498	-0.0266667768421694	0.0266667768421694	2.0362573	-0.2514922593725824	0.2514922593725824	7.098769	0.1700969308052835	-0.1700969308052835	8.328949	0.924519651876579	-0.924519651876579	6.1412387	0.0964178141721073	-0.0964178141721073	4.295855	-0.0113376190567111	0.0113376190567111	6.2660594	0.408102552939756	-0.408102552939756	4.913464	0.1025747620914925	-0.1025747620914925	0.06736127712705763	-0.039489591626988195	0.039489591626988195	0.5768423143664131	-0.127609955390651	0.127609955390651	-0.5148669544466772	0.30270243714772244	-0.30270243714772244	0.6940420951015889	0.34393935134798004	-0.34393935134798004
ACH-000031	-2.729077866933998	Pancreas	False			6.908921			5.2281375			1.7898294			6.4911013			6.5182033			5.619096			4.45191			6.078943			4.1812935			-0.27393959802828777			-0.3367324609845062			-1.0269510980653789			0.5787017233465925		
ACH-000032	0.3536526668608052	Lymphoid	False			6.705453			6.677466			2.386582			6.5230536			6.410516			4.6213136			5.2627525			5.892206			5.3880863			-0.22106571447848686			-0.40065344868559016			0.1274456838676593			-0.009781972528450984		
ACH-000033	-0.6374559866068146	Lung	False			7.758483			5.6209764			2.003444			6.2623672			6.39927			6.0181556			5.480456			6.138122			4.280763			-0.22080241466320072			0.5945659804549401			-0.08870091363434043			0.3919513716949799		
ACH-000034	0.7166447735656554	Myeloid	False			5.897192			6.3515735			2.1367886			6.577711			4.468629			5.0127296			4.5345535			5.003076			3.7346988			-0.21308506954372752			0.3259539178439317			-0.6937637193980919			0.09338634016653992		
ACH-000035	0.2497328450578106	Lung	False	-1.0754481227527306	-0.008494291596037465	8.396035	0.3099044311410072	-0.3099044311410072	6.344047	0.0609959864149876	-0.0609959864149876	2.1006246	-0.2238667833149911	0.2238667833149911	7.921002	0.4106920760592591	-0.4106920760592591	8.748632	0.1463572553264372	-0.1463572553264372	5.939318	0.397953837559707	-0.397953837559707	5.8969207	-0.0487742534742007	0.0487742534742007	7.0759926	0.4678238760419412	-0.4678238760419412	5.099998	0.187038547313382	-0.187038547313382	0.5393762813253948	-0.00652927502891019	0.00652927502891019	0.6918369960089882	0.5385281886126871	-0.5385281886126871	0.23301224455980116	-0.7045977437968404	0.7045977437968404	-0.07238800825442987	-0.20879918656055108	0.20879918656055108
ACH-000036	0.7154315494989751	CNS/Brain	False	-1.0683096900769464	0.0027063644241483993	6.8313704	0.4440613578336909	-0.4440613578336909	6.2270865	-0.0271830733122349	0.0271830733122349	1.9787447	-0.1602778201357739	0.1602778201357739	7.399573	0.2731528581230196	-0.2731528581230196	6.337604	-0.0217260623667848	0.0217260623667848	5.5848665	0.9265515195987798	-0.9265515195987798	4.773216	-0.093681183147155	0.093681183147155	5.864233	0.337831179189698	-0.337831179189698	4.6073065	0.1440833298089679	-0.1440833298089679	0.11670176083490458	0.5868306372158872	-0.5868306372158872	1.1699424431467835	0.469533289597572	-0.469533289597572	-0.2427850761293505	-1.208704364444018	1.208704364444018	0.14968253982533408	-0.14917292932093637	0.14917292932093637
ACH-000037	0.2812171944187628	Soft Tissue	False	-1.098650827556375	-0.013427007706204601	7.9122305	0.2396811036447112	-0.2396811036447112	6.955859	0.0382692439548391	-0.0382692439548391	2.7005174	-0.1564360511160072	0.1564360511160072	7.3258452	0.0448434063888776	-0.0448434063888776	3.1959713	0.3007837491434417	-0.3007837491434417	4.87745	0.075114014745435	-0.075114014745435	5.2455525	0.1409282357193544	-0.1409282357193544	6.776341	-0.0754402304736107	0.0754402304736107	5.0784817	0.1575445143481152	-0.1575445143481152	0.023254305718238128	-0.46901098246486567	0.46901098246486567	1.7470403736474818	0.7566447259265661	-0.7566447259265661	-0.5554643357787936	-0.6798787635634942	0.6798787635634942	-0.9088373558865046	-0.6856174965559736	0.6856174965559736
ACH-000038	-1.1867694994683038	Lymphoid	False			7.627293			6.3411036			2.3114595			6.202449			4.770343			6.4197564			5.4232454			6.554061			3.2921588			-0.47968429500633913			-0.552628466632677			0.2934056038337024			0.36207577901361687		
ACH-000039	-1.2588912251702422	Bone	False	-1.0869816442210722	-0.02445780037233822	6.275888	0.1307533891490236	-0.1307533891490236	5.326095	0.2536646207440411	-0.2536646207440411	1.5373458	-0.4378126103120364	0.4378126103120364	7.4422383	0.2929735350654484	-0.2929735350654484	4.6504254	0.125870083192998	-0.125870083192998	4.979504	0.6268697713937943	-0.6268697713937943	3.9138372	-0.0821525354607689	0.0821525354607689	5.1409874	1.0511967539036475	-1.0511967539036475	0.6379867	0.2881757706191333	-0.2881757706191333	-0.168916412540276	0.6490722864811899	-0.6490722864811899	-0.09070753089087247	0.6881806688725393	-0.6881806688725393	-0.07138575633423014	-0.2727809132434806	0.2727809132434806	-0.5732805145392789	0.31728651951538395	-0.31728651951538395
ACH-000040	0.3715079297381368	CNS/Brain	False	-1.0820211585881618	-0.012349763031171546	7.1501637	-0.0299781422030382	0.0299781422030382	6.9896274	0.124095426880638	-0.124095426880638	2.570815	-0.3206221433060603	0.3206221433060603	6.0831347	0.0185570871826217	-0.0185570871826217	6.0137815	-0.0842388265807805	0.0842388265807805	5.130914	0.5170305365980226	-0.5170305365980226	4.824605	0.2653781709700057	-0.2653781709700057	6.0241156	0.116196718520504	-0.116196718520504	3.315604	0.0071642281604996	-0.0071642281604996	-0.27874141630494004	-0.32846689792438344	0.32846689792438344	0.6571339287447265	0.28671710544138884	-0.28671710544138884	0.19998146374075051	-1.234376225836104	1.234376225836104	-0.10411203004934862	-0.1298636364594647	0.1298636364594647
ACH-000041	-1.6268016281039757	Bone	False	-1.0526790095079577	-0.02442642716655472	5.646785	0.0055339001326891	-0.0055339001326891	6.523587	-0.0444700341994266	0.0444700341994266	2.3877404	-0.265766124869275	0.265766124869275	6.515408	0.3872524488626043	-0.3872524488626043	5.829266	-0.0859286592169256	0.0859286592169256	5.1440463	0.3214821175661442	-0.3214821175661442	4.476557	-0.0089044495673272	0.0089044495673272	6.0016265	0.0859623368544836	-0.0859623368544836	4.617598	0.1341766744263053	-0.1341766744263053	-0.5019335986706542	-0.19980531854234843	0.19980531854234843	-0.08391616936397864	-0.23268065403656235	0.23268065403656235	0.363020257845012	-0.44124561222105385	0.44124561222105385	0.11780916813401027	0.18449775477352093	-0.18449775477352093
ACH-000042	0.3942255945463035	Pancreas	False	-1.0710883946218568	-0.019505535959623573	6.77692	-0.0694705533332567	0.0694705533332567	5.5859118	-0.1073075287883688	0.1073075287883688	1.5987225	-0.2794975708418551	0.2794975708418551	5.844318	0.2384384113370494	-0.2384384113370494	5.711137	0.699272338074971	-0.699272338074971	4.606845	0.3050227166014153	-0.3050227166014153	5.083979	0.0246999748471165	-0.0246999748471165	5.7870274	0.1108081923630957	-0.1108081923630957	3.1400456	0.018823465451678	-0.018823465451678	-0.45024240164756657	0.03907113150940352	-0.03907113150940352	-0.2107219234317308	0.4267009412802892	-0.4267009412802892	-1.547739211265452	-1.2738712592093786	1.2738712592093786	-0.2447749379201643	0.4316917040649708	-0.4316917040649708
ACH-000043	0.8319462282589043	Fibroblast	False			7.3793006			6.703945			2.4208894			4.905067			3.4227188			5.288122			4.1004815			5.3126254			2.9793944			-0.6894703648810366			0.11541803504424404			-0.3619951863305894			-0.16083223608107985		
ACH-000044	-0.5178462593718883	Breast	False			5.8985276			7.905074			3.4375687			5.285158			4.321625			6.187954			5.290115			6.1030593			4.5845475			-0.9359131768513441			-1.3541917502742902			-0.038714024659081546			0.1914569394633307		
