file_path	line_no	matching_text	pattern	category	territory	suggested_action	replacement_or_note	line_excerpt
manuscript_v8/PAPER2_PILLAR1_V2_FOREST_META_SPEC_2026_05_04.md	18	autoimmune-thyroid continuum	\bautoimmune-thyroid continuum\b	Replace_§1	Paper2_terminology	WHITELIST_REVIEW	Hashimoto-overlap context	- Framing: "Pan-Asian autoimmune-thyroid continuum confirmed"
manuscript_v8/PAPER2_PILLAR1_V2_FOREST_META_SPEC_2026_05_04.md	18	Pan-Asian autoimmune-thyroid	\bPan-Asian autoimmune-thyroid\b	Replace_§1	Paper2_terminology	WHITELIST_REVIEW	REMOVE or Paper 4 reserve	- Framing: "Pan-Asian autoimmune-thyroid continuum confirmed"
manuscript_v8/PAPER2_PILLAR1_V2_FOREST_META_SPEC_2026_05_04.md	18	Pan-Asian autoimmune	\bPan-Asian autoimmune\b	Replace_§1	Paper2_terminology	WHITELIST_REVIEW	manual review	- Framing: "Pan-Asian autoimmune-thyroid continuum confirmed"
manuscript_v8/PAPER2_PILLAR1_V2_FOREST_META_SPEC_2026_05_04.md	22	Graves	\bGraves\b	Forbidden_§2.1	Paper4_GD	WHITELIST_REVIEW		(a) **Cross-disease mismatch**. Korean PTC pool's autoimmune comorbidity is Hashimoto's thyroiditis (~20-30% within Kore
manuscript_v8/PAPER2_PILLAR1_V2_FOREST_META_SPEC_2026_05_04.md	22	GD	\bGD\b	Forbidden_§2.1	Paper4_GD	WHITELIST_REVIEW		(a) **Cross-disease mismatch**. Korean PTC pool's autoimmune comorbidity is Hashimoto's thyroiditis (~20-30% within Kore
manuscript_v8/PAPER2_PILLAR1_V2_FOREST_META_SPEC_2026_05_04.md	22	GD	\bGD\b	Forbidden_§2.1	Paper4_GD	WHITELIST_REVIEW		(a) **Cross-disease mismatch**. Korean PTC pool's autoimmune comorbidity is Hashimoto's thyroiditis (~20-30% within Kore
manuscript_v8/PAPER2_PILLAR1_V2_FOREST_META_SPEC_2026_05_04.md	22	GD	\bGD\b	Forbidden_§2.1	Paper4_GD	WHITELIST_REVIEW		(a) **Cross-disease mismatch**. Korean PTC pool's autoimmune comorbidity is Hashimoto's thyroiditis (~20-30% within Kore
manuscript_v8/PAPER2_PILLAR1_V2_FOREST_META_SPEC_2026_05_04.md	22	hyperthyroidism	\bhyperthyroidism\b	Forbidden_§2.1	Paper4_GD	WHITELIST_REVIEW		(a) **Cross-disease mismatch**. Korean PTC pool's autoimmune comorbidity is Hashimoto's thyroiditis (~20-30% within Kore
manuscript_v8/PAPER2_PILLAR1_V2_FOREST_META_SPEC_2026_05_04.md	24	GD	\bGD\b	Forbidden_§2.1	Paper4_GD	WHITELIST_REVIEW		(b) **Ancestry baseline confound**. Korean DPB1\*05:01 baseline is reportedly ~38-42% (Lee et al. Tissue Antigens 2014, 
manuscript_v8/PAPER2_PILLAR1_V2_FOREST_META_SPEC_2026_05_04.md	24	GD	\bGD\b	Forbidden_§2.1	Paper4_GD	WHITELIST_REVIEW		(b) **Ancestry baseline confound**. Korean DPB1\*05:01 baseline is reportedly ~38-42% (Lee et al. Tissue Antigens 2014, 
manuscript_v8/PAPER2_PILLAR1_V2_FOREST_META_SPEC_2026_05_04.md	26	autoimmune-thyroid continuum	\bautoimmune-thyroid continuum\b	Replace_§1	Paper2_terminology	WHITELIST_REVIEW	Hashimoto-overlap context	**Conclusion**: v1 forest meta and accompanying "Pan-Asian autoimmune-thyroid continuum" framing must be retracted from 
manuscript_v8/PAPER2_PILLAR1_V2_FOREST_META_SPEC_2026_05_04.md	26	Pan-Asian autoimmune-thyroid	\bPan-Asian autoimmune-thyroid\b	Replace_§1	Paper2_terminology	WHITELIST_REVIEW	REMOVE or Paper 4 reserve	**Conclusion**: v1 forest meta and accompanying "Pan-Asian autoimmune-thyroid continuum" framing must be retracted from 
manuscript_v8/PAPER2_PILLAR1_V2_FOREST_META_SPEC_2026_05_04.md	26	Pan-Asian autoimmune	\bPan-Asian autoimmune\b	Replace_§1	Paper2_terminology	WHITELIST_REVIEW	manual review	**Conclusion**: v1 forest meta and accompanying "Pan-Asian autoimmune-thyroid continuum" framing must be retracted from 
manuscript_v8/PAPER2_PILLAR1_V2_FOREST_META_SPEC_2026_05_04.md	38	GD	\bGD\b	Forbidden_§2.1	Paper4_GD	WHITELIST_REVIEW		- **Single-population scope** — no Pan-Asian / Chinese / Japanese cross-population comparison in this spec. Cross-popula
manuscript_v8/PAPER2_PILLAR1_V2_FOREST_META_SPEC_2026_05_04.md	76	GD	\bGD\b	Forbidden_§2.1	Paper4_GD	WHITELIST_REVIEW		| 1 | **DPB1\*05:01** | East Asian thyroid autoimmunity primary risk allele (HT + GD shared); Korean PTC pool 53.2% per 
manuscript_v8/PAPER2_PILLAR1_V2_FOREST_META_SPEC_2026_05_04.md	83	GD	\bGD\b	Forbidden_§2.1	Paper4_GD	WHITELIST_REVIEW		**Allele exclusion rule**: GD-specific alleles (TSH receptor antibody-associated) NOT included in Paper 2 — they belong 
manuscript_v8/PAPER2_PILLAR1_V2_FOREST_META_SPEC_2026_05_04.md	83	GD	\bGD\b	Forbidden_§2.1	Paper4_GD	WHITELIST_REVIEW		**Allele exclusion rule**: GD-specific alleles (TSH receptor antibody-associated) NOT included in Paper 2 — they belong 
manuscript_v8/PAPER2_PILLAR1_V2_FOREST_META_SPEC_2026_05_04.md	126	GD	\bGD\b	Forbidden_§2.1	Paper4_GD	WHITELIST_REVIEW		- **NO Chu 2018 GD entries in this forest** (those move to Paper 4 spec)
manuscript_v8/PAPER2_PILLAR1_V2_FOREST_META_SPEC_2026_05_04.md	152	Graves	\bGraves\b	Forbidden_§2.1	Paper4_GD	WHITELIST_REVIEW		| "Korean PTC HLA pattern shares Graves' disease susceptibility" | GD direct equivalence; conflation 1 (deprecated v1) |
manuscript_v8/PAPER2_PILLAR1_V2_FOREST_META_SPEC_2026_05_04.md	152	GD	\bGD\b	Forbidden_§2.1	Paper4_GD	WHITELIST_REVIEW		| "Korean PTC HLA pattern shares Graves' disease susceptibility" | GD direct equivalence; conflation 1 (deprecated v1) |
manuscript_v8/PAPER2_PILLAR1_V2_FOREST_META_SPEC_2026_05_04.md	153	autoimmune-thyroid continuum	\bautoimmune-thyroid continuum\b	Replace_§1	Paper2_terminology	WHITELIST_REVIEW	Hashimoto-overlap context	| "Pan-Asian autoimmune-thyroid continuum" | Cross-disease (HT + GD) lumping |
manuscript_v8/PAPER2_PILLAR1_V2_FOREST_META_SPEC_2026_05_04.md	153	Pan-Asian autoimmune-thyroid	\bPan-Asian autoimmune-thyroid\b	Replace_§1	Paper2_terminology	WHITELIST_REVIEW	REMOVE or Paper 4 reserve	| "Pan-Asian autoimmune-thyroid continuum" | Cross-disease (HT + GD) lumping |
manuscript_v8/PAPER2_PILLAR1_V2_FOREST_META_SPEC_2026_05_04.md	153	Pan-Asian autoimmune	\bPan-Asian autoimmune\b	Replace_§1	Paper2_terminology	WHITELIST_REVIEW	manual review	| "Pan-Asian autoimmune-thyroid continuum" | Cross-disease (HT + GD) lumping |
manuscript_v8/PAPER2_PILLAR1_V2_FOREST_META_SPEC_2026_05_04.md	153	GD	\bGD\b	Forbidden_§2.1	Paper4_GD	WHITELIST_REVIEW		| "Pan-Asian autoimmune-thyroid continuum" | Cross-disease (HT + GD) lumping |
manuscript_v8/PAPER2_PILLAR1_V2_FOREST_META_SPEC_2026_05_04.md	154	GD	\bGD\b	Forbidden_§2.1	Paper4_GD	WHITELIST_REVIEW		| "Korean PTC > Chinese GD direct comparison" | Cross-disease + cross-ancestry conflation |
manuscript_v8/PAPER2_PILLAR1_V2_FOREST_META_SPEC_2026_05_04.md	155	GD	\bGD\b	Forbidden_§2.1	Paper4_GD	WHITELIST_REVIEW		| "Korean PTC HLA = GD-like" | Disease equivalence claim |
manuscript_v8/PAPER2_PILLAR1_V2_FOREST_META_SPEC_2026_05_04.md	156	GD	\bGD\b	Forbidden_§2.1	Paper4_GD	WHITELIST_REVIEW		| GD-specific allele effect citations as Paper 2 mechanism | Paper 4 territory |
manuscript_v8/PAPER2_PILLAR1_V2_FOREST_META_SPEC_2026_05_04.md	164	GD	\bGD\b	Forbidden_§2.1	Paper4_GD	WHITELIST_REVIEW		| "DPB1\*05:01 is a known East-Asian thyroid autoimmunity susceptibility allele (cite Chu 2018 for GD context, 1-line on
manuscript_v8/PAPER2_PILLAR1_V2_FOREST_META_SPEC_2026_05_04.md	167	GD	\bGD\b	Forbidden_§2.1	Paper4_GD	WHITELIST_REVIEW		**1-line GD reference allowance** in Paper 2 Discussion:
manuscript_v8/PAPER2_PILLAR1_V2_FOREST_META_SPEC_2026_05_04.md	168	Graves	\bGraves\b	Forbidden_§2.1	Paper4_GD	WHITELIST_REVIEW		> "DPB1\*05:01 is a published East-Asian thyroid autoimmunity allele (per Chu et al. 2018 *J Med Genet* in Han Chinese G
manuscript_v8/PAPER2_PILLAR1_V2_FOREST_META_SPEC_2026_05_04.md	170	GD	\bGD\b	Forbidden_§2.1	Paper4_GD	WHITELIST_REVIEW		This 1-line is the maximum GD reference; any further GD discussion belongs in Paper 4 backlog.
manuscript_v8/PAPER2_PILLAR1_V2_FOREST_META_SPEC_2026_05_04.md	170	GD	\bGD\b	Forbidden_§2.1	Paper4_GD	WHITELIST_REVIEW		This 1-line is the maximum GD reference; any further GD discussion belongs in Paper 4 backlog.
manuscript_v8/PAPER2_TERMINOLOGY_CORRECTION_PLAN_2026_05_04.md	6	GD	\bGD\b	Forbidden_§2.1	Paper4_GD	WHITELIST_REVIEW		purpose: HT vs GD conflation cleanup at terminology level (sed-level word/phrase replacement) before any Paper 2 outline
manuscript_v8/PAPER2_TERMINOLOGY_CORRECTION_PLAN_2026_05_04.md	17	autoimmune-PTC	\bautoimmune-PTC\b	Replace_§1	Paper2_terminology	WHITELIST_REVIEW	Hashimoto-overlap PTC	| `autoimmune-PTC` | `Hashimoto-overlap PTC` | Specifies HT (the project substrate), not generic autoimmune (which lumps
manuscript_v8/PAPER2_TERMINOLOGY_CORRECTION_PLAN_2026_05_04.md	17	GD	\bGD\b	Forbidden_§2.1	Paper4_GD	WHITELIST_REVIEW		| `autoimmune-PTC` | `Hashimoto-overlap PTC` | Specifies HT (the project substrate), not generic autoimmune (which lumps
manuscript_v8/PAPER2_TERMINOLOGY_CORRECTION_PLAN_2026_05_04.md	18	autoimmune PTC	\bautoimmune PTC\b	Replace_§1	Paper2_terminology	WHITELIST_REVIEW	Hashimoto-overlap PTC	| `autoimmune PTC` (with space, no hyphen) | `Hashimoto-overlap PTC` | Same as above; covers both punctuations |
manuscript_v8/PAPER2_TERMINOLOGY_CORRECTION_PLAN_2026_05_04.md	19	autoimmune-thyroid continuum	\bautoimmune-thyroid continuum\b	Replace_§1	Paper2_terminology	WHITELIST_REVIEW	Hashimoto-overlap context	| `autoimmune-thyroid continuum` | `Hashimoto-overlap context` (or **REMOVE** per sentence; manual review) | Continuum f
manuscript_v8/PAPER2_TERMINOLOGY_CORRECTION_PLAN_2026_05_04.md	19	GD	\bGD\b	Forbidden_§2.1	Paper4_GD	WHITELIST_REVIEW		| `autoimmune-thyroid continuum` | `Hashimoto-overlap context` (or **REMOVE** per sentence; manual review) | Continuum f
manuscript_v8/PAPER2_TERMINOLOGY_CORRECTION_PLAN_2026_05_04.md	20	autoimmune thyroid continuum	\bautoimmune thyroid continuum\b	Replace_§1	Paper2_terminology	WHITELIST_REVIEW	Hashimoto-overlap context	| `autoimmune thyroid continuum` | Same as above | |
manuscript_v8/PAPER2_TERMINOLOGY_CORRECTION_PLAN_2026_05_04.md	21	Pan-Asian autoimmune-thyroid	\bPan-Asian autoimmune-thyroid\b	Replace_§1	Paper2_terminology	WHITELIST_REVIEW	REMOVE or Paper 4 reserve	| `Pan-Asian autoimmune-thyroid` | **REMOVE** or move to Paper 4 reserve | Pan-Asian + autoimmune-thyroid framing was ti
manuscript_v8/PAPER2_TERMINOLOGY_CORRECTION_PLAN_2026_05_04.md	21	Pan-Asian autoimmune	\bPan-Asian autoimmune\b	Replace_§1	Paper2_terminology	WHITELIST_REVIEW	manual review	| `Pan-Asian autoimmune-thyroid` | **REMOVE** or move to Paper 4 reserve | Pan-Asian + autoimmune-thyroid framing was ti
manuscript_v8/PAPER2_TERMINOLOGY_CORRECTION_PLAN_2026_05_04.md	21	GD	\bGD\b	Forbidden_§2.1	Paper4_GD	WHITELIST_REVIEW		| `Pan-Asian autoimmune-thyroid` | **REMOVE** or move to Paper 4 reserve | Pan-Asian + autoimmune-thyroid framing was ti
manuscript_v8/PAPER2_TERMINOLOGY_CORRECTION_PLAN_2026_05_04.md	22	Pan-Asian autoimmune	\bPan-Asian autoimmune\b	Replace_§1	Paper2_terminology	WHITELIST_REVIEW	manual review	| `Pan-Asian autoimmune` (general) | **REMOVE** or replace with `East-Asian Hashimoto-overlap` per sentence context | Ma
manuscript_v8/PAPER2_TERMINOLOGY_CORRECTION_PLAN_2026_05_04.md	32	GD	\bGD\b	Forbidden_§2.1	Paper4_GD	WHITELIST_REVIEW		### 2.1 Paper 4 territory (GD)
manuscript_v8/PAPER2_TERMINOLOGY_CORRECTION_PLAN_2026_05_04.md	35	Graves	\bGraves\b	Forbidden_§2.1	Paper4_GD	WHITELIST_REVIEW		Graves
manuscript_v8/PAPER2_TERMINOLOGY_CORRECTION_PLAN_2026_05_04.md	36	GD	\bGD\b	Forbidden_§2.1	Paper4_GD	WHITELIST_REVIEW		GD                                  (whole-word; avoid matching "GDT" etc.)
manuscript_v8/PAPER2_TERMINOLOGY_CORRECTION_PLAN_2026_05_04.md	37	TSAb	\bTSAb\b	Forbidden_§2.1	Paper4_GD	WHITELIST_REVIEW		TSAb
manuscript_v8/PAPER2_TERMINOLOGY_CORRECTION_PLAN_2026_05_04.md	38	TSI	\bTSI\b	Forbidden_§2.1	Paper4_GD	WHITELIST_REVIEW		TSI
manuscript_v8/PAPER2_TERMINOLOGY_CORRECTION_PLAN_2026_05_04.md	39	thyroid-stimulating antibody	\bthyroid-stimulating antibody\b	Forbidden_§2.1	Paper4_GD	WHITELIST_REVIEW		thyroid-stimulating antibody
manuscript_v8/PAPER2_TERMINOLOGY_CORRECTION_PLAN_2026_05_04.md	40	hyperthyroidism	\bhyperthyroidism\b	Forbidden_§2.1	Paper4_GD	WHITELIST_REVIEW		hyperthyroidism
manuscript_v8/PAPER2_TERMINOLOGY_CORRECTION_PLAN_2026_05_04.md	41	thyrotoxicosis	\bthyrotoxicosis\b	Forbidden_§2.1	Paper4_GD	WHITELIST_REVIEW		thyrotoxicosis
manuscript_v8/PAPER2_TERMINOLOGY_CORRECTION_PLAN_2026_05_04.md	42	exophthalmos	\bexophthalmos\b	Forbidden_§2.1	Paper4_GD	WHITELIST_REVIEW		exophthalmos
manuscript_v8/PAPER2_TERMINOLOGY_CORRECTION_PLAN_2026_05_04.md	43	Graves	\bGraves\b	Forbidden_§2.1	Paper4_GD	WHITELIST_REVIEW		Graves' ophthalmopathy
manuscript_v8/PAPER2_TERMINOLOGY_CORRECTION_PLAN_2026_05_04.md	43	Graves' ophthalmopathy	Graves['']?\s+ophthalmopathy	Forbidden_§2.1	Paper4_GD	WHITELIST_REVIEW		Graves' ophthalmopathy
manuscript_v8/PAPER2_TERMINOLOGY_CORRECTION_PLAN_2026_05_04.md	44	Graves	\bGraves\b	Forbidden_§2.1	Paper4_GD	WHITELIST_REVIEW		Graves ophthalmopathy
manuscript_v8/PAPER2_TERMINOLOGY_CORRECTION_PLAN_2026_05_04.md	44	Graves ophthalmopathy	Graves['']?\s+ophthalmopathy	Forbidden_§2.1	Paper4_GD	WHITELIST_REVIEW		Graves ophthalmopathy
manuscript_v8/PAPER2_TERMINOLOGY_CORRECTION_PLAN_2026_05_04.md	45	TED	\bTED\b	Forbidden_§2.1	Paper4_GD	WHITELIST_REVIEW		TED                                  (whole-word; avoid matching "TEDx" etc.)
manuscript_v8/PAPER2_TERMINOLOGY_CORRECTION_PLAN_2026_05_04.md	46	thyroid eye disease	\bthyroid eye disease\b	Forbidden_§2.1	Paper4_GD	WHITELIST_REVIEW		thyroid eye disease
manuscript_v8/PAPER2_TERMINOLOGY_CORRECTION_PLAN_2026_05_04.md	47	Graves	\bGraves\b	Forbidden_§2.1	Paper4_GD	WHITELIST_REVIEW		Bundang Graves cohort
manuscript_v8/PAPER2_TERMINOLOGY_CORRECTION_PLAN_2026_05_04.md	47	Bundang Graves cohort	\bBundang Graves'?\s*cohort\b	Forbidden_§2.1	Paper4_GD	WHITELIST_REVIEW		Bundang Graves cohort
manuscript_v8/PAPER2_TERMINOLOGY_CORRECTION_PLAN_2026_05_04.md	48	Graves	\bGraves\b	Forbidden_§2.1	Paper4_GD	WHITELIST_REVIEW		Bundang Graves' cohort
manuscript_v8/PAPER2_TERMINOLOGY_CORRECTION_PLAN_2026_05_04.md	48	Bundang Graves' cohort	\bBundang Graves'?\s*cohort\b	Forbidden_§2.1	Paper4_GD	WHITELIST_REVIEW		Bundang Graves' cohort
manuscript_v8/PAPER2_TERMINOLOGY_CORRECTION_PLAN_2026_05_04.md	54	TROP2	\bTROP2\b	Forbidden_§2.2	Paper1_cancer	WHITELIST_REVIEW		TROP2
manuscript_v8/PAPER2_TERMINOLOGY_CORRECTION_PLAN_2026_05_04.md	55	sacituzumab	\bsacituzumab\b	Forbidden_§2.2	Paper1_cancer	WHITELIST_REVIEW		sacituzumab
manuscript_v8/PAPER2_TERMINOLOGY_CORRECTION_PLAN_2026_05_04.md	56	H&E-DM1	\bH&E-DM1\b	Forbidden_§2.2	Paper1_cancer	WHITELIST_REVIEW		H&E-DM1                              (escape & for grep)
manuscript_v8/PAPER2_TERMINOLOGY_CORRECTION_PLAN_2026_05_04.md	57	image-DM1	\bimage-DM1\b	Forbidden_§2.2	Paper1_cancer	WHITELIST_REVIEW		image-DM1
manuscript_v8/PAPER2_TERMINOLOGY_CORRECTION_PLAN_2026_05_04.md	58	TCGA WSI	\bTCGA WSI\b	Forbidden_§2.2	Paper1_cancer	WHITELIST_REVIEW		TCGA WSI
manuscript_v8/PAPER2_TERMINOLOGY_CORRECTION_PLAN_2026_05_04.md	59	DM1 cluster mechanism deep	\bDM1 cluster mechanism deep\b	Forbidden_§2.2	Paper1_cancer	WHITELIST_REVIEW		DM1 cluster mechanism deep
manuscript_v8/PAPER2_TERMINOLOGY_CORRECTION_PLAN_2026_05_04.md	60	BRAF/RAS driver mechanism deep	\bBRAF/RAS driver mechanism deep\b	Forbidden_§2.2	Paper1_cancer	WHITELIST_REVIEW		BRAF/RAS driver mechanism deep
manuscript_v8/PAPER2_TERMINOLOGY_CORRECTION_PLAN_2026_05_04.md	61	TERT promoter kinetics	\bTERT promoter kinetics\b	Forbidden_§2.2	Paper1_cancer	WHITELIST_REVIEW		TERT promoter kinetics
manuscript_v8/PAPER2_TERMINOLOGY_CORRECTION_PLAN_2026_05_04.md	62	kinase fusion mechanism	\bkinase fusion mechanism\b	Forbidden_§2.2	Paper1_cancer	WHITELIST_REVIEW		kinase fusion mechanism
manuscript_v8/PAPER2_TERMINOLOGY_CORRECTION_PLAN_2026_05_04.md	63	dark matter subtype mechanism	\bdark matter subtype mechanism\b	Forbidden_§2.2	Paper1_cancer	WHITELIST_REVIEW		dark matter subtype mechanism
manuscript_v8/PAPER2_TERMINOLOGY_CORRECTION_PLAN_2026_05_04.md	69	ICI response prediction	\bICI response prediction\b	Forbidden_§2.3	Paper3_ICI	WHITELIST_REVIEW		ICI response prediction
manuscript_v8/PAPER2_TERMINOLOGY_CORRECTION_PLAN_2026_05_04.md	70	HLA LOH	\bHLA LOH\b	Forbidden_§2.3	Paper3_ICI	WHITELIST_REVIEW		HLA LOH
manuscript_v8/PAPER2_TERMINOLOGY_CORRECTION_PLAN_2026_05_04.md	71	neoantigen	\bneoantigen\b	Forbidden_§2.3	Paper3_ICI	WHITELIST_REVIEW		neoantigen
manuscript_v8/PAPER2_TERMINOLOGY_CORRECTION_PLAN_2026_05_04.md	72	DIAL audit	\bDIAL audit\b	Forbidden_§2.3	Paper3_ICI	WHITELIST_REVIEW		DIAL audit
manuscript_v8/PAPER2_TERMINOLOGY_CORRECTION_PLAN_2026_05_04.md	73	pan-cancer ICI	\bpan-cancer ICI\b	Forbidden_§2.3	Paper3_ICI	WHITELIST_REVIEW		pan-cancer ICI
manuscript_v8/PAPER2_TERMINOLOGY_CORRECTION_PLAN_2026_05_04.md	74	C5AR1 anti-PD-1 synergy	\bC5AR1 anti-PD-1 synergy\b	Forbidden_§2.3	Paper3_ICI	WHITELIST_REVIEW		C5AR1 anti-PD-1 synergy
manuscript_v8/PAPER2_TERMINOLOGY_CORRECTION_PLAN_2026_05_04.md	86	GD	\bGD\b	Forbidden_§2.1	Paper4_GD	WHITELIST_REVIEW		- `KEEP_AS_BACKGROUND` — leave as 1-line background reference (e.g., DPB1\*05:01 GD context citation per Pillar I v2 spe
manuscript_v8/PAPER2_TERMINOLOGY_CORRECTION_PLAN_2026_05_04.md	97	GD	\bGD\b	Forbidden_§2.1	Paper4_GD	WHITELIST_REVIEW		HT (in HT context with disambiguation, not "GD/HT" combo)
manuscript_v8/PAPER2_TERMINOLOGY_CORRECTION_PLAN_2026_05_04.md	187	GD	\bGD\b	Forbidden_§2.1	Paper4_GD	WHITELIST_REVIEW		| `\bGD\b` | "GD" in cite key (e.g., `Chu2018GD` BibTeX), or "GDP", "PhD", etc. (whole-word boundary should handle most)
manuscript_v8/PAPER2_TERMINOLOGY_CORRECTION_PLAN_2026_05_04.md	189	Graves	\bGraves\b	Forbidden_§2.1	Paper4_GD	WHITELIST_REVIEW		| `\bGraves\b` | "Graves" as a person's name (unlikely in our domain; very rare) | Manual review |
manuscript_v8/PAPER2_TERMINOLOGY_CORRECTION_PLAN_2026_05_04.md	192	TROP2	\bTROP2\b	Forbidden_§2.2	Paper1_cancer	WHITELIST_REVIEW		| `TROP2`, `sacituzumab` | If forming part of Paper 1 forward-implication 1-line discussion (Paper 1 has its own scope) 
manuscript_v8/PAPER2_TERMINOLOGY_CORRECTION_PLAN_2026_05_04.md	192	sacituzumab	\bsacituzumab\b	Forbidden_§2.2	Paper1_cancer	WHITELIST_REVIEW		| `TROP2`, `sacituzumab` | If forming part of Paper 1 forward-implication 1-line discussion (Paper 1 has its own scope) 
manuscript_v8/PAPER2_TERMINOLOGY_CORRECTION_PLAN_2026_05_04.md	238	GD	\bGD\b	Forbidden_§2.1	Paper4_GD	WHITELIST_REVIEW		- Each category (§1 replacements + §2.1 GD forbidden + §2.2 Paper 1 forbidden + §2.3 Paper 3 forbidden) requires separat
manuscript_v8/PAPER2_TERMINOLOGY_CORRECTION_PLAN_2026_05_04.md	255	TROP2	\bTROP2\b	Forbidden_§2.2	Paper1_cancer	WHITELIST_REVIEW		| **Paper 1** | DM1/DM2 cluster mechanism deep, BRAF/RAS driver mechanism deep, TERT promoter kinetics, kinase fusion me
manuscript_v8/PAPER2_TERMINOLOGY_CORRECTION_PLAN_2026_05_04.md	255	sacituzumab	\bsacituzumab\b	Forbidden_§2.2	Paper1_cancer	WHITELIST_REVIEW		| **Paper 1** | DM1/DM2 cluster mechanism deep, BRAF/RAS driver mechanism deep, TERT promoter kinetics, kinase fusion me
manuscript_v8/PAPER2_TERMINOLOGY_CORRECTION_PLAN_2026_05_04.md	255	H&E-DM1	\bH&E-DM1\b	Forbidden_§2.2	Paper1_cancer	WHITELIST_REVIEW		| **Paper 1** | DM1/DM2 cluster mechanism deep, BRAF/RAS driver mechanism deep, TERT promoter kinetics, kinase fusion me
